CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIC-Cases,FirstofMIC-Units,SumofMIC-Cost,CostPerCase,CostPerUnit,UnitPerCase
,,,,,,,,,,,
,Occupational or Physical Therapy,,97537,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97542,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97750,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational Therapy,,97755,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97760,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Assessment or Health Services,,97802,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment or Health Services,,97803,,First Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,97804,,Each Additional 15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Acupuncture,,97810,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Acupuncture,,97811,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99201,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99201,U5,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99202,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99202,U5,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99203,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99203,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99203,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99204,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99204,U5,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99204,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99205,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99205,U5,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99205,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99211,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99211,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99212,,Encounter,1.00,1.00,$90.00,90,90,1
,,,,,,,,,,,
,Assessment for Autism,,99212,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99213,,Encounter,12.00,26.00,"$8,859.00",738,341,2
,,,,,,,,,,,
,Assessment for Autism,,99213,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99214,,15 Minutes,8.00,19.00,"$10,131.00",1266,533,2
,,,,,,,,,,,
,Assessment for Autism,,99214,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99215,,15 Minutes,2.00,9.00,"$7,164.00",3582,796,5
,,,,,,,,,,,
,Assessment for Autism,,99215,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99221,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99222,,15 Minutes,1.00,1.00,$136.00,136,136,1
,,,,,,,,,,,
,Additional Codes-Physician Services,,99223,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99224,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99225,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99226,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99231,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99232,,15 Minutes,1.00,10.00,$709.00,709,71,10
,,,,,,,,,,,
,Additional Codes-Physician Services,,99233,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99324,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99324,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99325,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Assessment for Autism,,99325,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99326,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99326,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99327,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99327,U5,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99328,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99328,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99334,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99334,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99335,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99335,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99336,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99336,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99337,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99337,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99341,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99341,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99342,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99342,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99343,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99343,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99344,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99344,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99345,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99345,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99347,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99347,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99348,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99348,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99349,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99349,U5,30 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99350,,50 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment for Autism,,99350,U5,70 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Administration,,99506,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Management,,99605,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0080,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0090,,25 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0100,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Transportation,,A0100,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Transportation,,A0120,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0130,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0140,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0170,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Transportation,,A0425,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Transportation,,A0427,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,E1399,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training/Support EBP only,,G0177,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,G0409,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment ,,H0002,,Encounter,1.00,1.00,$148.00,148,148,1
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0003,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,0906,H0015,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Residential Services,,H0018,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0018,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0019,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,H0025,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H0030,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment ,,H0031,,Encounter,36.00,40.00,"$6,981.00",194,175,1
,,,,,,,,,,,
,Assessment for Autism,,H0031,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Treatment Planning,,H0032,,Encounter,68.00,109.00,"$27,767.00",408,255,2
,,,,,,,,,,,
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,H0034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H0036,,Encounter,28.00,"2,624.00","$245,236.00",8758,93,94
,,,,,,,,,,,
,Home Based Services,,H0036,ST,Encounter,2.00,35.00,"$3,303.00",1651,94,18
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0038,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,H0038,TF,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,NA,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Assertive Community Treatment (ACT),,H0039,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports in Independent living/own home,,H0043,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,H0045,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0046,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review,,H2000,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Comprehensive Medication Services - EBP only,,H2010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2011,,Encounter,51.00,609.00,"$53,206.00",1043,87,12
,,,,,,,,,,,
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (15 Minutes),,H2015,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TF,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TG,Per mile,2.00,137.00,"$25,666.00",12833,187,69
,,,,,,,,,,,
,Behavior Services,,H2019,,Per mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Applied Behavioral Intervention (ABI).,,H2019,U5,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2020,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound,,H2021,,Per one-way trip,4.00,152.00,"$16,724.00",4181,110,38
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,TT,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supported Employment Services,,H2023,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health Therapy,,H2027,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H2033,,Items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Encounter Session at least 45 min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Review ,,M0064,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0209,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0215,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,S0215,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Care Training to Home Care Client,,S5108,U5,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training - EBP,,S5110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HA,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HM,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5150,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5151,,Encounter,1.00,40.00,$66.00,66,2,40
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5161,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Environmental Modification ,,S5165,,Face to Face Contact,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,S5199,,Per Service,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9445,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9446,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9470,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,S9482,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Residential Room and Board,,S9976,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TE,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,T1001,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,T1002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TD,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TE,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Child Sitting Services,,T1009,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,T1012,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Psycho-Education - EBP,,T1015,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supports Coordination/Wrap Facilitation,,T1016,,Per Diem,5.00,25.00,"$2,987.00",597,119,5
,,,,,,,,,,,
,Targeted Case Management ,,T1017,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Nursing Home Mental Health Monitoring,,T1017,SE,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessments,,T1023,,15 Minutes,23.00,34.00,"$36,558.00",1589,1075,1
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T1027,,Days,2.00,93.00,"$8,361.00",4181,90,47
,,,,,,,,,,,
,Enhanced Medical Supplies or Pharmacy,,T1999,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2001,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2001,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Copper Country,,,,,,,,,,,
,Transportation,,T2003,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2003,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2004,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2004,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2005,,"Encounter Face-to-Face, generally less than 10 minutes",0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2005,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T2024,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Fiscal Intermediary Services,,T2025,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2028,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2029,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,T2034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2036,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2037,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Housing Assistance,,T2038,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2039,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Goods and Services ,,T5999,HK,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound Services,,T5999,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Pharmacy (Drugs and Other Biologicals),,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Other,,,,Month,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Aggregate for 'J' Codes,,ALL,,Service,0.00,0.00,$0.00,0,0,0
Detroit-Wayne,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,141.00,"3,157.00","$704,011.00",4993,223,22
,,,,,,,,,,,
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,0100,,PT65,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,735.00,"5,445.00","$2,805,229.00",3817,515,7
,,,,,,,,,,,
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Anesthesia,0370,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of treatments,3.00,3.00,$712.00,237,237,1
,,,,,,,,,,,
