Text4,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofDD-Cases,SumOfDD-Units,SumofDD-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Housing Assistance,,T2038,,Month   Service,14,42,"23,194.00",1657,552,3
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0,0,0,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,0,0
,Other,,,,,9,0,"8,259.00",918,0,0
,Aggregate for 'J' Codes,,ALL,,,5,0,"38,188.00",7638,0,0
Copper Country,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,2,277,"109,379.00",54689,395,139
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,"0100, 0101, 0114, 0124, 0134, 0154",,PT65,Days,0,0,0,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,0,0,0,0,0,0
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,3,45,"36,069.00",12023,802,15
,Inpatient Hospital Ancillary Services - Room and Board,144,,,Days,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Days,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,0,0
,ECT Anesthesia,370,,,,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,0,0
,ECT Recovery Room,710,,,,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,0,0
,Crisis Observation Care,762,,,Hour,0,0,0,0,0,0
,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,0,0
,Outpatient Partial Hospitalization,912,,,Days,0,0,0,0,0,0
,Outpatient Partial Hospitalization,913,,,Days,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,0,0
,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,0,0
,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,0,0
,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0,0,0,0
,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0,0,0,0
,Alcohol Breath Test for Methadone Clients Only,,82075,,Per Test,0,0,0,0,0,0
,Assessment-Psychiatric Assessment,,90801,,Encounter,6,6,"5,911.00",985,985,1
,Substance Abuse: Psychiatric Evaluation,,90801,,Encounter,0,0,0,0,0,0
,Assessment-Psychiatric Assessment,,90802,,Encounter,0,0,0,0,0,0
,Substance Abuse: Psychiatric Evaluation,,90802,,Encounter,0,0,0,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,10,86,"12,527.00",1253,146,9
Copper Country,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90804,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90805,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,10,55,"11,955.00",1195,217,6
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90806,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90807,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90808,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90809,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90810,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90811,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90812,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0,0,0,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),,90826,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0,0,0,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,3,5,"1,496.00",499,299,2
Copper Country,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter,0,0,0,0,0,0
,Therapy-Family Therapy,,90847,,Encounter,2,2,523,262,262,1
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,0,0
,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,0,0
,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter,0,0,0,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,3,40,"9,412.00",3137,235,13
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter,0,0,0,0,0,0
,Therapy-Group Therapy,,90857,,Encounter,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90857,,Encounter,0,0,0,0,0,0
,Medication Review ,,90862,,Encounter,26,113,"26,590.00",1023,235,4
,Substance Abuse: Medication Review,"0900, 0914, 0915, 0916, 0919",90862,,Encounter,0,0,0,0,0,0
,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,0,0
,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,0,0
,Assessments-Other,,90887,,Encounter,0,0,0,0,0,0
,Speech & Language Therapy ,,92506,,Encounter,0,0,0,0,0,0
,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,0,0
,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,0,0
,Evaluation of Auditory Rehabiliation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,0,0
,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,0,0
,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,0,0
,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,0,0,0,0,0,0
,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,0,0
,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,0,0
,Assessments-Other,,96105,,Encounter,0,0,0,0,0,0
,Assessments-Other,,96110,,Encounter,0,0,0,0,0,0
,Assessments-Other,,96111,,Encounter,0,0,0,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,0,0,0,0,0,0
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,0,0
,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,0,0
,Medication Administration,,96372,,Encounter,5,68,"10,296.00",2059,151,14
,Physical Therapy,,97001,,Encounter,0,0,0,0,0,0
,Physical Therapy,,97002,,Encounter,0,0,0,0,0,0
,Occupational Therapy,,97003/ 97004,,Encounter,8,8,"4,740.00",593,593,1
,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,0,0
Copper Country,,,,,,,,,,,
,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,1,23,"17,577.00",17577,764,23
,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,5,59,"17,905.00",3581,303,12
,Occupational or Physical Therapy,,97533,,15 Minutes,1,4,317,317,79,4
,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,5,61,"43,668.00",8734,716,12
,Occupational Therapy,,97703,,15 Minutes,0,0,0,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0,0,0,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0,0,0,0,0,0
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0,0,0,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,0,0
,Health Services,,97804,,30 Minutes,0,0,0,0,0,0
,Substance Abuse: Accupuncture,,97810,,Encounter,0,0,0,0,0,0
,Substance Abuse: Accupuncture,,97811,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0,0,0,0,0,0
,Substance Abuse: Physician Evaluation,,99203,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99204,,Encounter,0,0,0,0,0,0
,Substance Abuse: Physician Evaluation,,99204,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0,0,0,0,0,0
,Substance Abuse: Physician Evaluation,,99205,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services  Medication Administration,,99211,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99212,,Encounter,2,2,464,232,232,1
,Additional Codes-Physician Services,,99213,,Encounter,20,31,"15,939.00",797,514,2
,Additional Codes-Physician Services,,99214,,Encounter,36,43,"41,695.00",1158,970,1
,Additional Codes-Physician Services,,99215,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99253,,Encounter,0,0,0,0,0,0
Copper Country,,,,,,,,,,,
,Additional Codes-Physician Services,,99254,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0,0,0,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0,0,0,0,0,0
,Medication Administration,,99506,,Encounter,0,0,0,0,0,0
,Medicaition Administration (Children's Waiver),,99506,,Encounter,0,0,0,0,0,0
,Medication Management,,99605,,15 Minutes,0,0,0,0,0,0
,Transportation,,A0080,,Per mile,0,0,0,0,0,0
,Transportation,,A0090,,Per mile,0,0,0,0,0,0
,Transportation,,A0100,,Per one-way trip,0,0,0,0,0,0
,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,0,0
,Transportation,,A0110,,Per one-way trip,0,0,0,0,0,0
,Substance Abuse: Transportation,,A0110,,Per one-way trip,0,0,0,0,0,0
,Transportation,,A0120,,Per one-way trip,0,0,0,0,0,0
,Transportation,,A0130,,Per one-way trip,0,0,0,0,0,0
,Transportation,,A0140,,Per one-way trip,0,0,0,0,0,0
,Transportation,,A0170,,,0,0,0,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0,0,0,0,0,0
,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,0,0
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,0,0
,Assessment ,,H0002,,Encounter,1,1,259,259,259,1
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0,0,0,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,0,0
,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0,0,0,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0,0,0,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0,0,0,0,0,0
,Substance Abuse: Outpatient Care,906,H0015,,Days,0,0,0,0,0,0
,Crisis Residential Services,,H0018,,Days,0,0,0,0,0,0
,Substance Abuse: Residential,1002,H0018,,Days,0,0,0,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0,0,0,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,0,0
Copper Country,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,0,0
,Crisis Intervention,,H0030,,Per Service,0,0,0,0,0,0
,Assessment ,,H0031,,Encounter,55,55,"11,347.00",206,206,1
,Treatment Planning,,H0032,,Encounter,73,93,"18,000.00",247,194,1
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,0,0
,Health Services,,H0034,,15 Minutes,0,0,0,0,0,0
,Home Based Services,,H0036,,15 Minutes,4,533,"51,131.00",12783,96,133
,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,0,0,0
,Substance Abuse: Recovery Support Services,,H0038,,15 Minutes,0,0,0,0,0,0
,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,1,487,"22,378.00",22378,46,487
,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,0,0,0
,Respite,,H0045,,Days,7,81,"6,853.00",979,85,12
,Respite (Children's Waiver),,H0045,TD,Per Diem,0,0,0,0,0,0
,Respite (Children's Waiver),,H0045,TE,Per Diem,0,0,0,0,0,0
,Substance Abuse:Laboratory (cells now unlocked),,H0048,,Encounter,0,0,0,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0,0,0,0,0,0
,Substance Abuse: Outpatient Treatment,,H0050,,15 Minutes,0,0,0,0,0,0
,Behavior Treatment Plan Review,,H2000,,Encounter,16,40,"8,325.00",520,208,3
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,15,75,"1,418.00",95,19,5
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,8,46,"5,713.00",714,124,6
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,87,"159,213.00","840,645.00",9663,5,1830
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,97,"71,750.00","1,172,395.00",12087,16,740
,Community Living Supports (Daily),,H2016,,Per Diem,12,"3,224.00","92,045.00",7670,29,269
,Community Living Supports (Daily),,H2016,TF,Per Diem,9,"1,439.00","87,793.00",9755,61,160
,Community Living Supports (Daily),,H2016,TG,Per Diem,66,"21,690.00","4,320,431.00",65461,199,329
,Behavior Services,,H2019,,15 Minutes,0,0,0,0,0,0
,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,0,0
,Crisis Intervention,,H2020,,Days,0,0,0,0,0,0
,Wraparound,,H2021,,15 Minutes,0,0,0,0,0,0
,Wraparound,,H2022,,Days,0,0,0,0,0,0
,Supported Employment Services,,H2023,,15 minutes,24,589,"8,128.00",339,14,25
,Supported Employment Services,,H2023,TT,15 Minutes,5,488,"4,768.00",954,10,98
,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,0,0
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,15 Minutes,0,0,0,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,9,"11,304.00","38,434.00",4270,3,1256
,Home Based Services,,H2033,,15 Minutes,0,0,0,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Hour,0,0,0,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Per Diem,0,0,0,0,0,0
Copper Country,,,,,,,,,,,
,Medication Review ,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",15,29,"6,903.00",460,238,2
,Transportation,,S0209,,Per Mile,0,0,0,0,0,0
,Transportation,,S0215,,Per Mile,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,S0215,,Per Mile,0,0,0,0,0,0
,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,0,0
,Family Training,,S5111,,Encounter,0,0,0,0,0,0
,Family Training,,S5111,HA,Encounter,0,0,0,0,0,0
,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,0,0
,Chore Services,,S5120,,15 Minutes,0,0,0,0,0,0
,Foster Care,,S5140,,Days,0,0,0,0,0,0
,Foster Care,,S5145,,Days,0,0,0,0,0,0
,Respite,,S5150,,15 Minutes,28,"15,247.00","46,503.00",1661,3,545
,Respite,,S5151,,Per Diem,0,0,0,0,0,0
,Respite (Children's Waiver),,S5151,TT,Per diem,0,0,0,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,1,12,736,736,61,12
,Environmental Modification ,,S5165,,Service,0,0,0,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0,0,0,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,0,0
,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,0,0
,Private Duty Nursing,,S9123,,Hour,0,0,0,0,0,0
,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,0,0
,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,0,0
,Private Duty Nursing,,S9124,,Hour,0,0,0,0,0,0
,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,0,0
,Respite Care in the Home (RN) (Children's Waiver),,S9125,TD,Per Diem,0,0,0,0,0,0
,Respite Care in the Home (LPN) (Children's Waiver),,S9125,TE,Per Diem,0,0,0,0,0,0
,Health Services,,S9445,,Encounter,0,0,0,0,0,0
,Health Services,,S9446,,Encounter,0,0,0,0,0,0
,Health Services,,S9470,,Encounter,0,0,0,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,0,0
,Reidential Room and Board,,S9976,,Days,0,0,0,0,0,0
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0,0,0,0,0,0
,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,0,0
,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,0,0
,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,0,0
,Assessment,,T1001,,Encounter,52,60,"35,521.00",683,592,1
,Health Services,,T1002,,Up to 15 min,76,763,"228,984.00",3013,300,10
,Respite Care,,T1005,,15 Minutes,2,383,"4,316.00",2158,11,192
,Respite Care,,T1005,TD,15 Minutes,1,190,"1,087.00",1087,6,190
,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,0,0
,Respite Care (Children's Waiver),,T1005,TT,15 minutes,0,0,0,0,0,0
,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,0,0
,Substance Abuse: Recovery Support Services,"0900, 0906, 0914, 0915, 0916, 0919",T1012,,Encounter,0,0,0,0,0,0
Copper Country,,,,,,,,,,,
,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,0,0
,Supports Coordination,,T1016,,15 minutes,202,"4,168.00","561,096.00",2778,135,21
,Targeted Case Management ,,T1017,,15 minutes,9,289,"30,516.00",3391,106,32
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,0,0,0
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,67,"20,830.00","326,198.00",4869,16,311
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,7,"1,890.00","79,304.00",11329,42,270
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,2,393,"26,696.00",13348,68,197
,Assessments,,T1023,,Encounter,6,7,"9,232.00",1539,1319,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,58,595,"11,698.00",202,20,10
,Transportation,,T2001,,Encounter,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,T2001,,Encounter,0,0,0,0,0,0
,Transportation,,T2002,,Per Diem,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,T2002,,Per Diem,0,0,0,0,0,0
,Transportation,,T2003,,Encounter / Trip,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,T2003,,Encounter / Trip,0,0,0,0,0,0
,Transportation,,T2004,,Encounter,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,T2004,,Encounter,0,0,0,0,0,0
,Transportation,,T2005,,Encounter,0,0,0,0,0,0
,Substance Abuse Services: Transportation,,T2005,,Encounter,0,0,0,0,0,0
,Out of Home Prevocational Service,,T2015,,Hour,25,"25,021.00","510,428.00",20417,20,1001
,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,6,53,"6,080.00",1013,115,9
,Enhanced Medical Equipment-Supplies,,T2028,,Items,3,10,723,241,72,3
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0,0,0,0,0,0
,Crisis Intervention,,T2034,,Days,0,0,0,0,0,0
,Respite Care,,T2036,,Encounter / Trip. Per session. One night = one session,0,0,0,0,0,0
,Respite Care,,T2037,,Encounter / Trip  Per session. One day/partial day = one session,0,0,0,0,0,0
,Housing Assistance,,T2038,,Month   Service,0,0,0,0,0,0
