"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2013","4","SWMBH","Barry","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",5,TRUE
"2013","4","SWMBH","Barry","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",187,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",16,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",5,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",22,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",20,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",2,TRUE
"2013","4","SWMBH","Barry","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",126,TRUE
"2013","4","SWMBH","Barry","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2013","4","SWMBH","Barry","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",126,TRUE
"2013","4","SWMBH","Barry","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","4","SWMBH","Barry","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","4","SWMBH","Barry","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2013","4","SWMBH","Barry","Other","Start","total_in","Total number of people who telephoned or walked in",427,TRUE
"2013","4","SWMBH","Barry","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",12,TRUE
"2013","4","SWMBH","Barry","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",238,TRUE
"2013","4","SWMBH","Barry","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",380,TRUE
"2013","4","SWMBH","Barry","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",2,TRUE
"2013","4","SWMBH","Barry","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",378,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",127,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",2,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2013","4","SWMBH","Barry","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",170,TRUE
"2013","4","SWMBH","Barry","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",1,TRUE
"2013","4","SWMBH","Barry","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",169,TRUE
"2013","4","SWMBH","Barry","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","4","SWMBH","Barry","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","4","SWMBH","Barry","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","4","SWMBH","Barry","DD","Start","total_in","Total number of people who telephoned or walked in",46,TRUE
"2014","4","SWMBH","Barry","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2014","4","SWMBH","Barry","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",3,TRUE
"2014","4","SWMBH","Barry","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",44,TRUE
"2014","4","SWMBH","Barry","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",1,TRUE
"2014","4","SWMBH","Barry","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",44,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",2,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",1,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",1,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2014","4","SWMBH","Barry","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",42,TRUE
"2014","4","SWMBH","Barry","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2014","4","SWMBH","Barry","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",33,TRUE
"2014","4","SWMBH","Barry","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2014","4","SWMBH","Barry","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","4","SWMBH","Barry","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","4","SWMBH","Barry","MIA","Start","total_in","Total number of people who telephoned or walked in",599,TRUE
"2014","4","SWMBH","Barry","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",12,TRUE
"2014","4","SWMBH","Barry","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",286,TRUE
"2014","4","SWMBH","Barry","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",474,TRUE
"2014","4","SWMBH","Barry","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",18,TRUE
"2014","4","SWMBH","Barry","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",471,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",59,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",8,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",55,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",39,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",16,TRUE
"2014","4","SWMBH","Barry","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",431,TRUE
"2014","4","SWMBH","Barry","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",5,TRUE
"2014","4","SWMBH","Barry","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",395,TRUE
"2014","4","SWMBH","Barry","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2014","4","SWMBH","Barry","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","4","SWMBH","Barry","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","4","SWMBH","Barry","MIC","Start","total_in","Total number of people who telephoned or walked in",182,TRUE
"2014","4","SWMBH","Barry","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",3,TRUE
"2014","4","SWMBH","Barry","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",9,TRUE
"2014","4","SWMBH","Barry","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",148,TRUE
"2014","4","SWMBH","Barry","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",6,TRUE
"2014","4","SWMBH","Barry","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",148,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",12,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",3,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",18,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",12,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",6,TRUE
"2014","4","SWMBH","Barry","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",137,TRUE
"2014","4","SWMBH","Barry","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2014","4","SWMBH","Barry","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",128,TRUE
"2014","4","SWMBH","Barry","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2014","4","SWMBH","Barry","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","4","SWMBH","Barry","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","4","SWMBH","Barry","Other","Start","total_in","Total number of people who telephoned or walked in",466,TRUE
"2014","4","SWMBH","Barry","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",2,TRUE
"2014","4","SWMBH","Barry","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",366,TRUE
"2014","4","SWMBH","Barry","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",245,TRUE
"2014","4","SWMBH","Barry","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",15,TRUE
"2014","4","SWMBH","Barry","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",245,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",85,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",10,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",24,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",9,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",15,TRUE
"2014","4","SWMBH","Barry","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",180,TRUE
"2014","4","SWMBH","Barry","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2014","4","SWMBH","Barry","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",143,TRUE
"2014","4","SWMBH","Barry","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2014","4","SWMBH","Barry","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","4","SWMBH","Barry","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","4","SWMBH","Barry","DD","Start","total_in","Total number of people who telephoned or walked in",37,TRUE
"2015","4","SWMBH","Barry","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2015","4","SWMBH","Barry","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",34,TRUE
"2015","4","SWMBH","Barry","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",1,TRUE
"2015","4","SWMBH","Barry","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",33,TRUE
"2015","4","SWMBH","Barry","DD","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",1,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",1,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2015","4","SWMBH","Barry","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",31,TRUE
"2015","4","SWMBH","Barry","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",1,TRUE
"2015","4","SWMBH","Barry","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",30,TRUE
"2015","4","SWMBH","Barry","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2015","4","SWMBH","Barry","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2015","4","SWMBH","Barry","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","4","SWMBH","Barry","DD","Other","oth_place_ref","People receiving other placement or referral",0,TRUE
"2015","4","SWMBH","Barry","MIA","Start","total_in","Total number of people who telephoned or walked in",800,TRUE
"2015","4","SWMBH","Barry","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2015","4","SWMBH","Barry","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",740,TRUE
"2015","4","SWMBH","Barry","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",77,TRUE
"2015","4","SWMBH","Barry","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",715,TRUE
"2015","4","SWMBH","Barry","MIA","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",9,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",12,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",12,TRUE
"2015","4","SWMBH","Barry","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",600,TRUE
"2015","4","SWMBH","Barry","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",114,TRUE
"2015","4","SWMBH","Barry","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",518,TRUE
"2015","4","SWMBH","Barry","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2015","4","SWMBH","Barry","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2015","4","SWMBH","Barry","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","4","SWMBH","Barry","MIA","Other","oth_place_ref","People receiving other placement or referral",0,TRUE
"2015","4","SWMBH","Barry","MIC","Start","total_in","Total number of people who telephoned or walked in",219,TRUE
"2015","4","SWMBH","Barry","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2015","4","SWMBH","Barry","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",198,TRUE
"2015","4","SWMBH","Barry","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",24,TRUE
"2015","4","SWMBH","Barry","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",191,TRUE
"2015","4","SWMBH","Barry","MIC","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",10,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",11,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",11,TRUE
"2015","4","SWMBH","Barry","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",168,TRUE
"2015","4","SWMBH","Barry","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",22,TRUE
"2015","4","SWMBH","Barry","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",156,TRUE
"2015","4","SWMBH","Barry","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2015","4","SWMBH","Barry","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2015","4","SWMBH","Barry","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","4","SWMBH","Barry","MIC","Other","oth_place_ref","People receiving other placement or referral",0,TRUE
"2015","4","SWMBH","Barry","Other","Start","total_in","Total number of people who telephoned or walked in",467,TRUE
"2015","4","SWMBH","Barry","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2015","4","SWMBH","Barry","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",280,TRUE
"2015","4","SWMBH","Barry","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",153,TRUE
"2015","4","SWMBH","Barry","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",223,TRUE
"2015","4","SWMBH","Barry","Other","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",10,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",17,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",17,TRUE
"2015","4","SWMBH","Barry","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",51,TRUE
"2015","4","SWMBH","Barry","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",1,TRUE
"2015","4","SWMBH","Barry","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",40,TRUE
"2015","4","SWMBH","Barry","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2015","4","SWMBH","Barry","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2015","4","SWMBH","Barry","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","4","SWMBH","Barry","Other","Other","oth_place_ref","People receiving other placement or referral",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Start","total_in","Total number of people who telephoned or walked in",226,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",94,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",5,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",89,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",12,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",2,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",75,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",75,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2011","5","MSHN","Bay-Arenac","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Start","total_in","Total number of people who telephoned or walked in",1780,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",2,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1175,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",28,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1147,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",4,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",65,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1078,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",50,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",1028,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",70,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",25,TRUE
"2011","5","MSHN","Bay-Arenac","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",45,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Start","total_in","Total number of people who telephoned or walked in",520,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",375,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",7,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",368,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",3,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",26,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",339,TRUE
"2011","5","MSHN","Bay-Arenac","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",11,TRUE
