CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,$0.00 ,0,0,0
,ECT Recovery Room,710,,,,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,$0.00 ,0,0,0
,Crisis Observation Care,762,,,Hour,0,0,$0.00 ,0,0,0
,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,$0.00 ,0,0,0
,Outpatient Partial Hospitalization,912,,,Days,0,0,$0.00 ,0,0,0
,Outpatient Partial Hospitalization,913,,,Days,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,$0.00 ,0,0,0
,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,$0.00 ,0,0,0
,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,$0.00 ,0,0,0
,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,$0.00 ,0,0,0
,Alcohol Breath Test for Methadone Clients Only,,82075,,Per Test,0,0,$0.00 ,0,0,0
,Medication Administration,,90772,,Encounter,323,"5,146.00","$337,190.00 ",1044,66,16
,Assessment-Psychiatric Assessment,,90801,,Encounter,814,"1,027.00","$466,901.00 ",574,455,1
,Substance Abuse: Psychiatric Evaluation,,90801,,Encounter,0,0,$0.00 ,0,0,0
,Assessment-Psychiatric Assessment,,90802,,Encounter,17,17,"$7,124.00 ",419,419,1
,Substance Abuse: Psychiatric Evaluation,,90802,,Encounter,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,196,405,"$79,518.00 ",406,196,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90804,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,3,3,$350.00 ,117,117,1
Clinton Eaton Ingham,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90805,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,435,"2,340.00","$585,773.00 ",1347,250,5
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90806,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,4,14,"$2,762.00 ",691,197,4
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90807,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,30,53,"$17,068.00 ",569,322,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90808,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,1,2,"$2,975.00 ",2975,1488,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90809,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90810,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90811,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90812,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,3,4,$736.00 ,245,184,1
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,4,5,"$2,662.00 ",666,532,1
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),,90826,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0,0,$0.00 ,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,2,3,$982.00 ,491,327,2
,Therapy-Family Therapy,,90847,,Encounter,19,65,"$15,349.00 ",808,236,3
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,$0.00 ,0,0,0
,Therapy-Family Therapy,,90849,,Encounter,0,0,$0.00 ,0,0,0
,Therapy-Family Therapy,,90849,HS,Encounter,0,0,$0.00 ,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,39,524,"$66,506.00 ",1705,127,13
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90853,,Encounter,0,0,$0.00 ,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Therapy-Group Therapy,,90857,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90857,,Encounter,0,0,$0.00 ,0,0,0
,Medication Review ,,90862,,Encounter,"1,814.00","9,104.00","$1,420,475.00 ",783,156,5
,Substance Abuse: Medication Review,"0900, 0914, 0915, 0916, 0919",90862,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-ECT Physician,,90870,,Encounter,1,2,$11.00 ,11,6,2
,Assessments-Other,,90887,,Encounter,17,34,"$12,192.00 ",717,359,2
,Speech & Language Therapy ,,92506,,Encounter,0,0,$0.00 ,0,0,0
,Speech & Language Therapy ,,92507,,Encounter,0,0,$0.00 ,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0,0,$0.00 ,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0,0,$0.00 ,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0,0,$0.00 ,0,0,0
,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,$0.00 ,0,0,0
,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,0,0,$0.00 ,0,0,0
,Psychological Testing by Technician ,,96102,,Per Hour,0,0,$0.00 ,0,0,0
,Psychological Testing by Comp ,,96103,,Per Hour,0,0,$0.00 ,0,0,0
,Assessments-Other,,96105,,Encounter,0,0,$0.00 ,0,0,0
,Assessments-Other,,96110,,Encounter,0,0,$0.00 ,0,0,0
,Assessments-Other,,96111,,Encounter,0,0,$0.00 ,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,0,0,$0.00 ,0,0,0
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,$0.00 ,0,0,0
,Neuropsych test by Tech ,,96119,,Per Hour,0,0,$0.00 ,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,$0.00 ,0,0,0
,Physical Therapy,,97001,,Encounter,0,0,$0.00 ,0,0,0
,Physical Therapy,,97002,,Encounter,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97003,,Encounter,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97004,,Encounter,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,1,4,$189.00 ,189,47,4
,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0,0,$0.00 ,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0,0,$0.00 ,0,0,0
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0,0,$0.00 ,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0,0,$0.00 ,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0,0,$0.00 ,0,0,0
,Health Services,,97804,,30 Minutes,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0,0,$0.00 ,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Additional Codes-Physician Services,,99204,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99211,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99212,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99214,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99215,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99221,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99222,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99223,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99231,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99232,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99233,,,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99238,,30 Minutes or less,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99253,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99254,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0,0,$0.00 ,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0,0,$0.00 ,0,0,0
,Medication Administration,,99506,,Encounter,0,0,$0.00 ,0,0,0
,Transportation,,A0080,,Per mile,0,0,$0.00 ,0,0,0
,Transportation,,A0090,,Per mile,0,0,$0.00 ,0,0,0
,Transportation,,A0100,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0110,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0120,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0130,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0140,,Per one-way trip,0,0,$0.00 ,0,0,0
,Transportation,,A0160,,Per Mile,0,0,$0.00 ,0,0,0
,Transportation,,A0170,,,1,1,$49.00 ,49,49,1
,Additional Codes-Transportation,,A0425,,Per Mile,247,"11,583.00","$117,546.00 ",476,10,47
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,$0.00 ,0,0,0
,Additional codes - Transportation,,A0428,,,257,402,"$4,080.00 ",16,10,2
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0,0,$0.00 ,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter,9,9,"$2,006.00 ",223,223,1
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,$0.00 ,0,0,0
,Assessment ,,H0002,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0,0,$0.00 ,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",H0005,,Encounter,1,3,$120.00 ,120,40,3
,Substance Abuse: Case Management,,H0006,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H0015,,Days,0,0,$0.00 ,0,0,0
,Crisis Residential Services,,H0018,,Days,361,"4,566.00","$1,318,715.00 ",3653,289,13
,Substance Abuse: Residential,1002,H0018,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0,0,$0.00 ,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,$0.00 ,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,$0.00 ,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,6,36,"$10,089.00 ",1682,280,6
,Assessment ,,H0031,,Encounter,"1,508.00","1,769.00","$718,373.00 ",476,406,1
,Substance Abuse: Assessment,,H0031,,Encounter,0,0,$0.00 ,0,0,0
,Treatment Planning,,H0032,,Encounter,213,230,"$240,938.00 ",1131,1048,1
,Monitoring of Treatment - Physician,,H0032,TS,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,H0034,,15 Minutes,177,"2,397.00","$268,168.00 ",1515,112,14
,Home Based Services,,H0036,,15 Minutes,108,"6,631.00","$415,683.00 ",3849,63,61
,Community Psychiatric Supportive Treatment ,,H0037,,Per diem,0,0,$0.00 ,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,124,"3,102.00","$108,876.00 ",878,35,25
,Peer Directed and Operated Support Services,,NA,,,0,0,$0.00 ,0,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,84,"11,179.00","$699,548.00 ",8328,63,133
,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,$0.00 ,0,0,0
,Community Living Supports in Independent living/own home,,H0043,TT,Per diem,0,0,$0.00 ,0,0,0
,Respite,,H0045,,Per Diem,1,1,$237.00 ,237,237,1
,Respite (Children's Waiver),,H0045,TD,Per Diem,0,0,$0.00 ,0,0,0
,Respite (Children's Waiver),,H0045,TE,Per Diem,0,0,$0.00 ,0,0,0
,Substance Abuse:Laboratory,,H0048,,Encounter,0,0,$0.00 ,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0,0,$0.00 ,0,0,0
,Behavior Management Review,,H2000,,Encounter,0,0,$0.00 ,0,0,0
,Monitoring Activities,,H2000,TS,Encounter,0,0,$0.00 ,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,$0.00 ,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,"1,578.00","7,891.00","$808,730.00 ",513,102,5
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,39,"1,249.00","$7,337.00 ",188,6,32
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,TT,15 Minutes,0,0,$0.00 ,0,0,0
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,455,"82,808.00","$502,584.00 ",1105,6,182
,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,0,0,$0.00 ,0,0,0
,Community Living Supports (Daily),,H2016,,Per Diem,38,"11,317.00","$137,262.00 ",3612,12,298
,Community Living Supports (Daily),,H2016,TF,Per Diem,24,"7,378.00","$201,757.00 ",8407,27,307
,Community Living Supports (Daily),,H2016,TG,Per Diem,87,"23,534.00","$1,493,682.00 ",17169,63,271
,Behavior Services,,H2019,,15 Minutes,0,0,$0.00 ,0,0,0
,Wraparound,,H2021,,15 Minutes,1,36,"$2,637.00 ",2637,73,36
,Wraparound,,H2022,,Days,0,0,$0.00 ,0,0,0
,Supported Employment Services,,H2023,,15 minutes,138,"6,575.00","$444,980.00 ",3224,68,48
,Supported Employment Services,,H2023,TT,15 Minutes,0,0,$0.00 ,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0,0,$0.00 ,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,124,"79,497.00","$560,761.00 ",4522,7,641
,Substance Abuse: Outpatient Care,,H2035,,Hour,0,0,$0.00 ,0,0,0
,Substance Abuse: Outpatient Care,,H2036,,Days,0,0,$0.00 ,0,0,0
,Medication Review ,,M0064,,Encounter Face-to-Face,133,449,"$51,379.00 ",386,114,3
,Transportation,,S0209,,Per Mile,0,0,$0.00 ,0,0,0
,Transportation,,S0215,,Per Mile,1,3,$289.00 ,289,96,3
,Family Training,,S5110,,15 Minutes,10,218,"$7,388.00 ",739,34,22
,Family Training,,S5111,,Encounter,7,13,$399.00 ,57,31,2
,Foster Care,,S5140,,Days,27,"8,859.00","$221,020.00 ",8186,25,328
,Foster Care,,S5145,,Days,3,3,"$2,405.00 ",802,802,1
,Respite,,S5150,,15 Minutes,0,0,$0.00 ,0,0,0
,Respite,,S5151,,Per Diem,0,0,$0.00 ,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,$0.00 ,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0,0,$0.00 ,0,0,0
,Environmental Modification ,,S5165,,Service,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0,0,$0.00 ,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,S9123,TT,Hour,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,S9124,TT,Hour,0,0,$0.00 ,0,0,0
,Health Services,,S9445,,Encounter,336,"1,172.00","$116,015.00 ",345,99,3
,Health Services,,S9446,,Encounter,0,0,$0.00 ,0,0,0
,Health Services,,S9470,,Encounter,0,0,$0.00 ,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,404,544,"$374,031.00 ",926,688,1
,Reidential Room and Board,,S9976,,Days,361,"4,566.00","$157,141.00 ",435,34,13
,Private Duty Nursing,,T1000,,Up to 15 min,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,$0.00 ,0,0,0
,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,$0.00 ,0,0,0
,Assessment,,T1001,,Encounter,148,166,"$24,978.00 ",169,150,1
,Health Services,,T1002,,Up to 15 min,834,"2,769.00","$158,752.00 ",190,57,3
,Respite Care,,T1005,,15 Minutes,6,87,$505.00 ,84,6,15
,Respite Care,,T1005,TD,15 Minutes,0,0,$0.00 ,0,0,0
,Respite Care,,T1005,TE,15 Minutes,0,0,$0.00 ,0,0,0
,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,$0.00 ,0,0,0
,Family Psycho-Education,,T1015,,Encounter,10,15,"$1,737.00 ",174,116,2
,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,10,24,"$4,403.00 ",440,183,2
,Targeted Case Management ,,T1017,,15 minutes,"1,356.00","45,866.00","$3,767,193.00 ",2778,82,34
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,77,"2,765.00","$184,507.00 ",2396,67,36
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,136,"40,352.00","$179,258.00 ",1318,4,297
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,7,"1,455.00","$39,548.00 ",5650,27,208
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,4,434,"$28,024.00 ",7006,65,109
,Assessments,,T1023,,Encounter,34,35,"$20,370.00 ",599,582,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,0,0,$0.00 ,0,0,0
,Transportation,,T2001,,Encounter,2,5,"$6,055.00 ",3028,1211,3
,Transportation,,T2002,,Per Diem,0,0,$0.00 ,0,0,0
,Transportation,,T2003,,Encounter / Trip,0,0,$0.00 ,0,0,0
,Transportation,,T2004,,Encounter,0,0,$0.00 ,0,0,0
,Transportation,,T2005,,Encounter,0,0,$0.00 ,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0,0,$0.00 ,0,0,0
,Community Living Supports-Therapeutic Camping,,T2036,,Encounter / Trip,0,0,$0.00 ,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Community Living Supports-Therapeutic Camping,,T2037,,Encounter / Trip,0,0,$0.00 ,0,0,0
,Housing Assistance,,T2038,,Month,0,0,$0.00 ,0,0,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0,0,$0.00 ,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0,0,$0.00 ,0,0,0
,Other,,,,,0,0,$0.00 ,0,0,0
,Aggregate for 'J' Codes,,ALL,,,0,0,$0.00 ,0,0,0
CMH for Central Michigan,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,168,"3,663.00","$1,540,094.00 ",9167,420,22
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,"0100, 0101, 0114, 0124, 0134, 0154",,PT65,Days,0,0,$0.00 ,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,0,0,$0.00 ,0,0,0
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,205,"1,293.00","$846,047.00 ",4127,654,6
,Inpatient Hospital Ancillary Services - Room and Board,144,,,Days,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Days,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,$0.00 ,0,0,0
,ECT Anesthesia,370,,,,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,$0.00 ,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,$0.00 ,0,0,0
