CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,,,,,,,,,,,
,Occupational or Physical Therapy,,97112,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97113,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97116,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97124,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97140,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97530,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97532,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97533,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97535,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97537,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97542,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97750,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational Therapy,,97755,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,97760,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment or Health Services,,97802,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment or Health Services,,97803,,First Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,97804,,Each Additional 15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Acupuncture,,97810,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Acupuncture,,97811,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99201,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99202,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99203,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99203,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Barry,,,,,,,,,,,
,New Patient Evaluation and Management,,99204,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99204,,Per Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,New Patient Evaluation and Management,,99205,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: New Patient Evaluation and Management,,99205,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99211,,Per Hour,2.00,15.00,$352.00,176,23,8
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99212,,Encounter,199.00,337.00,"$111,820.00",562,332,2
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99213,,Encounter,187.00,334.00,"$107,916.00",577,323,2
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99214,,15 Minutes,2.00,5.00,$895.00,448,179,3
,,,,,,,,,,,
,Established Patient Evaluation and Management,,99215,,15 Minutes,11.00,14.00,"$5,985.00",544,427,1
,,,,,,,,,,,
,Additional Codes-Physician Services,,99221,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99222,,15 Minutes,1.00,1.00,$95.00,95,95,1
,,,,,,,,,,,
,Additional Codes-Physician Services,,99223,,Encounter,2.00,2.00,$190.00,95,95,1
,,,,,,,,,,,
,Additional Codes-Physician Services,,99224,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99225,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99226,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Physician Services,,99231,,15 Minutes,5.00,8.00,$700.00,140,87,2
,,,,,,,,,,,
,Additional Codes-Physician Services,,99232,,15 Minutes,5.00,16.00,"$1,520.00",304,95,3
,,,,,,,,,,,
,Additional Codes-Physician Services,,99233,,15 Minutes,2.00,17.00,"$1,615.00",808,95,9
,,,,,,,,,,,
,Assessment,,99324,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99325,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99326,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99327,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99328,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99334,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99335,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99336,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99337,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99341,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99342,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99343,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99344,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99345,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99347,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99348,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99349,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,99350,,50 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Administration,,99506,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Management,,99605,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0080,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0090,,25 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0100,,35 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Barry,,,,,,,,,,,
,Substance Abuse: Transportation,,A0100,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Transportation,,A0110,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0120,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0130,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0140,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,A0170,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-Transportation,,A0425,,Encounter,1.00,59.00,$835.00,835,14,59
,,,,,,,,,,,
,Additional Codes-Transportation,,A0427,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,E1399,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training/Support EBP only,,G0177,,Encounter,4.00,7.00,$751.00,188,107,2
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,G0409,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Individual Assessment,,H0001,,Encounter,18.00,18.00,"$6,695.00",372,372,1
,,,,,,,,,,,
,Assessment ,,H0002,,Encounter,19.00,19.00,"$5,008.00",264,264,1
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0003,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,0906,H0015,,Encounter,6.00,69.00,"$14,719.00",2453,213,12
,,,,,,,,,,,
,Crisis Residential Services,,H0018,,Encounter,1.00,2.00,$649.00,649,325,2
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0018,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Residential,1002,H0019,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0023,,Encounter,38.00,"1,257.00","$51,458.00",1354,41,33
,,,,,,,,,,,
,Prevention Services - Direct Model,,H0025,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H0030,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment ,,H0031,,Encounter,659.00,702.00,"$209,346.00",318,298,1
,,,,,,,,,,,
,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Treatment Planning,,H0032,,Encounter,349.00,350.00,"$98,789.00",283,282,1
,,,,,,,,,,,
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,H0034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H0036,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H0036,ST,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0038,,Encounter,23.00,558.00,"$12,078.00",525,22,24
,,,,,,,,,,,
Barry,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,H0038,TF,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,NA,,Encounter,0.00,0.00,"$55,500.00",0,0,0
,,,,,,,,,,,
,Assertive Community Treatment (ACT),,H0039,,Encounter,1.00,27.00,"$1,128.00",1128,42,27
,,,,,,,,,,,
,Community Living Supports in Independent living/own home,,H0043,,Encounter,1.00,323.00,"$42,159.00",42159,131,323
,,,,,,,,,,,
,Respite,,H0045,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Peer Directed and Operated Support Services,,H0046,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Laboratory,,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review,,H2000,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,10.00,43.00,"$6,037.00",604,140,4
,,,,,,,,,,,
,Comprehensive Medication Services - EBP only,,H2010,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2011,,Encounter,87.00,202.00,"$33,871.00",389,168,2
,,,,,,,,,,,
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,Encounter,1.00,"5,750.00","$11,900.00",11900,2,5750
,,,,,,,,,,,
,Community Living Supports (15 Minutes),,H2015,,Encounter,15.00,"3,368.00","$58,326.00",3888,17,225
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,,Encounter,1.00,365.00,"$11,064.00",11064,30,365
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TF,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Community Living Supports (Daily),,H2016,TG,Per mile,9.00,"2,896.00","$374,945.00",41661,129,322
,,,,,,,,,,,
,Behavior Services,,H2019,,Per mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,H2020,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound,,H2021,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound (SED Waiver),,H2022,TT,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supported Employment Services,,H2023,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Mental Health Therapy,,H2027,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Home Based Services,,H2033,,Items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Encounter Session at least 45 min,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Medication Review ,,M0064,,Encounter,29.00,36.00,"$2,869.00",99,80,1
,,,,,,,,,,,
,Transportation,,S0209,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,S0215,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,S0215,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training - EBP,,S5110,,Encounter,1.00,8.00,$80.00,80,10,8
,,,,,,,,,,,
,Family Training,,S5111,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HA,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Training,,S5111,HM,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Barry,,,,,,,,,,,
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5150,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite,,S5151,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Emergency Response System (PERS),,S5161,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Environmental Modification ,,S5165,,Face to Face Contact,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,S5199,,Per Service,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Health Services,,S9445,,15 Minutes,111.00,194.00,"$33,635.00",303,173,2
,,,,,,,,,,,
,Health Services,,S9446,,15 minutes,4.00,106.00,"$6,971.00",1743,66,27
,,,,,,,,,,,
,Health Services,,S9470,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model,,S9482,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,15 Minutes,3.00,4.00,$891.00,297,223,1
,,,,,,,,,,,
,Residential Room and Board,,S9976,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Private Duty Nursing,,T1000,TE,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Assessment,,T1001,,Encounter,2.00,2.00,$250.00,125,125,1
,,,,,,,,,,,
,Health Services,,T1002,,15 Minutes,98.00,111.00,"$4,563.00",47,41,1
,,,,,,,,,,,
,Respite Care,,T1005,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TD,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T1005,TE,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Child Sitting Services,,T1009,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse: Recovery Support Services,,T1012,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Family Psycho-Education - EBP,,T1015,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Supports Coordination/Wrap Facilitation,,T1016,,Per Diem,27.00,563.00,"$157,487.00",5833,280,21
,,,,,,,,,,,
,Targeted Case Management ,,T1017,,Per Diem,35.00,684.00,"$192,692.00",5505,282,20
,,,,,,,,,,,
,Nursing Home Mental Health Monitoring,,T1017,SE,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,15 Minutes,4.00,"1,241.00","$68,901.00",17225,56,310
,,,,,,,,,,,
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,6.00,"2,020.00","$168,450.00",28075,83,337
,,,,,,,,,,,
,Assessments,,T1023,,15 Minutes,44.00,51.00,"$26,047.00",592,511,1
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T1027,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Supplies or Pharmacy,,T1999,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2001,,15 minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2001,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2002,,15 Minutes,6.00,380.00,"$9,652.00",1609,25,63
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2002,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Barry,,,,,,,,,,,
,Transportation,,T2003,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2003,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2004,,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2004,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Transportation,,T2005,,"Encounter Face-to-Face, generally less than 10 minutes",0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Substance Abuse Services: Transportation,,T2005,,Per Mile,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Prevention Services - Direct Model ,,T2024,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Fiscal Intermediary Services,,T2025,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2028,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2029,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Intervention,,T2034,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2036,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Respite Care,,T2037,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Housing Assistance,,T2038,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2039,,15 Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Goods and Services ,,T5999,HK,Per Diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Wraparound Services,,T5999,,Per diem,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Pharmacy (Drugs and Other Biologicals),,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Other,,,,Month,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Aggregate for 'J' Codes,,ALL,,Service,0.00,0.00,$0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,5.00,968.00,"$533,368.00",106674,551,194
,,,,,,,,,,,
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,0100,,PT65,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,10.00,124.00,"$87,870.00",8787,709,12
,,,,,,,,,,,
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,327.00,"2,480.00","$1,308,981.00",4003,528,8
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Amount,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of items,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Anesthesia,0370,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of treatments,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,ECT Recovery Room,0710,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of units,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - EEG,0740,,,,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Crisis Observation Care,0762,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Facility Charge,0901,,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,Hour,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0912,,,Encounter,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Outpatient Partial Hospitalization,0913,,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Days,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,,00104,,# of tests,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Additional Codes-ECT Anesthesia,0901,00104,,# of visits,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80100,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
,Drug Screen for Methadone Clients Only,,80101,,Minutes,0.00,0.00,$0.00,0,0,0
,,,,,,,,,,,
Bay-Arenac,,,,,,,,,,,
