CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Unique Consumers
Berrien,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,557
Berrien,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,557
Berrien,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,0,557
Berrien,Home Based Services,,H2033,,15 Minutes,0,0,0,315244.06,557
Berrien,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,557
Berrien,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,557
Berrien,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,557
Berrien,Transportation,,S0209,,Per Mile,0,0,0,0,557
Berrien,Transportation,,S0215,,Per Mile,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,557
Berrien,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,26,7946,451432.85,524312.35,557
Berrien,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,557
Berrien,Family Training,,S5111,,Encounter,32,859,169351.88,180330.14,557
Berrien,Family Training,,S5111,HA,Encounter,0,0,0,0,557
Berrien,Family Training,,S5111,HM,Encounter,0,0,0,0,557
Berrien,BHT/ABA Family Training,,S5111,U5,Encounter,17,105,23591.32,32711.43,557
Berrien,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,557
Berrien,Foster Care,,S5140,,Day,0,0,0,0,557
Berrien,Foster Care,,S5145,,Day,0,0,0,0,557
Berrien,Respite,,S5150,,15 Minutes,0,0,0,0,557
Berrien,Respite,,S5151,,Per Diem,0,0,0,0,557
Berrien,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,557
Berrien,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,557
Berrien,Environmental Modification ,,S5165,,Service,0,0,0,0,557
Berrien,Enhanced Medical Equipment-Supplies,,S5199,,Item,27,96,11955.76,13331.12,557
Berrien,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,557
Berrien,Private Duty Nursing,582,S9123,,Hour,0,0,0,0,557
Berrien,Private Duty Nursing,,S9123,,Hour,3,3093,102179.17,102179.17,557
Berrien,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,557
Berrien,Private Duty Nursing,582,S9124,,Hour,0,0,0,0,557
Berrien,Private Duty Nursing,,S9124,,Hour,3,8516,239165.09,239165.09,557
Berrien,Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,557
Berrien,Health Services,,S9445,,Encounter,0,0,0,0,557
Berrien,Health Services,,S9446,,Encounter,0,0,0,0,557
Berrien,Health Services,,S9470,,Encounter,63,354,79065.82,85096.27,557
Berrien,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,557
Berrien,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,557
Berrien,Residential Room and Board,,S9976,,Day,0,0,0,0,557
Berrien,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,557
Berrien,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,557
Berrien,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,557
Berrien,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,557
Berrien,Assessment,,T1001,,Encounter,3,3,930.83,930.83,557
Berrien,Health Services,,T1002,,Up to 15 min,62,949,97271.12,99218.62,557
Berrien,Respite Care,,T1005,,15 Minutes,30,35130,114625.32,135901.94,557
Berrien,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,557
Berrien,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,557
Berrien,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,5,1330,4538.34,6449.22,557
Berrien,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,557
Berrien,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,557
Berrien,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,557
Berrien,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,557
Berrien,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,457,17252,2725958.78,3530872.19,557
Berrien,Targeted Case Management ,,T1017,,15 minutes,19,735,65973.19,1192281.91,557
Berrien,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,3231.34,557
Berrien,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,90,29304,2818499.9,4696452.11,557
Berrien,Assessments,,T1023,,Encounter,22,47,17760.18,351015.97,557
Berrien,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,557
Berrien,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,11,177,9745.39,9745.39,557
Berrien,Transportation,,T2001,,Encounter,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,557
Berrien,Transportation,,T2002,,Per Diem,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,557
Berrien,Transportation,,T2003,,Encounter / Trip,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,557
Berrien,Transportation,,T2004,,Encounter,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,557
Berrien,Transportation,,T2005,,Encounter,0,0,0,0,557
Berrien,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,557
Berrien,Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,557
Berrien,Targeted Case Management (Children's Waiver),,T2023,,Month,0,0,0,0,557
Berrien,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,557
Berrien,Fiscal Intermediary Services,,T2025,,Month,36,451,61749,79131.75,557
Berrien,Enhanced Medical Equipment-Supplies,,T2028,,Item,10,23,8587.85,18285.42,557
Berrien,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,557
Berrien,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,557
Berrien,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,557
Berrien,Housing Assistance,,T2038,,Service,0,0,0,0,557
Berrien,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,557
Berrien,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,557
Berrien,Wraparound Services,,T5999,,Per Item,0,0,0,0,557
Berrien,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,557
Berrien,Other,,,,,0,0,0,0,557
Berrien,Aggregate for 'J' Codes,,ALL,,,0,0,0,80,557
Clinton Eaton Ingham,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,613989,1846
Clinton Eaton Ingham,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,31716,1846
Clinton Eaton Ingham,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1846
Clinton Eaton Ingham,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1846
Clinton Eaton Ingham,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,2378615,1846
Clinton Eaton Ingham,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,0,0,0,91173,1846
Clinton Eaton Ingham,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,51519,1846
Clinton Eaton Ingham,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1846
Clinton Eaton Ingham,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,554419,1846
Clinton Eaton Ingham,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,1269367,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,ECT Anesthesia,370,,,,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1846
Clinton Eaton Ingham,ECT Recovery Room,710,,,,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Crisis Observation Care,762,,,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,1846
Clinton Eaton Ingham,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1846
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,13136,1846
Clinton Eaton Ingham,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1846
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1846
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,1846
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,1846
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,1846
Clinton Eaton Ingham,Interactive Complexity - Add On Code,,90785,,,2,2,242,3440,1846
Clinton Eaton Ingham,Assessment for Autism,,90785,U5,,0,0,0,0,1846
Clinton Eaton Ingham,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,"90791
",,Encounter,4,4,1085,3527,1846
Clinton Eaton Ingham,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,90792,,Encounter,28,28,13341,221662,1846
Clinton Eaton Ingham,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90832,,30 Minutes,5,7,887,221592,1846
Clinton Eaton Ingham,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,90833,,30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,90833,U5,30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90834,,45 Minutes,24,380,32683,358417,1846
Clinton Eaton Ingham,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,90836,,45 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,90836,U5,45 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90837,,60 Minutes,7,33,5253,874237,1846
Clinton Eaton Ingham,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,90838,,60 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,90838,U5,60 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,2343,1846
Clinton Eaton Ingham,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Therapy-Family Therapy,,90846,,Encounter,0,0,0,167655,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Therapy-Family Therapy,,90847,,Encounter,1,2,425,346870,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Therapy-Group Therapy,,90853,,Encounter,3,8,1857,196413,1846
Clinton Eaton Ingham,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,4412,1846
Clinton Eaton Ingham,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessments-Other,,90887,,Encounter,6,7,1910,2172,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92507,,Encounter,122,1013,223791,223791,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92522,,Encounter,1,1,165,165,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92523,,Encounter,109,115,29795,29795,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92526,,Encounter,77,346,78003,78003,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Speech & Language Therapy ,,92610,,Encounter,76,82,19105,19105,1846
Clinton Eaton Ingham,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,1846
Clinton Eaton Ingham,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,97,146,65507,65507,1846
Clinton Eaton Ingham,Assessment for Autism,,96101,U5,Hour,43,105,49255,49255,1846
Clinton Eaton Ingham,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,96102,U5,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Assessments-Other,,96105,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessments-Other,,96110,,Encounter,50,50,30349,30349,1846
Clinton Eaton Ingham,Assessments-Other,,96111,,Encounter,34,39,16252,16252,1846
Clinton Eaton Ingham,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,96118,U5,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Assessment for Autism,,96119,U5,Hour,0,0,0,0,1846
Clinton Eaton Ingham,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,1846
Clinton Eaton Ingham,Assessments-Other,,96127,,,0,0,0,0,1846
Clinton Eaton Ingham,Medication Administration,,96372,,Encounter,7,53,3719,261137,1846
Clinton Eaton Ingham,Physical Therapy,,97001,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Physical Therapy,,97002,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Occupational Therapy,,97003,,Encounter,92,92,29165,29165,1846
Clinton Eaton Ingham,Occupational Therapy,,97004,,Encounter,115,118,27624,27624,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97110,,15 Minutes,48,295,18059,18059,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97112,,15 Minutes,12,74,2672,2672,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97116,,15 Minutes,4,73,5300,5300,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97124,,15 Minutes,3,213,5662,5662,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97530,,15 Minutes,158,2334,112866,112866,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97533,,15 Minutes,7,28,1318,1411,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97535,,15 Minutes,39,222,9137,9137,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97537,,15 Minutes,1,15,560,560,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97542,,15 Minutes,21,72,5367,5367,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97750,,15 Minutes,2,10,416,416,1846
Clinton Eaton Ingham,Occupational Therapy,,97755,,15 Minutes,32,124,9271,9271,1846
Clinton Eaton Ingham,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,1,3,130,130,1846
Clinton Eaton Ingham,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,9,39,1315,1315,1846
Clinton Eaton Ingham,Assessment or Health Services,,97802,,15 Minutes,166,374,27176,29672,1846
Clinton Eaton Ingham,Assessment or Health Services,,97803,,15 Minutes,174,763,51417,59491,1846
Clinton Eaton Ingham,Health Services,,97804,,30 Minutes,7,16,376,376,1846
Clinton Eaton Ingham,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,835,1846
Clinton Eaton Ingham,Assessment for Autism,,99201,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,New Patient Evaluation and Management,,99202,,Encounter,2,2,202,7601,1846
Clinton Eaton Ingham,Assessment for Autism,,99202,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,1596,1846
Clinton Eaton Ingham,Assessment for Autism,,99203,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,New Patient Evaluation and Management,,99204,,Encounter,1,1,162,3184,1846
Clinton Eaton Ingham,Assessment for Autism,,99204,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,7034,1846
Clinton Eaton Ingham,Assessment for Autism,,99205,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,3705,1846
Clinton Eaton Ingham,Assessment for Autism,,99211,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Established Patient Evaluation and Management,,99212,,Encounter,149,210,15705,31633,1846
Clinton Eaton Ingham,Assessment for Autism,,99212,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Established Patient Evaluation and Management,,99213,,Encounter,348,756,137265,766092,1846
Clinton Eaton Ingham,Assessment for Autism,,99213,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Established Patient Evaluation and Management,,99214,,Encounter,211,416,68574,402547,1846
Clinton Eaton Ingham,Assessment for Autism,,99214,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Established Patient Evaluation and Management,,99215,,Encounter,5,5,1924,53515,1846
Clinton Eaton Ingham,Assessment for Autism,,99215,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,410,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,293,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,701,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,1078,1846
Clinton Eaton Ingham,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,440,1846
Clinton Eaton Ingham,Physician Consultations,,99241,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99242,,30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99243,,40 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99244,,60 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99245,,80 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99251,,20 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99252,,40 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99253,,55 Minutes,0,0,0,235,1846
Clinton Eaton Ingham,Physician Consultations,,99254,,80 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Physician Consultations,,99255,,110 Minutes,0,0,0,127,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,1846
Clinton Eaton Ingham,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99324,,Encounter,0,0,0,935,1846
Clinton Eaton Ingham,Assessment for Autism,,99324,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99325,,Encounter,0,0,0,1497,1846
Clinton Eaton Ingham,Assessment for Autism,,99325,U5,Encounter,0,0,0,0,1846
Clinton Eaton Ingham,Assessment,,99326,,Encounter,0,0,0,2715,1846
