CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfMIC-Cost
Gogebic,Assessment for Autism,,96119,U5,Hour,0,0,0,0
Gogebic,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0,0
Gogebic,Assessments-Other,,96127,,,0,0,0,0
Gogebic,Medication Administration,,96372,,Encounter,0,0,0,0
Gogebic,Physical Therapy,,97001,,Encounter,0,0,0,0
Gogebic,Physical Therapy,,97002,,Encounter,0,0,0,0
Gogebic,Occupational Therapy,,97003,,Encounter,0,0,0,0
Gogebic,Occupational Therapy,,97004,,Encounter,1,1,81,81.29
Gogebic,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97113,,15 Minutes,1,14,676,675.64
Gogebic,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Gogebic,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Gogebic,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Gogebic,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0
Gogebic,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0
Gogebic,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0
Gogebic,Health Services,,97804,,30 Minutes,0,0,0,0
Gogebic,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0
Gogebic,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99201,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Gogebic,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99202,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Gogebic,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99203,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Gogebic,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99204,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Gogebic,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99205,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Gogebic,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99211,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Gogebic,Established Patient Evaluation and Management,,99212,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99212,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Gogebic,Established Patient Evaluation and Management,,99213,,Encounter,6,9,3933,3933
Gogebic,Assessment for Autism,,99213,U5,Encounter,0,0,0,0
Gogebic,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Gogebic,Established Patient Evaluation and Management,,99214,,Encounter,14,41,15592,15591.89
Gogebic,Assessment for Autism,,99214,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Gogebic,Established Patient Evaluation and Management,,99215,,Encounter,13,43,26847,26847.05
Gogebic,Assessment for Autism,,99215,U5,Encounter,0,0,0,0
Gogebic,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0
Gogebic,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Gogebic,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Gogebic,Assessment,,99324,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99324,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99325,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99325,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99326,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99326,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99327,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99327,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99328,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99328,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99334,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99334,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99335,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99335,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99336,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99336,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99337,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99337,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99341,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99341,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99342,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99342,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99343,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99343,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99344,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99344,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99345,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99345,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99347,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99347,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99348,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99348,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99349,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99349,U5,Encounter,0,0,0,0
Gogebic,Assessment,,99350,,Encounter,0,0,0,0
Gogebic,Assessment for Autism,,99350,U5,Encounter,0,0,0,0
Gogebic,Medication Administration,,99506,,Encounter,0,0,0,0
Gogebic,Medication Management,,99605,,15 Minutes,0,0,0,0
Gogebic,Transportation,,A0080,,Per mile,0,0,0,0
Gogebic,Transportation,,A0090,,Per mile,0,0,0,0
Gogebic,Transportation,,A0100,,Per one-way trip,0,0,0,0
Gogebic,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0
Gogebic,Transportation,,A0110,,Per one-way trip,0,0,0,0
Gogebic,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Gogebic,Transportation,,A0120,,Per one-way trip,0,0,0,0
Gogebic,Transportation,,A0130,,Per one-way trip,0,0,0,0
Gogebic,Transportation,,A0140,,Per one-way trip,0,0,0,0
Gogebic,Transportation,,A0170,,,0,0,0,0
Gogebic,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Gogebic,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Gogebic,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0
Gogebic,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0
Gogebic,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Gogebic,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0
Gogebic,Assessment,,H0002,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Gogebic,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
Gogebic,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0
Gogebic,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0
Gogebic,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0
Gogebic,Crisis Residential Services,,H0018,,Day,0,0,0,0
Gogebic,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0
Gogebic,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0
Gogebic,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0
Gogebic,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0
Gogebic,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0
Gogebic,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0
Gogebic,Crisis Intervention,,H0030,,Per Service,0,0,0,0
Gogebic,Assessment,,H0031,,Encounter,11,12,7261,7260.96
Gogebic,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0
Gogebic,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0
Gogebic,Treatment Planning,,H0032,,Encounter,14,19,5847,5846.87
Gogebic,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,1,1,229,229.38
Gogebic,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Gogebic,Health Services,,H0034,,15 Minutes,0,0,0,0
Gogebic,Home Based Services,,H0036,,15 Minutes,18,1619,147831,147830.89
Gogebic,Home Based Services,,H0036,ST,15 Minutes,0,0,0,0
Gogebic,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,0
Gogebic,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0
Gogebic,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Gogebic,Peer Directed and Operated Support Services,,NA,,,0,0,0,0
Gogebic,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0,0
Gogebic,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,0
Gogebic,Respite,,H0045,,Day,0,0,0,0
Gogebic,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Gogebic,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,0
Gogebic,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0
Gogebic,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Gogebic,Crisis Intervention,,H2011,,15 Minutes,17,90,2412,2412
Gogebic,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Gogebic,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0,0
Gogebic,Community Living Supports (15 Minutes),,H2015,,15 Minutes,3,58,942,941.92
Gogebic,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0,0
Gogebic,Community Living Supports (Daily),,H2016,TF,Per Diem,0,0,0,0
Gogebic,Community Living Supports (Daily),,H2016,TG,Per Diem,0,0,0,0
Gogebic,Behavior Services,,H2019,,15 Minutes,0,0,0,0
Gogebic,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0
Gogebic,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0,0,0,0
Gogebic,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0,0,0,0
Gogebic,Crisis Intervention,,H2020,,Day,0,0,0,0
Gogebic,Wraparound,,H2021,,15 Minutes,0,0,0,0
Gogebic,Wraparound (SED Waiver),,H2022,,Day,0,0,0,0
Gogebic,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0
Gogebic,Supported Employment Services,,H2023,,15 minutes,0,0,0,0
Gogebic,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Gogebic,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Gogebic,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,0,0,0,0
Gogebic,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Gogebic,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Gogebic,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Gogebic,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0,0
Gogebic,Transportation,,S0209,,Per Mile,0,0,0,0
Gogebic,Transportation,,S0215,,Per Mile,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0
Gogebic,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,0,0,0,0
Gogebic,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Gogebic,Family Training,,S5111,,Encounter,0,0,0,0
Gogebic,Family Training,,S5111,HA,Encounter,0,0,0,0
Gogebic,Family Training,,S5111,HM,Encounter,0,0,0,0
Gogebic,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0
Gogebic,Foster Care,,S5140,,Day,0,0,0,0
Gogebic,Foster Care,,S5145,,Day,0,0,0,0
Gogebic,Respite,,S5150,,15 Minutes,0,0,0,0
Gogebic,Respite,,S5151,,Per Diem,0,0,0,0
Gogebic,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0
Gogebic,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0
Gogebic,Environmental Modification,,S5165,,Service,0,0,0,0
Gogebic,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0
Gogebic,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0
Gogebic,Health Services,,S9445,,Encounter,0,0,0,0
Gogebic,Health Services,,S9446,,Encounter,0,0,0,0
Gogebic,Health Services,,S9470,,Encounter,0,0,0,0
Gogebic,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0
Gogebic,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0
Gogebic,Residential Room and Board,,S9976,,Day,0,0,0,0
Gogebic,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0
Gogebic,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0
Gogebic,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0
Gogebic,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0
Gogebic,Assessment,,T1001,,Encounter,1,1,378,377.62
Gogebic,Health Services,,T1002,,Up to 15 min,0,0,0,0
Gogebic,Respite Care,,T1005,,15 Minutes,0,0,0,0
Gogebic,Respite Care,,T1005,TD,15 Minutes,0,0,0,0
Gogebic,Respite Care,,T1005,TE,15 Minutes,0,0,0,0
Gogebic,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,0
Gogebic,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0
Gogebic,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0
Gogebic,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0
Gogebic,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0
Gogebic,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,3,63,4405,4404.96
Gogebic,Targeted Case Management,,T1017,,15 minutes,16,391,27777,27776.64
Gogebic,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,0
Gogebic,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,0,0,0,0
Gogebic,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,0,0,0,0
Gogebic,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,0,0,0,0
Gogebic,Assessments,,T1023,,Encounter,3,3,1049,1048.56
Gogebic,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0,0
Gogebic,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,1,3,121,120.51
Gogebic,Transportation,,T2001,,Encounter,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0
Gogebic,Transportation,,T2002,,Per Diem,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0
Gogebic,Transportation,,T2003,,Encounter / Trip,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0
Gogebic,Transportation,,T2004,,Encounter,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0
Gogebic,Transportation,,T2005,,Encounter,0,0,0,0
Gogebic,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0
Gogebic,Prevention Services - Direct Model,,T2024,,,0,0,0,0
Gogebic,Fiscal Intermediary Services,,T2025,,Month,0,0,0,0
Gogebic,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0
Gogebic,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0
Gogebic,Crisis Intervention,,T2034,,Day,0,0,0,0
Gogebic,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0
Gogebic,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0
Gogebic,Housing Assistance,,T2038,,Service,0,0,0,0
Gogebic,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0
Gogebic,Goods and Services,,T5999,HK,Per Item,0,0,0,0
Gogebic,Wraparound Services,,T5999,,Per Item,0,0,0,0
Gogebic,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Gogebic,Other,,,,,0,0,0,0
Gogebic,Aggregate for 'J' Codes,,ALL,,,0,0,0,0
Gratiot,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,1,28,8064,8064
Gratiot,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0,0
Gratiot,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,5,33,24140,24140
Gratiot,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,28,196,137592,137592
Gratiot,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0
Gratiot,ECT Anesthesia,370,,,,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0
Gratiot,ECT Recovery Room,710,,,,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0
Gratiot,Crisis Observation Care,762,,,Hour,0,0,0,0
Gratiot,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0
Gratiot,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0
Gratiot,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0
Gratiot,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Gratiot,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0
Gratiot,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0,0
Gratiot,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0
Gratiot,Interactive Complexity - Add On Code,,90785,,,23,182,5080,5080
Gratiot,Assessment for Autism,,90785,U5,,0,0,0,0
Gratiot,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0
Gratiot,Assessment,,90791,,Encounter,1,1,285,284.93
Gratiot,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Gratiot,Assessment,,90792,,Encounter,17,17,4840,4840.3
Gratiot,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Gratiot,Mental Health: Outpatient Care,,90832,,30 Minutes,23,47,8756,8755.8
Gratiot,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Gratiot,Assessment,,90833,,30 Minutes,0,0,0,0
Gratiot,Assessment for Autism,,90833,U5,30 Minutes,0,0,0,0
Gratiot,Mental Health: Outpatient Care,,90834,,45 Minutes,86,753,92562,92561.78
Gratiot,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Gratiot,Assessment,,90836,,45 Minutes,0,0,0,0
Gratiot,Assessment for Autism,,90836,U5,45 Minutes,0,0,0,0
Gratiot,Mental Health: Outpatient Care,,90837,,60 Minutes,34,165,52193,52193
Gratiot,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Gratiot,Assessment,,90838,,60 Minutes,0,0,0,0
Gratiot,Assessment for Autism,,90838,U5,60 Minutes,0,0,0,0
Gratiot,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,4,9,1197,1197.18
Gratiot,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
Gratiot,Therapy-Family Therapy,,90846,,Encounter,23,44,7788,7787.77
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Gratiot,Therapy-Family Therapy,,90847,,Encounter,55,262,32048,32047.94
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0
Gratiot,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0
Gratiot,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Gratiot,Therapy-Group Therapy,,90853,,Encounter,4,35,1287,1286.8
Gratiot,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
Gratiot,Pharmacological Management (SED Waiver),,90863,,,0,0,0,0
Gratiot,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0
Gratiot,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0
Gratiot,Assessments-Other,,90887,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92507,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92508,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92521,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92522,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92523,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92524,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92526,,Encounter,0,0,0,0
Gratiot,Speech & Language Therapy,,92610,,Encounter,0,0,0,0
Gratiot,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,0,0,0,0
Gratiot,Assessment for Autism,,96101,U5,Hour,15,64,14852,14852
Gratiot,Psychological Testing by Technician,,96102,,Per Hour,0,0,0,0
