CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost
Copper Country,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Copper Country,Assessments-Other,,96105,,Encounter,0,0,0.00
Copper Country,Assessments-Other,,96110,,Encounter,0,0,0.00
Copper Country,Assessments-Other,,96111,,Encounter,0,0,0.00
Copper Country,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0.00
Copper Country,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Copper Country,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Copper Country,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Copper Country,Assessments-Other,,96127,,,0,0,0.00
Copper Country,Medication Administration,,96372,,Encounter,34,402,83792.88
Copper Country,Physical Therapy,,97001,,Encounter,0,0,0.00
Copper Country,Physical Therapy,,97002,,Encounter,0,0,0.00
Copper Country,Occupational Therapy,,97003,,Encounter,0,0,0.00
Copper Country,Occupational Therapy,,97004,,Encounter,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Copper Country,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Copper Country,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Copper Country,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Copper Country,Assessment or Health Services,,97802,,15 Minutes,0,0,0.00
Copper Country,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
Copper Country,Health Services,,97804,,30 Minutes,0,0,0.00
Copper Country,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Copper Country,New Patient Evaluation and Management,,99201,,Encounter,3,3,3124.47
Copper Country,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Copper Country,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Copper Country,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Copper Country,New Patient Evaluation and Management,,99203,,Encounter,3,3,1654.32
Copper Country,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Copper Country,New Patient Evaluation and Management,,99204,,Encounter,0,0,0.00
Copper Country,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Copper Country,New Patient Evaluation and Management,,99205,,Encounter,0,0,0.00
Copper Country,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Copper Country,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Copper Country,Established Patient Evaluation and Management,,99212,,Encounter,3,3,1234.17
Copper Country,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Copper Country,Established Patient Evaluation and Management,,99213,,Encounter,284,1055,401364.20
Copper Country,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Copper Country,Established Patient Evaluation and Management,,99214,,Encounter,97,192,91896.96
Copper Country,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Copper Country,Established Patient Evaluation and Management,,99215,,Encounter,17,22,13554.86
Copper Country,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,100.63
Copper Country,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Copper Country,Additional Codes-Physician Services,,99231,,15 Minutes,1,5,193.05
Copper Country,Additional Codes-Physician Services,,99232,,25 minutes,1,1,71.08
Copper Country,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Copper Country,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Copper Country,Assessment,,99324,,Encounter,0,0,0.00
Copper Country,Assessment,,99325,,Encounter,0,0,0.00
Copper Country,Assessment,,99326,,Encounter,0,0,0.00
Copper Country,Assessment,,99327,,Encounter,0,0,0.00
Copper Country,Assessment,,99328,,Encounter,0,0,0.00
Copper Country,Assessment,,99334,,Encounter,0,0,0.00
Copper Country,Assessment,,99335,,Encounter,0,0,0.00
Copper Country,Assessment,,99336,,Encounter,0,0,0.00
Copper Country,Assessment,,99337,,Encounter,0,0,0.00
Copper Country,Assessment,,99341,,Encounter,0,0,0.00
Copper Country,Assessment,,99342,,Encounter,0,0,0.00
Copper Country,Assessment,,99343,,Encounter,0,0,0.00
Copper Country,Assessment,,99344,,Encounter,0,0,0.00
Copper Country,Assessment,,99345,,Encounter,0,0,0.00
Copper Country,Assessment,,99347,,Encounter,1,4,1083.16
Copper Country,Assessment,,99348,,Encounter,0,0,0.00
Copper Country,Assessment,,99349,,Encounter,0,0,0.00
Copper Country,Assessment,,99350,,Encounter,0,0,0.00
Copper Country,Medication Administration,,99506,,Encounter,0,0,0.00
Copper Country,Medication Management,,99605,,15 Minutes,0,0,0.00
Copper Country,Transportation,,A0080,,Per mile,0,0,0.00
Copper Country,Transportation,,A0090,,Per mile,0,0,0.00
Copper Country,Transportation,,A0100,,Per one-way trip,0,0,0.00
Copper Country,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Copper Country,Transportation,,A0110,,Per one-way trip,0,0,0.00
Copper Country,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Copper Country,Transportation,,A0120,,Per one-way trip,0,0,0.00
Copper Country,Transportation,,A0130,,Per one-way trip,0,0,0.00
Copper Country,Transportation,,A0140,,Per one-way trip,0,0,0.00
Copper Country,Transportation,,A0170,,,0,0,0.00
Copper Country,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Copper Country,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Copper Country,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0.00
Copper Country,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,6,47,15929.24
Copper Country,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Copper Country,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Copper Country,Assessment,,H0002,,Encounter,14,14,2456.86
Copper Country,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Copper Country,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Copper Country,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Copper Country,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Copper Country,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Copper Country,Crisis Residential Services,,H0018,,Day,1,6,2700.00
Copper Country,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
Copper Country,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Copper Country,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Copper Country,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
Copper Country,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Copper Country,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
Copper Country,Crisis Intervention,,H0030,,Per Service,0,0,0.00
Copper Country,Assessment,,H0031,,Encounter,93,100,38044.00
Copper Country,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0.00
Copper Country,Treatment Planning,,H0032,,Encounter,110,178,43513.88
Copper Country,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,12,349,88740.23
Copper Country,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Copper Country,Health Services,,H0034,,15 Minutes,0,0,0.00
Copper Country,Home Based Services,,H0036,,15 Minutes,4,147,13401.99
Copper Country,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Copper Country,Peer Directed and Operated Support Services,,H0038,,15 minutes,19,3299,36453.95
Copper Country,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Copper Country,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Copper Country,Peer Directed and Operated Support Services,,NA,,,0,0,55897.87
Copper Country,Assertive Community Treatment (ACT),,H0039,,15 Minutes,33,9389,580334.09
Copper Country,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0.00
Copper Country,Respite,,H0045,,Day,0,0,0.00
Copper Country,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Copper Country,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0.00
Copper Country,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,2,2,391.18
Copper Country,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Copper Country,Crisis Intervention,,H2011,,15 Minutes,185,1433,101986.61
Copper Country,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
Copper Country,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,27,17551,74416.24
Copper Country,Community Living Supports (15 Minutes),,H2015,,15 Minutes,71,8114,127389.80
Copper Country,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0.00
Copper Country,Community Living Supports (Daily),,H2016,TF,Per Diem,2,43,1574.23
Copper Country,Community Living Supports (Daily),,H2016,TG,Per Diem,42,5570,939993.20
Copper Country,Behavior Services,,H2019,,15 Minutes,0,0,0.00
Copper Country,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
Copper Country,Crisis Intervention,,H2020,,Day,0,0,0.00
Copper Country,Wraparound,,H2021,,15 Minutes,0,0,0.00
Copper Country,Wraparound (SED Waiver),,H2022,,Day,0,0,0.00
Copper Country,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0.00
Copper Country,Supported Employment Services,,H2023,,15 minutes,34,8656,56783.36
Copper Country,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Copper Country,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Copper Country,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,29,31134,143527.74
Copper Country,Home Based Services,,H2033,,15 Minutes,0,0,0.00
Copper Country,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Copper Country,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Copper Country,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",0,0,0.00
Copper Country,Transportation,,S0209,,Per Mile,0,0,0.00
Copper Country,Transportation,,S0215,,Per Mile,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Copper Country,Family Training - EBP,,S5110,,15 Minutes,0,0,0.00
Copper Country,Family Training,,S5111,,Encounter,0,0,0.00
Copper Country,Family Training,,S5111,HA,Encounter,0,0,0.00
Copper Country,Family Training,,S5111,HM,Encounter,0,0,0.00
Copper Country,Foster Care,,S5140,,Day,0,0,0.00
Copper Country,Foster Care,,S5145,,Day,0,0,0.00
Copper Country,Respite,,S5150,,15 Minutes,0,0,0.00
Copper Country,Respite,,S5151,,Per Diem,0,0,0.00
Copper Country,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0.00
Copper Country,Personal Emergency Response System (PERS),,S5161,,Month,1,7,212.94
Copper Country,Environmental Modification,,S5165,,Service,0,0,0.00
Copper Country,Enhanced Medical Equipment-Supplies,,S5199,,Item,1,5,91.25
Copper Country,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0.00
Copper Country,Health Services,,S9445,,Encounter,0,0,0.00
Copper Country,Health Services,,S9446,,Encounter,0,0,0.00
Copper Country,Health Services,,S9470,,Encounter,0,0,0.00
Copper Country,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
Copper Country,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0.00
Copper Country,Residential Room and Board,,S9976,,Day,0,0,0.00
Copper Country,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Copper Country,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Copper Country,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0.00
Copper Country,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0.00
Copper Country,Assessment,,T1001,,Encounter,6,6,4315.80
Copper Country,Health Services,,T1002,,Up to 15 min,35,171,60361.29
Copper Country,Respite Care,,T1005,,15 Minutes,0,0,0.00
Copper Country,Respite Care,,T1005,TD,15 Minutes,0,0,0.00
Copper Country,Respite Care,,T1005,TE,15 Minutes,0,0,0.00
Copper Country,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0.00
Copper Country,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
Copper Country,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
Copper Country,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
Copper Country,Family Psycho-Education - EBP,,T1015,,Encounter,2,3,296.55
Copper Country,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,159,988,119103.40
Copper Country,Targeted Case Management,,T1017,,15 minutes,82,1275,167688.00
Copper Country,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,1,4,235.36
Copper Country,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,43,5373,90320.13
Copper Country,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,1,61,2270.42
Copper Country,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,0,0,0.00
Copper Country,Assessments,,T1023,,Encounter,138,177,169934.16
Copper Country,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0.00
Copper Country,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,9,68,1241.00
Copper Country,Transportation,,T2001,,Encounter,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0.00
Copper Country,Transportation,,T2002,,Per Diem,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0.00
Copper Country,Transportation,,T2003,,Encounter / Trip,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0.00
Copper Country,Transportation,,T2004,,Encounter,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0.00
Copper Country,Transportation,,T2005,,Encounter,0,0,0.00
Copper Country,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0.00
Copper Country,Prevention Services - Direct Model,,T2024,,,0,0,0.00
Copper Country,Fiscal Intermediary Services,,T2025,,Month,0,0,0.00
Copper Country,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0.00
Copper Country,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0.00
Copper Country,Crisis Intervention,,T2034,,Day,0,0,0.00
Copper Country,Respite Care,,T2036,,Per session. One night = one session,0,0,0.00
Copper Country,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0.00
Copper Country,Housing Assistance,,T2038,,Service,0,0,0.00
Copper Country,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0.00
Copper Country,Goods and Services,,T5999,HK,Per Item,0,0,0.00
Copper Country,Wraparound Services,,T5999,,Per Item,0,0,0.00
Copper Country,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0.00
Copper Country,Other,,,,,0,0,0.00
Copper Country,Aggregate for 'J' Codes,,ALL,,,30,0,169236.63
Detroit-Wayne,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,219,46419,25128459.00
Detroit-Wayne,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0.00
Detroit-Wayne,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,3230,34868,18733639.66
Detroit-Wayne,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,1919,14922,7556642.75
Detroit-Wayne,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
Detroit-Wayne,ECT Anesthesia,370,,,,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,263,369,52816.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0.00
Detroit-Wayne,ECT Recovery Room,710,,,,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0.00
Detroit-Wayne,Crisis Observation Care,762,,,Hour,0,0,0.00
Detroit-Wayne,Additional Codes-ECT Facility Charge,901,,,Encounter,1,1,500.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0.00
Detroit-Wayne,Outpatient Partial Hospitalization,912,,,Day,158,1590,284532.43
Detroit-Wayne,Outpatient Partial Hospitalization,913,,,Day,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0.00
Detroit-Wayne,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0.00
Detroit-Wayne,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0.00
Detroit-Wayne,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80100,,Per Screen,447,543,18721.94
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80303,,per date of service,0,0,0.00
Detroit-Wayne,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0.00
Detroit-Wayne,Interactive Complexity - Add On Code,,90785,,,2,2,2.00
Detroit-Wayne,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0.00
Detroit-Wayne,Assessment,,90791,,Encounter,7345,8865,2158856.41
Detroit-Wayne,Assessment,,90792,,Encounter,14529,19276,4307285.24
Detroit-Wayne,Mental Health: Outpatient Care,,90832,,30 Minutes,13371,42670,2914578.61
Detroit-Wayne,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0.00
Detroit-Wayne,Assessment,,90833,,30 Minutes,8,8,817.31
Detroit-Wayne,Mental Health: Outpatient Care,,90834,,45 Minutes,6985,19133,2446849.23
Detroit-Wayne,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0.00
Detroit-Wayne,Assessment,,90836,,45 Minutes,3,3,510.00
Detroit-Wayne,Mental Health: Outpatient Care,,90837,,60 Minutes,6927,26536,4263567.73
Detroit-Wayne,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0.00
Detroit-Wayne,Assessment,,90838,,60 Minutes,0,0,0.00
Detroit-Wayne,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,93,130,13290.55
Detroit-Wayne,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,13,17,941.71
Detroit-Wayne,Therapy-Family Therapy,,90846,,Encounter,51,303,36392.40
Detroit-Wayne,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0.00
Detroit-Wayne,Therapy-Family Therapy,,90847,,Encounter,121,256,37593.21
Detroit-Wayne,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0.00
Detroit-Wayne,Therapy-Family Therapy,,90849,,Encounter,0,0,0.00
Detroit-Wayne,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0.00
Detroit-Wayne,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0.00
Detroit-Wayne,Therapy-Group Therapy,,90853,,Encounter,2931,28803,1434848.39
Detroit-Wayne,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0.00
Detroit-Wayne,Additional Codes-ECT Physician,,90870,,Encounter,1,2,1219.00
Detroit-Wayne,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0.00
Detroit-Wayne,Assessments-Other,,90887,,Encounter,567,1088,41153.33
Detroit-Wayne,Speech & Language Therapy,,92507,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92508,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92521,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92522,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92523,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92524,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92526,,Encounter,0,0,0.00
Detroit-Wayne,Speech & Language Therapy,,92610,,Encounter,1,1,120.00
Detroit-Wayne,Psychological Testing PSYCH/PHYS,,96101,,Per Hour,162,267,109046.77
Detroit-Wayne,Psychological Testing by Technician,,96102,,Per Hour,4,6,407.15
Detroit-Wayne,Psychological Testing by Comp,,96103,,Per Hour,0,0,0.00
Detroit-Wayne,Assessments-Other,,96105,,Encounter,1,1,130.00
Detroit-Wayne,Assessments-Other,,96110,,Encounter,103,130,24171.44
Detroit-Wayne,Assessments-Other,,96111,,Encounter,40,40,194.21
Detroit-Wayne,Neurobehavioral Status Exam,,96116,,Per Hour,1,1,120.00
Detroit-Wayne,Neuropsych test by Psych/Phys,,96118,,Per Hour,0,0,0.00
Detroit-Wayne,Neuropsych test by Tech,,96119,,Per Hour,0,0,0.00
Detroit-Wayne,Neuropsych test Admin w/Comp,,96120,,Per Hour,0,0,0.00
Detroit-Wayne,Assessments-Other,,96127,,,0,0,0.00
Detroit-Wayne,Medication Administration,,96372,,Encounter,2710,54149,1480424.77
Detroit-Wayne,Physical Therapy,,97001,,Encounter,0,0,0.00
Detroit-Wayne,Physical Therapy,,97002,,Encounter,0,0,0.00
Detroit-Wayne,Occupational Therapy,,97003,,Encounter,16,17,7829.01
Detroit-Wayne,Occupational Therapy,,97004,,Encounter,2,2,300.00
Detroit-Wayne,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97150,,Encounter,4,16,292.90
Detroit-Wayne,Occupational or Physical Therapy,,97530,,15 Minutes,123,3599,135933.88
Detroit-Wayne,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Detroit-Wayne,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0.00
