CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0.00,0.00,0.00,0,0,0
,ECT Recovery Room,710,,,,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0.00,0.00,0.00,0,0,0
,Crisis Observation Care,762,,,Hour,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Facility Charge,901,,,Encounter,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0.00,0.00,0.00,0,0,0
,Outpatient Partial Hospitalization,912,,,Days,0.00,0.00,0.00,0,0,0
,Outpatient Partial Hospitalization,913,,,Days,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0.00,0.00,0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Anesthesia,,104,,Minutes,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Anesthesia,901,104,,Minutes,0.00,0.00,0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0.00,0.00,0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0.00,0.00,0.00,0,0,0
,Alcohol Breath Test for Methadone Clients Only,,82075,,Per Test,0.00,0.00,0.00,0,0,0
,Assessment-Psychiatric Assessment,,90801,,Encounter,"1,223.00","1,328.00","235,287.00",192,177,1
,Substance Abuse: Psychiatric Evaluation,,90801,,Encounter,0.00,0.00,0.00,0,0,0
,Assessment-Psychiatric Assessment,,90802,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Psychiatric Evaluation,,90802,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,560.00,997.00,"49,115.00",88,49,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90804,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90805,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,"1,854.00","17,840.00","1,359,481.00",733,76,10
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90806,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90807,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,161.00,319.00,"46,946.00",292,147,2
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90808,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90809,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90810,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90811,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90812,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,10.00,15.00,208.00,21,14,2
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,9.00,16.00,388.00,43,24,2
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),,90826,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,2.00,2.00,156.00,78,78,1
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90847,,Encounter,15.00,23.00,"1,626.00",108,71,2
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Family Therapy,,90849,,Encounter,0.00,0.00,0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,Therapy-Family Therapy,,90849,HS,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,154.00,"1,796.00","85,123.00",553,47,12
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,,Encounter,0.00,0.00,0.00,0,0,0
,Therapy-Group Therapy,,90857,,Encounter,7.00,26.00,789.00,113,30,4
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90857,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Review ,,90862,,Encounter,"2,702.00","14,157.00","803,953.00",298,57,5
,Substance Abuse: Medication Review,"0900, 0914, 0915, 0916, 0919",90862,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Physician,,90870,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-ECT Physician,901,90870,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,90887,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92506,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92507,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0.00,0.00,0.00,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0.00,0.00,0.00,0,0,0
,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,14.00,67.00,"11,027.00",788,165,5
,Psychological Testing by Technician ,,96102,,Per Hour,0.00,0.00,0.00,0,0,0
,Psychological Testing by Comp ,,96103,,Per Hour,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96105,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96110,,Encounter,0.00,0.00,0.00,0,0,0
,Assessments-Other,,96111,,Encounter,0.00,0.00,0.00,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,Per Hour,0.00,0.00,0.00,0,0,0
,Neuropsych test by Psych/Phys ,,96118,,Per Hour,1.00,7.00,"2,026.00",2026,289,7
,Neuropsych test by Tech ,,96119,,Per Hour,0.00,0.00,0.00,0,0,0
,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0.00,0.00,0.00,0,0,0
,Medication Administration,,96372,,Encounter,131.00,"1,165.00","38,564.00",294,33,9
,Physical Therapy,,97001,,Encounter,5.00,5.00,"1,416.00",283,283,1
,Physical Therapy,,97002,,Encounter,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97003/ 97004,,Encounter,2.00,2.00,428.00,214,214,1
,Occupational or Physical Therapy,,97110,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97116,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97537,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0.00,0.00,0.00,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0.00,0.00,0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,C/O for Orthotic/Prosth Use ,,97762,,15 minutes,0.00,0.00,0.00,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,14.00,87.00,"2,228.00",159,26,6
,Assessment or Health Services,,97803,,15 Minutes,29.00,330.00,"6,977.00",241,21,11
,Health Services,,97804,,30 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Accupuncture,,97810,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Accupuncture,,97811,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99203,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99204,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99204,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Physician Evaluation,,99205,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services  Medication Administration,,99211,,Encounter,106.00,123.00,"1,397.00",13,11,1
,Additional Codes-Physician Services,,99212,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99214,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99215,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99221,,30 Minutes,15.00,15.00,"1,000.00",67,67,1
,Additional Codes-Physician Services,,99222,,50 Minutes,259.00,309.00,"45,745.00",177,148,1
,Additional Codes-Physician Services,,99223,,70 Minutes,22.00,23.00,"2,368.00",108,103,1
,Additional Codes-Physician Services,,99231,,15 Minutes,282.00,"1,381.00","56,831.00",202,41,5
,Additional Codes-Physician Services,,99232,,25 minutes,106.00,463.00,"18,749.00",177,40,4
,Additional Codes-Physician Services,,99233,,35 Minutes,24.00,41.00,"2,815.00",117,69,2
,Additional Codes-Physician Services,,99241,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,2.00,2.00,99.00,50,50,1
,Additional Codes-Physician Services,,99252,,Encounter,10.00,11.00,699.00,70,64,1
,Additional Codes-Physician Services,,99253,,Encounter,3.00,3.00,381.00,127,127,1
,Additional Codes-Physician Services,,99254,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Administration,,99506,,Encounter,0.00,0.00,0.00,0,0,0
,Medicaition Administration (Children's Waiver),,99506,,Encounter,0.00,0.00,0.00,0,0,0
,Medication Management,,99605,,15 Minutes,0.00,0.00,0.00,0,0,0
,Transportation,,A0080,,Per mile,5.00,"2,050.00","1,113.00",223,1,410
,Transportation,,A0090,,Per mile,0.00,0.00,0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Substance Abuse: Transportation,,A0100,,Per one-way trip,0.00,0.00,0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,Transportation,,A0110,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Substance Abuse: Transportation,,A0110,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0120,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0130,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0140,,Per one-way trip,0.00,0.00,0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0.00,0.00,0.00,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0.00,0.00,0.00,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,7.00,50.00,"8,252.00",1179,165,7
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0.00,0.00,0.00,0,0,0
,Assessment ,,H0002,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0002,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse:Laboratory,,H0003,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,906,H0015,,Days,0.00,0.00,0.00,0,0,0
,Crisis Residential Services,,H0018,,Days,84.00,371.00,"120,435.00",1434,325,4
,Substance Abuse: Residential,1002,H0018,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,0.00,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,H0030,,Per Service,0.00,0.00,0.00,0,0,0
,Assessment ,,H0031,,Encounter,774.00,790.00,"105,991.00",137,134,1
,Treatment Planning,,H0032,,Encounter,"1,260.00","1,336.00","139,807.00",111,105,1
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,6.00,16.00,"1,505.00",251,94,3
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,H0034,,15 Minutes,0.00,0.00,0.00,0,0,0
,Home Based Services,,H0036,,15 Minutes,76.00,"8,864.00","522,809.00",6879,59,117
,Home Based Services,,H0036,ST,15 Minutes,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,168.00,"21,241.00","179,689.00",1070,8,126
,Substance Abuse: Recovery Support Services,,H0038,,15 Minutes,0.00,0.00,0.00,0,0,0
,Peer Directed and Operated Support Services,,NA,,,144.00,0.00,"88,654.00",616,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,104.00,"13,009.00","1,541,186.00",14819,118,125
,Community Living Supports in Independent living/own home,,H0043,,Per diem,15.00,"3,899.00","546,608.00",36441,140,260
,Respite,,H0045,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse:Laboratory (cells now unlocked),,H0048,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0049,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Treatment,,H0050,,15 Minutes,0.00,0.00,0.00,0,0,0
,Behavior Treatment Plan Review,,H2000,,Encounter,1.00,1.00,218.00,218,218,1
Bay-Arenac,,,,,,,,,,,
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,7.00,74.00,"6,541.00",934,88,11
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,263.00,683.00,"38,668.00",147,57,3
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,102.00,"198,279.00","488,405.00",4788,2,1944
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,83.00,"51,490.00","429,476.00",5174,8,620
,Community Living Supports (Daily),,H2016,,Per Diem,8.00,"1,604.00","50,459.00",6307,31,201
,Community Living Supports (Daily),,H2016,TF,Per Diem,16.00,"2,765.00","188,627.00",11789,68,173
,Community Living Supports (Daily),,H2016,TG,Per Diem,38.00,"9,764.00","1,061,981.00",27947,109,257
,Behavior Services,,H2019,,15 Minutes,0.00,0.00,0.00,0,0,0
,Behavior Services,,H2019,TT,15 Minutes,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,H2020,,Days,0.00,0.00,0.00,0,0,0
,Wraparound,,H2021,,15 Minutes,0.00,0.00,0.00,0,0,0
,Wraparound,,H2022,,Days,0.00,0.00,0.00,0,0,0
,Supported Employment Services,,H2023,,15 minutes,12.00,"10,985.00","60,110.00",5009,5,915
,Supported Employment Services,,H2023,TT,15 Minutes,0.00,0.00,0.00,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,15 Minutes,0.00,0.00,0.00,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,163.00,"111,720.00","277,139.00",1700,2,685
,Home Based Services,,H2033,,15 Minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Hour,0.00,0.00,0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Per Diem,0.00,0.00,0.00,0,0,0
,Medication Review ,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",3.00,3.00,182.00,61,61,1
,Transportation,,S0209,,Per Mile,0.00,0.00,0.00,0,0,0
,Transportation,,S0215,,Per Mile,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,S0215,,Per Mile,0.00,0.00,0.00,0,0,0
,Family Training - EBP,,S5110,,15 Minutes,1.00,2.00,31.00,31,15,2
,Family Training,,S5111,,Encounter,2.00,3.00,695.00,347,232,2
,Family Training,,S5111,HA,Encounter,0.00,0.00,0.00,0,0,0
,Foster Care,,S5140,,Days,0.00,0.00,0.00,0,0,0
,Foster Care,,S5145,,Days,0.00,0.00,0.00,0,0,0
,Respite,,S5150,,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite,,S5151,,Per Diem,0.00,0.00,0.00,0,0,0
,Respite (Children's Waiver),,S5151,TT,Per diem,0.00,0.00,0.00,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,0.00,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0.00,0.00,0.00,0,0,0
,Environmental Modification ,,S5165,,Service,0.00,0.00,0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0.00,0.00,0.00,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,S9445,,Encounter,1.00,4.00,0.00,0,0,4
,Health Services,,S9446,,Encounter,0.00,0.00,0.00,0,0,0
,Health Services,,S9470,,Encounter,27.00,120.00,"6,331.00",234,53,4
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,85.00,415.00,"85,967.00",1011,207,5
,Reidential Room and Board,,S9976,,Days,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,0.00,0,0,0
,Assessment,,T1001,,Encounter,144.00,148.00,"18,043.00",125,122,1
,Health Services,,T1002,,Up to 15 min,61.00,"3,915.00","86,843.00",1424,22,64
Bay-Arenac,,,,,,,,,,,
,Respite Care,,T1005,,15 Minutes,41.00,"39,060.00","75,616.00",1844,2,953
,Respite Care,,T1005,TD,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite Care,,T1005,TE,15 Minutes,0.00,0.00,0.00,0,0,0
,Respite Care (Children's Waiver),,T1005,TT,15 minutes,0.00,0.00,0.00,0,0,0
,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse: Recovery Support Services,"0900, 0906, 0914, 0915, 0916, 0919",T1012,,Encounter,0.00,0.00,0.00,0,0,0
,Family Psycho-Education - EBP,,T1015,,Encounter,10.00,18.00,"2,410.00",241,134,2
,Supports Coordination,,T1016,,15 minutes,64.00,706.00,"75,531.00",1180,107,11
,Targeted Case Management ,,T1017,,15 minutes,"1,210.00","32,745.00","2,428,417.00",2007,74,27
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,66.00,"2,255.00","185,166.00",2806,82,34
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,37.00,"9,788.00","118,616.00",3206,12,265
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,15.00,"3,809.00","221,048.00",14737,58,254
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,6.00,648.00,"53,099.00",8850,82,108
,Assessments,,T1023,,Encounter,731.00,"1,054.00","539,049.00",737,511,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,4.00,13.00,202.00,50,16,3
,Transportation,,T2001,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2001,,Encounter,0.00,0.00,0.00,0,0,0
,Transportation,,T2002,,Per Diem,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2002,,Per Diem,0.00,0.00,0.00,0,0,0
,Transportation,,T2003,,Encounter / Trip,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2003,,Encounter / Trip,0.00,0.00,0.00,0,0,0
,Transportation,,T2004,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2004,,Encounter,0.00,0.00,0.00,0,0,0
,Transportation,,T2005,,Encounter,0.00,0.00,0.00,0,0,0
,Substance Abuse Services: Transportation,,T2005,,Encounter,0.00,0.00,0.00,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,1.00,12.00,"1,358.00",1358,113,12
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0.00,0.00,0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0.00,0.00,0.00,0,0,0
,Crisis Intervention,,T2034,,Days,0.00,0.00,0.00,0,0,0
,Respite Care,,T2036,,Encounter / Trip. Per session. One night = one session,0.00,0.00,0.00,0,0,0
,Respite Care,,T2037,,Encounter / Trip  Per session. One day/partial day = one session,0.00,0.00,0.00,0,0,0
,Housing Assistance,,T2038,,Month   Service,149.00,38.00,"191,245.00",1284,5033,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0.00,0.00,0.00,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,747.00,0.00,"189,131.00",253,0,0
,Other,,,,,0.00,0.00,0.00,0,0,0
,Aggregate for 'J' Codes,,ALL,,,19.00,0.00,303.00,16,0,0
Berrien,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,12.00,813.00,"295,119.00",24593,363,68
