CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIA-Cases,FirstofMIA-Units,SumofMIA-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Additional Codes-Physician Services,,99222,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99223,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99231,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99232,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99233,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99238,,30 Minutes or less,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,3.00,3.00,$988.00,329,329,1
,Additional Codes-Physician Services,,99253,,Encounter,1.00,1.00,$361.00,361,361,1
,Additional Codes-Physician Services,,99254,,Encounter,1.00,1.00,$329.00,329,329,1
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,13.00,14.00,"$4,210.00",324,301,1
,Additional Codes-Physician Services,,99262,,Encounter,15.00,17.00,"$5,258.00",351,309,1
,Additional Codes-Physician Services,,99263,,Encounter,2.00,2.00,$689.00,345,345,1
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,$0.00,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Administration,,99506,,Encounter,9.00,55.00,"$12,841.00",1427,233,6
,Transportation,,A0080,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0090,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0120,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0130,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0140,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0160,,Per Mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,366.00,"14,895.00","$75,220.00",206,5,41
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,Additional codes - Transportation,,A0428,,,366.00,477.00,"$107,788.00",295,226,1
,General dental services,,D0150,,,0.00,0.00,$0.00,0,0,0
,Comp periodontal evaluation,,D0180,,Encounter,0.00,0.00,$0.00,0,0,0
,Intraoral periapical ,,D0220,,,0.00,0.00,$0.00,0,0,0
,Intraoral periapical ,,D0230,,,0.00,0.00,$0.00,0,0,0
,Bitewings,,D0274,,,0.00,0.00,$0.00,0,0,0
,Prophylaxis Adult,,D1110,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-one surface, ant",,D2330,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-two surfaces, ant",,D2331,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-three surfaces, an",,D2332,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-one surface, post",,D2391,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-two surfaces, post",,D2392,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-three surfaces, post",,D2393,,,0.00,0.00,$0.00,0,0,0
,"Crown, porc, fused to high",,D2750,,,0.00,0.00,$0.00,0,0,0
,"Peridontal, main",,D4910,,,0.00,0.00,$0.00,0,0,0
,Surgical removal of erupted tooth,,D7210,,,0.00,0.00,$0.00,0,0,0
,"Alveoloplasty in conjunction with extractions, per quadrant",,D7310,,,0.00,0.00,$0.00,0,0,0
,"Behavior Management/dental, by report",,D9920,,,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0.00,0.00,$0.00,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication administration,,G0351,,,0.00,0.00,$0.00,0,0,0
,Assessment ,,H0002,,Encounter,0.00,0.00,$0.00,0,0,0
,Crisis Residential Services,,H0018,,Days,396.00,"4,565.00","$1,275,022.00",3220,279,12
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,$0.00,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,3.00,3.00,"$1,403.00",468,468,1
,Assessment ,,H0031,,Encounter,819.00,884.00,"$273,731.00",334,310,1
,Treatment Planning,,H0032,,Encounter,312.00,341.00,"$40,252.00",129,118,1
,Health Services,,H0034,,15 Minutes,222.00,"2,528.00","$143,236.00",645,57,11
,Home Based Services,,H0036,,15 Minutes,106.00,"7,543.00","$480,187.00",4530,64,71
,Community Psychiatric Supportive Treatment ,,H0037,,Per diem,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,1.00,1.00,$498.00,498,498,1
,Peer Directed and Operated Support Services,,NA,,,0.00,0.00,$0.00,0,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,73.00,"4,303.00","$626,353.00",8580,146,59
,Community Living Supports in Independent living/own home,,H0043,,Per diem,0.00,0.00,$0.00,0,0,0
,Respite,,H0045,,Per Diem,0.00,0.00,$0.00,0,0,0
,Behavior Management Review,,H2000,,Encounter,0.00,0.00,$0.00,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0.00,0.00,$0.00,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Crisis Intervention-Non-enrolled Service,,H2011,,15 Minutes,"1,605.00","9,690.00","$740,704.00",461,76,6
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,46.00,831.00,"$2,850.00",62,3,18
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,322.00,"81,643.00","$364,944.00",1133,4,254
,Community Living Supports (Daily),,H2016,,Per Diem,38.00,"11,823.00","$247,337.00",6509,21,311
,Community Living Supports (Daily),,H2016,TF,Per Diem,29.00,"7,771.00","$403,315.00",13907,52,268
,Community Living Supports (Daily),,H2016,TG,Per Diem,73.00,"18,695.00","$2,160,768.00",29600,116,256
,Behavior Services,,H2019,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Wraparound,,H2021,,15 Minutes,2.00,128.00,"$7,757.00",3879,61,64
,Wraparound,,H2022,,Days,0.00,0.00,$0.00,0,0,0
,Supported Employment Services,,H2023,,15 minutes,23.00,"2,678.00","$212,821.00",9253,79,116
,Mental Health Therapy,,H2027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,140.00,"107,273.00","$617,251.00",4409,6,766
,Medication Review ,,M0064,,Encounter Face-to-Face,162.00,501.00,"$62,319.00",385,124,3
,Transportation,,S0209,,Per Mile,0.00,0.00,$0.00,0,0,0
,Transportation,,S0215,,Per Mile,0.00,0.00,$0.00,0,0,0
,Family Training,,S5110,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,,Encounter,19.00,36.00,"$2,417.00",127,67,2
,Foster Care,,S5140,,Days,25.00,"8,069.00","$244,037.00",9761,30,323
,Foster Care,,S5145,,Days,7.00,14.00,"$4,488.00",641,321,2
,Respite,,S5150,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Respite,,S5151,,Per Diem,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0.00,0.00,$0.00,0,0,0
,Environmental Modification ,,S5165,,Service,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9445,,Encounter,394.00,"1,403.00","$84,230.00",214,60,4
,Health Services,,S9446,,Encounter,1.00,2.00,$155.00,155,78,2
,Health Services,,S9470,,Encounter,0.00,0.00,$0.00,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,400.00,498.00,"$234,504.00",586,471,1
,Reidential Room and Board,,S9976,,Days,396.00,"4,566.00","$115,586.00",292,25,12
,Assessment,,T1001,,Encounter,238.00,275.00,"$25,385.00",107,92,1
,Health Services,,T1002,,Up to 15 min,785.00,"2,364.00","$69,927.00",89,30,3
,Health Services,,T1003,,Up to 15 min,0.00,0.00,$0.00,0,0,0
,Health Services,,T1005,,15 minutes,14.00,180.00,$731.00,52,4,13
,Family Psycho-Education,,T1015,,Encounter,0.00,0.00,$0.00,0,0,0
,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,4.00,11.00,$640.00,160,58,3
,Targeted Case Management ,,T1017,,15 minutes,"1,416.00","39,921.00","$2,359,331.00",1666,59,28
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,97.00,"3,470.00","$205,065.00",2114,59,36
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,134.00,"37,131.00","$292,964.00",2186,8,277
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,5.00,"1,156.00","$64,979.00",12996,56,231
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,0.00,0.00,$0.00,0,0,0
,Assessments,,T1023,,Encounter,150.00,200.00,"$17,194.00",115,86,1
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,0.00,0.00,$0.00,0,0,0
,Transportation,,T2001,,,0.00,0.00,$0.00,0,0,0
,Transportation,,T2002,,Per Diem,0.00,0.00,$0.00,0,0,0
,Transportation,,T2003,,Encounter / Trip,0.00,0.00,$0.00,0,0,0
,Transportation,,T2004,,,0.00,0.00,$0.00,0,0,0
,Transportation,,T2005,,,0.00,0.00,$0.00,0,0,0
,PASRR Level II Screens,,T2011,,Evaluation,0.00,0.00,$0.00,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,0.00,0.00,$0.00,0,0,0
Clinton Eaton Ingham,,,,,,,,,,,
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0.00,0.00,$0.00,0,0,0
,Community Living Supports-Therapeutic Camping,,T2036,,Encounter / Trip,0.00,0.00,$0.00,0,0,0
,Community Living Supports-Therapeutic Camping,,T2037,,Encounter / Trip,0.00,0.00,$0.00,0,0,0
,Housing Assistance,,T2038,,Month,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0.00,0.00,$0.00,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0.00,0.00,$0.00,0,0,0
,Other,,,,,0.00,0.00,$0.00,0,0,0
,Aggregate for 'J' Codes,,ALL,,,308.00,0.00,"$486,733.00",1580,0,0
CMH for Central Michigan,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,21.00,"2,806.00","$1,445,292.00",68823,515,134
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,"0100, 0101, 0114, 0124, 0134, 0154",,PT65,Days,0.00,0.00,$0.00,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,8.00,123.00,"$76,837.00",9605,625,15
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,321.00,"1,874.00","$1,181,226.00",3680,630,6
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0.00,0.00,$0.00,0,0,0
,ECT Anesthesia,0370,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0.00,0.00,$0.00,0,0,0
,ECT Recovery Room,0710,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0.00,0.00,$0.00,0,0,0
,Extended Observation Beds ,0762,,,Hour,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Facility Charge,0901,,,Encounter,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0.00,0.00,$0.00,0,0,0
,Outpatient Partial Hospitalization,0912,,,Days,9.00,60.00,"$12,523.00",1391,209,7
,Outpatient Partial Hospitalization,0913,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Anesthesia,,00104,,Minutes,0.00,0.00,$0.00,0,0,0
,Medication Administration,,90772,,Encounter,114.00,"1,397.00","$55,447.00",486,40,12
,Medication Administration,,90782,,Encounter,90.00,428.00,"$16,987.00",189,40,5
,Medication Administration,,90788,,Encounter,1.00,1.00,$40.00,40,40,1
,Assessment-Psychiatric Assessment,,90801,,Encounter,"1,944.00","2,495.00","$397,653.00",205,159,1
,Assessment-Psychiatric Assessment,,90802,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,624.00,"1,151.00","$52,612.00",84,46,2
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,518.00,889.00,"$168,990.00",326,190,2
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,"2,704.00","18,949.00","$1,768,321.00",654,93,7
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,176.00,398.00,"$55,537.00",316,140,2
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
CMH for Central Michigan,,,,,,,,,,,
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,16.00,22.00,$986.00,62,45,1
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,11.00,12.00,$754.00,69,63,1
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90846,,Encounter,9.00,23.00,"$2,121.00",236,92,3
,Therapy-Family Therapy,,90847,,Encounter,54.00,143.00,"$13,212.00",245,92,3
,Therapy-Family Therapy,,90849,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Family Therapy,,90849,HS,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Group Therapy,,90853,,Encounter,374.00,"3,785.00","$213,058.00",570,56,10
,Therapy-Group Therapy,,90857,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Review ,,90862,,Encounter,"2,295.00","7,946.00","$997,064.00",434,125,3
,Additional Codes-ECT Physician,,90870,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,90887,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92506,,Encounter,9.00,9.00,"$1,789.00",199,199,1
,Speech & Language Therapy ,,92507,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92508,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92526,,Encounter,0.00,0.00,$0.00,0,0,0
,Speech & Language Therapy ,,92610,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Testing,,96100,,Hour,15.00,16.00,"$3,082.00",205,193,1
,Psychological Testing PSYCH/PHYS (Children's Waiver),,96101,,,36.00,72.00,"$22,354.00",621,310,2
,Psychological Testing by Technician (Children's Waiver),,96102,,,15.00,112.00,"$50,337.00",3356,449,7
,Psychological Testing by Comp (Children's Waiver),,96103,,,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,96105,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,96110,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Other,,96111,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessments-Testing,,96115,,Hour,0.00,0.00,$0.00,0,0,0
,Neurobehavioral Status Exam (Children's Waiver),,96116,,,0.00,0.00,$0.00,0,0,0
,Assessments-Testing,,96117,,Hour,0.00,0.00,$0.00,0,0,0
,Neuropsych test by Psych/Phys (Children's Waiver),,96118,,,0.00,0.00,$0.00,0,0,0
,Neuropsych test by Tech (Children's Waiver),,96119,,,0.00,0.00,$0.00,0,0,0
,Neuropsych test Admin w/Comp (Children's Waiver),,96120,,,0.00,0.00,$0.00,0,0,0
,Physical Therapy,,97001,,Encounter,0.00,0.00,$0.00,0,0,0
,Physical Therapy,,97002,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97003,,Encounter,13.00,14.00,"$2,441.00",188,174,1
,Occupational Therapy,,97004,,Encounter,8.00,8.00,"$1,286.00",161,161,1
,Occupational or Physical Therapy,,97110,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97112,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97113,,15 Minutes,0.00,0.00,$0.00,0,0,0
CMH for Central Michigan,,,,,,,,,,,
,Occupational or Physical Therapy,,97116,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97124,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97140,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97150,,Encounter,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97504,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97530,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97532,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97533,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97535,,15 Minutes,1.00,3.00,$85.00,85,28,3
,Occupational or Physical Therapy,,97537,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,97542,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97703,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97750,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97755,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Occupational Therapy,,97760,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment or Health Services,,97802,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment or Health Services,,97803,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Health Services,,97804,,30 Minutes,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99201,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99202,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99203,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99204,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99205,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99211,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99212,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99213,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99214,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99215,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99221,,,7.00,7.00,$507.00,72,72,1
,Additional Codes-Physician Services,,99222,,,29.00,34.00,"$3,287.00",113,97,1
,Additional Codes-Physician Services,,99223,,,137.00,164.00,"$16,374.00",120,100,1
,Additional Codes-Physician Services,,99231,,,23.00,63.00,"$2,591.00",113,41,3
,Additional Codes-Physician Services,,99232,,,132.00,408.00,"$20,767.00",157,51,3
,Additional Codes-Physician Services,,99233,,,96.00,161.00,"$9,354.00",97,58,2
,Additional Codes-Physician Services,,99238,,30 Minutes or less,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99241,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,3.00,3.00,$148.00,49,49,1
,Additional Codes-Physician Services,,99253,,Encounter,7.00,8.00,$405.00,58,51,1
,Additional Codes-Physician Services,,99254,,Encounter,23.00,24.00,"$2,677.00",116,112,1
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,$0.00,0,0,0
CMH for Central Michigan,,,,,,,,,,,
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Administration,,99506,,Encounter,20.00,181.00,"$7,452.00",373,41,9
,Transportation,,A0080,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0090,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0120,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0130,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0140,,,0.00,0.00,$0.00,0,0,0
,Transportation,,A0160,,Per Mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,Additional codes - Transportation,,A0428,,,0.00,0.00,$0.00,0,0,0
,General dental services,,D0150,,,0.00,0.00,$0.00,0,0,0
,Comp periodontal evaluation,,D0180,,Encounter,0.00,0.00,$0.00,0,0,0
,Intraoral periapical ,,D0220,,,0.00,0.00,$0.00,0,0,0
,Intraoral periapical ,,D0230,,,0.00,0.00,$0.00,0,0,0
,Bitewings,,D0274,,,0.00,0.00,$0.00,0,0,0
,Prophylaxis Adult,,D1110,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-one surface, ant",,D2330,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-two surfaces, ant",,D2331,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-three surfaces, an",,D2332,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-one surface, post",,D2391,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-two surfaces, post",,D2392,,,0.00,0.00,$0.00,0,0,0
,"Resin based comp-three surfaces, post",,D2393,,,0.00,0.00,$0.00,0,0,0
,"Crown, porc, fused to high",,D2750,,,0.00,0.00,$0.00,0,0,0
,"Peridontal, main",,D4910,,,0.00,0.00,$0.00,0,0,0
