"CMH Name","DD Group Num","DD Serv Num","FirstOfService Description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfDD-Cases","SumOfDD-Units","SumOfDD-Cost","SumOfOther Cost","FirstOfDD Totals","FirstOfDD Unique Consumers"
"AuSable Valley",159,159,"New Patient Evaluation and Management",,,"99202","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",160,160,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99202","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",161,161,"New Patient Evaluation and Management",,,"99203","Encounter",5.00,5.00,807.77,5492.83,15656649.33,406.00
"AuSable Valley",162,162,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99203","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",163,163,"New Patient Evaluation and Management",,,"99204","Encounter",4.00,4.00,705.86,12882.03,15656649.33,406.00
"AuSable Valley",164,164,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99204","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",165,165,"New Patient Evaluation and Management",,,"99205","Encounter",0.00,0.00,0.00,2162.33,15656649.33,406.00
"AuSable Valley",166,166,"Substance Use Disorder: New Patient Evaluation and Management",,"HF","99205","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",167,167,"Established Patient Evaluation and Management",,,"99211","Encounter",18.00,43.00,1429.44,11900.91,15656649.33,406.00
"AuSable Valley",168,168,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99211","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",169,169,"Established Patient Evaluation and Management",,,"99212","Encounter",2.00,2.00,208.92,214.34,15656649.33,406.00
"AuSable Valley",170,170,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",171,171,"Established Patient Evaluation and Management",,,"99213","Encounter",106.00,439.00,76482.42,438734.95,15656649.33,406.00
"AuSable Valley",172,172,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",173,173,"Established Patient Evaluation and Management",,,"99214","Encounter",79.00,326.00,63155.50,228432.51,15656649.33,406.00
"AuSable Valley",174,174,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",175,175,"Established Patient Evaluation and Management",,,"99215","Encounter",37.00,100.00,19821.38,63824.86,15656649.33,406.00
"AuSable Valley",176,176,"Substance Use Disorder: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",177,177,"Additional Codes-Physician Services",,,"99221","30 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",178,178,"Additional Codes-Physician Services",,,"99222","50 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",179,179,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",180,180,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",181,181,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",182,182,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",183,183,"Additional Codes-Physician Services",,,"99231","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",184,184,"Additional Codes-Physician Services",,,"99232","25 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",185,185,"Additional Codes-Physician Services",,,"99233","35 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",186,186,"Additional Codes-Physician Services",,,"99238","<= 30 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",187,187,"Additional Codes-Physician Services",,,"99239","> 30 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",188,188,"Substance Use Disorder: Physician Consultations",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",189,189,"Substance Use Disorder: Physician Consultations",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",190,190,"Substance Use Disorder: Physician Consultations",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",191,191,"Substance Use Disorder: Physician Consultations",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",192,192,"Substance Use Disorder: Physician Consultations",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",193,193,"Substance Use Disorder: Physician Consultations",,"HF","99251","20 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",194,194,"Substance Use Disorder: Physician Consultations",,"HF","99252","40 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",195,195,"Substance Use Disorder: Physician Consultations",,"HF","99253","55 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",196,196,"Substance Use Disorder: Physician Consultations",,"HF","99254","80 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",197,197,"Substance Use Disorder: Physician Consultations",,"HF","99255","110 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",198,198,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",199,199,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",200,200,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",201,201,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",202,202,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",203,203,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",204,204,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",205,205,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",206,206,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",207,207,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",208,208,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",209,209,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",210,210,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",211,211,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",212,212,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",213,213,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",214,214,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",215,215,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",216,216,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",217,217,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",218,218,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",219,219,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",220,220,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",221,221,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",222,222,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",223,223,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",224,224,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",225,225,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",226,226,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",227,227,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",228,228,"Substance Use Disorder: Transportation",,"HF","A0100","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",229,229,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",230,230,"Substance Use Disorder: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",231,231,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",232,232,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",233,233,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",234,234,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",235,235,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",236,236,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",237,237,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",238,238,"Activity Therapy (Children's Waiver)",,,"G0176","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",239,239,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",240,240,"Substance Use Disorder: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",241,241,"Occupational Therapy",,,"G0515","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",242,242,"Substance Use Disorder: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",243,243,"Assessment ",,,"H0002","Encounter",0.00,0.00,0.00,373.41,15656649.33,406.00
"AuSable Valley",244,244,"Substance Use Disorder: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",245,245,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",246,246,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",247,247,"Substance Use Disorder: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",248,248,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",249,249,"Substance Use Disorder: Sub-Acute Detoxification","1002+E249",,"H0012","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",250,250,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",251,251,"Substance Use Disorder: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",252,252,"Crisis Residential Services",,,"H0018","Day",3.00,16.00,7937.66,169677.33,15656649.33,406.00
"AuSable Valley",253,253,"Substance Use Disorder: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",254,254,"Substance Use Disorder: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",255,255,"Substance Use Disorder: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",256,256,"Substance Use Disorder: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",257,257,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",258,258,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",259,259,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",260,260,"Assessment ",,,"H0031","Encounter",83.00,86.00,29966.62,524003.15,15656649.33,406.00
"AuSable Valley",261,261,"Assessment for Autism",,"U5","H0031","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",262,262,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,75.00,75.00,26222.01,26222.01,15656649.33,406.00
"AuSable Valley",263,263,"Treatment Planning",,,"H0032","Encounter",58.00,64.00,8004.31,188968.97,15656649.33,406.00
"AuSable Valley",264,264,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",8.00,13.00,1625.88,85921.27,15656649.33,406.00
"AuSable Valley",265,265,"Substance Use Disorder: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",266,266,"Health Services",,,"H0034","15 Minutes",1.00,1.00,53.65,53.65,15656649.33,406.00
"AuSable Valley",267,267,"Home Based Services",,,"H0036","15 Minutes",5.00,103.00,6677.77,159877.45,15656649.33,406.00
"AuSable Valley",268,268,"Home Based Services",,"ST","H0036","15 Minutes",0.00,0.00,0.00,3371.30,15656649.33,406.00
"AuSable Valley",269,269,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",270,270,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",271,271,"Substance Use Disorder: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",272,272,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",273,273,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",1.00,84.00,7047.27,462938.29,15656649.33,406.00
"AuSable Valley",274,274,"Assertive Community Treatment (ACT)",,"TG","H0039","15 Minutes",0.00,0.00,0.00,5033.76,15656649.33,406.00
"AuSable Valley",275,275,"Community Living Supports in Independent living/own home",,,"H0043","Per Diem",58.00,18166.00,3851432.76,4182218.06,15656649.33,406.00
"AuSable Valley",276,276,"Community Living Supports in Independent living/own home",,"TF","H0043","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",277,277,"Community Living Supports in Independent living/own home",,"TG","H0043","Per Diem",1.00,26.00,2074.99,2074.99,15656649.33,406.00
"AuSable Valley",278,278,"Community Living Supports in Independent living/own home",,"TT","H0043","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",279,279,"Community Living Supports in Independent living/own home",,"TF/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",280,280,"Community Living Supports in Independent living/own home",,"TG/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",281,281,"Respite",,,"H0045","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",282,282,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",283,283,"Substance Use Disorder: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",284,284,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",285,285,"Behavior Treatment Plan Review",,,"H2000","Encounter",10.00,64.00,19449.26,19449.26,15656649.33,406.00
"AuSable Valley",286,286,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",8.00,193.00,58651.69,58651.69,15656649.33,406.00
"AuSable Valley",287,287,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",288,288,"Crisis Intervention",,,"H2011","15 Minutes",6.00,20.00,1343.63,42727.40,15656649.33,406.00
"AuSable Valley",289,289,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",290,290,"Crisis Intervention",,"TJ","H2011","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",291,291,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",47.00,2449.00,13731.42,83316.29,15656649.33,406.00
"AuSable Valley",292,292,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",3.00,5434.00,20090.40,20090.40,15656649.33,406.00
"AuSable Valley",293,293,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",157.00,215255.00,1391548.37,1453830.28,15656649.33,406.00
"AuSable Valley",294,294,"Community Living Supports (15 Minutes)",,"TT","H2015","15 Minutes",125.00,86715.00,1032850.90,1096693.16,15656649.33,406.00
"AuSable Valley",295,295,"Community Living Supports (Daily)",,,"H2016","Per Diem",38.00,11241.00,2960314.54,3402848.22,15656649.33,406.00
"AuSable Valley",296,296,"Behavior Services",,,"H2019","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",297,297,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",298,298,"Wraparound",,,"H2021","15 Minutes",5.00,326.00,11396.21,82779.86,15656649.33,406.00
"AuSable Valley",301,301,"Supported Employment Services",,,"H2023","15 minutes",77.00,19395.00,458393.70,496490.92,15656649.33,406.00
"AuSable Valley",302,302,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",303,303,"Substance Use Disorder: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",304,304,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",305,305,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",306,306,"Substance Use Disorder: Recovery Housing",,,"H2034","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",307,307,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",308,308,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",309,309,"Repair/Svc DME Non-Oxygen Equipment (Children's Waiver)",,,"K0739","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",310,310,"Telemedicine Facility Fee",,"GT","Q3014","Per Service",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",311,311,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",312,312,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",313,313,"Substance Use Disorder: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",314,314,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",315,315,"Family Training",,,"S5111","Encounter",14.00,107.00,25743.19,241312.36,15656649.33,406.00
"AuSable Valley",316,316,"Family Training",,"HA","S5111","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",317,317,"Family Training",,"HM","S5111","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",318,318,"Home Care Training, Non-Family (Children's Waiver)",,,"S5116","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",319,319,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",320,320,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",321,321,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",322,322,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",323,323,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",2.00,2.00,648.70,648.70,15656649.33,406.00
"AuSable Valley",324,324,"Personal Emergency Response System (PERS)",,,"S5161","Month",4.00,6.00,11348.52,11348.52,15656649.33,406.00
"AuSable Valley",325,325,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",326,326,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",327,327,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",328,328,"Private Duty Nursing","0582",,"S9123","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",329,329,"Private Duty Nursing",,,"S9123","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",330,330,"Private Duty Nursing",,"TT","S9123","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",331,331,"Private Duty Nursing","0582",,"S9124","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",332,332,"Private Duty Nursing",,,"S9124","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",333,333,"Private Duty Nursing",,"TT","S9124","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",334,334,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",335,335,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",336,336,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",337,337,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",338,338,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",339,339,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",340,340,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",341,341,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",342,342,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",343,343,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",344,344,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",345,345,"Assessment",,,"T1001","Encounter",94.00,101.00,12049.41,19923.29,15656649.33,406.00
"AuSable Valley",346,346,"Health Services",,,"T1002","Up to 15 min",94.00,774.00,24056.25,47055.77,15656649.33,406.00
"AuSable Valley",347,347,"Respite Care",,,"T1005","15 Minutes",28.00,24633.00,99589.41,103095.92,15656649.33,406.00
"AuSable Valley",348,348,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",349,349,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",350,350,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",351,351,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",352,352,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",353,353,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",354,354,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",355,355,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",80.00,3650.00,488497.62,492311.54,15656649.33,406.00
"AuSable Valley",356,356,"Targeted Case Management ",,,"T1017","15 minutes",314.00,10456.00,1745984.36,2923007.99,15656649.33,406.00
"AuSable Valley",357,357,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",358,358,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",31.00,9145.00,803740.66,803740.66,15656649.33,406.00
"AuSable Valley",359,359,"Assessments",,,"T1023","Encounter",24.00,56.00,9695.60,138681.73,15656649.33,406.00
"AuSable Valley",360,360,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",361,361,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",362,362,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",363,363,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",364,364,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",365,365,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,15656649.33,406.00
"AuSable Valley",366,366,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,15656649.33,406.00
