"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"Ionia",159,159,2012455.96,"Established Patient Evaluation and Management",,,"99212","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",160,160,2012455.96,"Assessment for Autism",,"U5","99212","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",161,161,2012455.96,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99212","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",162,162,2012455.96,"Established Patient Evaluation and Management",,,"99213","Encounter",3.00,9.00,2518.69,33993.84,614.00
"Ionia",163,163,2012455.96,"Assessment for Autism",,"U5","99213","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",164,164,2012455.96,"Sustance Abuse: Established Patient Evaluation and Management",,"HF","99213","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",165,165,2012455.96,"Established Patient Evaluation and Management",,,"99214","Encounter",46.00,365.00,102146.73,514827.50,614.00
"Ionia",166,166,2012455.96,"Assessment for Autism",,"U5","99214","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",167,167,2012455.96,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99214","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",168,168,2012455.96,"Established Patient Evaluation and Management",,,"99215","Encounter",19.00,44.00,12313.58,66094.03,614.00
"Ionia",169,169,2012455.96,"Assessment for Autism",,"U5","99215","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",170,170,2012455.96,"Substance Abuse: Established Patient Evaluation and Management",,"HF","99215","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",171,171,2012455.96,"Additional Codes-Physician Services",,,"99221","30 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",172,172,2012455.96,"Additional Codes-Physician Services",,,"99222","50 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",173,173,2012455.96,"Additional Codes-Physician Services",,,"99223","70 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",174,174,2012455.96,"Additional Codes-Physician Services",,,"99224","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",175,175,2012455.96,"Additional Codes-Physician Services",,,"99225","25 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",176,176,2012455.96,"Additional Codes-Physician Services",,,"99226","35 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",177,177,2012455.96,"Additional Codes-Physician Services",,,"99231","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",178,178,2012455.96,"Additional Codes-Physician Services",,,"99232","25 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",179,179,2012455.96,"Additional Codes-Physician Services",,,"99233","35 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",180,180,2012455.96,"Physician Consultations",,,"99241","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",181,181,2012455.96,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99241","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",182,182,2012455.96,"Physician Consultations",,,"99242","30 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",183,183,2012455.96,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99242","30 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",184,184,2012455.96,"Physician Consultations",,,"99243","40 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",185,185,2012455.96,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99243","40 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",186,186,2012455.96,"Physician Consultations",,,"99244","60 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",187,187,2012455.96,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99244","60 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",188,188,2012455.96,"Physician Consultations",,,"99245","80 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",189,189,2012455.96,"Substance Abuse: New or Established Patient Evaluation and Management",,"HF","99245","80 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",190,190,2012455.96,"Physician Consultations",,,"99251","20 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",191,191,2012455.96,"Physician Consultations",,,"99252","40 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",192,192,2012455.96,"Physician Consultations",,,"99253","55 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",193,193,2012455.96,"Physician Consultations",,,"99254","80 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",194,194,2012455.96,"Physician Consultations",,,"99255","110 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",195,195,2012455.96,"Nursing Facility Services evaluation and management",,,"99304","25 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",196,196,2012455.96,"Nursing Facility Services evaluation and management",,,"99305","35 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",197,197,2012455.96,"Nursing Facility Services evaluation and management",,,"99306","45 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",198,198,2012455.96,"Nursing Facility Services evaluation and management",,,"99307","10 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",199,199,2012455.96,"Nursing Facility Services evaluation and management",,,"99308","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",200,200,2012455.96,"Nursing Facility Services evaluation and management",,,"99309","25 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",201,201,2012455.96,"Nursing Facility Services evaluation and management",,,"99310","35 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",202,202,2012455.96,"Assessment",,,"99324","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",203,203,2012455.96,"Assessment for Autism",,"U5","99324","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",204,204,2012455.96,"Assessment",,,"99325","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",205,205,2012455.96,"Assessment for Autism",,"U5","99325","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",206,206,2012455.96,"Assessment",,,"99326","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",207,207,2012455.96,"Assessment for Autism",,"U5","99326","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",208,208,2012455.96,"Assessment",,,"99327","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",209,209,2012455.96,"Assessment for Autism",,"U5","99327","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",210,210,2012455.96,"Assessment",,,"99328","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",211,211,2012455.96,"Assessment for Autism",,"U5","99328","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",212,212,2012455.96,"Assessment",,,"99334","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",213,213,2012455.96,"Assessment for Autism",,"U5","99334","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",214,214,2012455.96,"Assessment",,,"99335","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",215,215,2012455.96,"Assessment for Autism",,"U5","99335","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",216,216,2012455.96,"Assessment",,,"99336","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",217,217,2012455.96,"Assessment for Autism",,"U5","99336","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",218,218,2012455.96,"Assessment",,,"99337","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",219,219,2012455.96,"Assessment for Autism",,"U5","99337","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",220,220,2012455.96,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",221,221,2012455.96,"Assessment for Autism",,"U5","99341","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",222,222,2012455.96,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",223,223,2012455.96,"Assessment for Autism",,"U5","99342","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",224,224,2012455.96,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",225,225,2012455.96,"Assessment for Autism",,"U5","99343","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",226,226,2012455.96,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",227,227,2012455.96,"Assessment for Autism",,"U5","99344","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",228,228,2012455.96,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",229,229,2012455.96,"Assessment for Autism",,"U5","99345","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",230,230,2012455.96,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",231,231,2012455.96,"Assessment for Autism",,"U5","99347","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",232,232,2012455.96,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",233,233,2012455.96,"Assessment for Autism",,"U5","99348","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",234,234,2012455.96,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",235,235,2012455.96,"Assessment for Autism",,"U5","99349","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",236,236,2012455.96,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",237,237,2012455.96,"Assessment for Autism",,"U5","99350","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",238,238,2012455.96,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",239,239,2012455.96,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",240,240,2012455.96,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,614.00
"Ionia",241,241,2012455.96,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,614.00
"Ionia",242,242,2012455.96,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",243,243,2012455.96,"Substance Abuse: Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",244,244,2012455.96,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",245,245,2012455.96,"Substance Abuse: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",246,246,2012455.96,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",247,247,2012455.96,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",248,248,2012455.96,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,614.00
"Ionia",249,249,2012455.96,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,614.00
"Ionia",250,250,2012455.96,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,614.00
"Ionia",251,251,2012455.96,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,614.00
"Ionia",252,252,2012455.96,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,1013.93,614.00
"Ionia",254,254,2012455.96,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,614.00
"Ionia",255,255,2012455.96,"Substance Abuse: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",256,256,2012455.96,"Substance Abuse: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",257,257,2012455.96,"Assessment ",,,"H0002","Encounter",59.00,388.00,100024.17,323544.95,614.00
"Ionia",258,258,2012455.96,"Substance Abuse: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",259,259,2012455.96,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",260,260,2012455.96,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",261,261,2012455.96,"Substance Abuse: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",262,262,2012455.96,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",263,263,2012455.96,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",264,264,2012455.96,"Substance Abuse: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",265,265,2012455.96,"Substance Abuse: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",266,266,2012455.96,"Crisis Residential Services",,,"H0018","Day",0.00,0.00,0.00,2236.58,614.00
"Ionia",267,267,2012455.96,"Substance Abuse: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",268,268,2012455.96,"Substance Abuse: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",269,269,2012455.96,"Substance Abuse: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",270,270,2012455.96,"Substance Abuse: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",271,271,2012455.96,"Peer Directed and Operated Support Services",,,"H0023","Encounter",1.00,2.00,101.15,252.88,614.00
"Ionia",272,272,2012455.96,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",273,273,2012455.96,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,614.00
"Ionia",274,274,2012455.96,"Assessment ",,,"H0031","Encounter",59.00,390.00,96493.46,265111.87,614.00
"Ionia",275,275,2012455.96,"Assessment for Autism",,"U5","H0031","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",276,276,2012455.96,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,0.00,614.00
"Ionia",277,277,2012455.96,"Treatment Planning",,,"H0032","Encounter",41.00,166.00,28545.11,113101.22,614.00
"Ionia",278,278,2012455.96,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",279,279,2012455.96,"Substance Abuse: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",280,280,2012455.96,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",281,281,2012455.96,"Home Based Services",,,"H0036","15 Minutes",46.00,10361.00,835139.58,1190430.61,614.00
"Ionia",282,282,2012455.96,"Home Based Services",,"ST","H0036","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",283,283,2012455.96,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",0.00,0.00,0.00,282414.33,614.00
"Ionia",284,284,2012455.96,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",285,285,2012455.96,"Substance Abuse: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",286,286,2012455.96,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,61250.00,614.00
"Ionia",287,287,2012455.96,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",288,288,2012455.96,"Community Living Supports in Independent living/own home",,,"H0043","Per diem",0.00,0.00,0.00,0.00,614.00
"Ionia",289,289,2012455.96,"Respite",,,"H0045","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",290,290,2012455.96,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",291,291,2012455.96,"Substance Abuse: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",292,292,2012455.96,"Substance Abuse: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",293,293,2012455.96,"Behavior Treatment Plan Review",,,"H2000","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",294,294,2012455.96,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",0.00,0.00,0.00,25647.67,614.00
"Ionia",295,295,2012455.96,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",296,296,2012455.96,"Crisis Intervention",,,"H2011","15 Minutes",12.00,170.00,8406.86,12709.19,614.00
"Ionia",297,297,2012455.96,"Substance Abuse: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",298,298,2012455.96,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",0.00,0.00,0.00,15826.65,614.00
"Ionia",299,299,2012455.96,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",300,300,2012455.96,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",1.00,3353.00,18255.87,981928.14,614.00
"Ionia",301,301,2012455.96,"Community Living Supports (Daily)",,,"H2016","Per Diem",0.00,0.00,0.00,1986505.65,614.00
"Ionia",302,302,2012455.96,"Behavior Services",,,"H2019","15 Minutes",2.00,2785.00,68862.08,354580.71,614.00
"Ionia",303,303,2012455.96,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",304,304,2012455.96,"Applied Behavioral Intervention (ABI).",,"U5","H2019","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",305,305,2012455.96,"Early Intensive Behavioral Intervention (EIBI)",,"U5, TG","H2019","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",306,306,2012455.96,"Wraparound",,,"H2021","15 Minutes",4.00,663.00,52160.75,63725.80,614.00
"Ionia",307,307,2012455.96,"Wraparound (SED Waiver)",,,"H2022","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",308,308,2012455.96,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",309,309,2012455.96,"Supported Employment Services",,,"H2023","15 minutes",0.00,0.00,0.00,58284.65,614.00
"Ionia",310,310,2012455.96,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",311,311,2012455.96,"Substance Abuse Services: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",312,312,2012455.96,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,12419.23,614.00
"Ionia",313,313,2012455.96,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",314,314,2012455.96,"Substance Abuse: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,614.00
"Ionia",315,315,2012455.96,"Substance Abuse: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,614.00
"Ionia",317,317,2012455.96,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,614.00
"Ionia",318,318,2012455.96,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,614.00
"Ionia",319,319,2012455.96,"Substance Abuse Services: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,614.00
"Ionia",320,320,2012455.96,"Home Care Training to Home Care Client ABA",,"U5","S5108","15 Minutes",0.00,0.00,0.00,88397.92,614.00
"Ionia",321,321,2012455.96,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",322,322,2012455.96,"Family Training",,,"S5111","Encounter",15.00,271.00,59136.11,164710.58,614.00
"Ionia",323,323,2012455.96,"Family Training",,"HA","S5111","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",324,324,2012455.96,"Family Training",,"HM","S5111","Encounter",5.00,130.00,3798.82,5581.34,614.00
"Ionia",325,325,2012455.96,"BHT/ABA Family Training",,"U5","S5111","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",326,326,2012455.96,"Home Care Training, Non-Family (Children's Waiver)",,,"S5116","Encounter",0.00,0.00,0.00,67.43,614.00
"Ionia",327,327,2012455.96,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",328,328,2012455.96,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",329,329,2012455.96,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",330,330,2012455.96,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,614.00
"Ionia",331,331,2012455.96,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",332,332,2012455.96,"Personal Emergency Response System (PERS)",,,"S5161","Month",0.00,0.00,0.00,0.00,614.00
"Ionia",333,333,2012455.96,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,614.00
"Ionia",334,334,2012455.96,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,614.00
"Ionia",335,335,2012455.96,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",342,342,2012455.96,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",343,343,2012455.96,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",344,344,2012455.96,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",345,345,2012455.96,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",346,346,2012455.96,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,614.00
"Ionia",347,347,2012455.96,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",348,348,2012455.96,"Substance Abuse Services: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,614.00
"Ionia",349,349,2012455.96,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,614.00
"Ionia",350,350,2012455.96,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,614.00
"Ionia",351,351,2012455.96,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,614.00
"Ionia",352,352,2012455.96,"Assessment",,,"T1001","Encounter",0.00,0.00,0.00,449.56,614.00
"Ionia",353,353,2012455.96,"Health Services",,,"T1002","Up to 15 min",22.00,106.00,3931.44,15842.37,614.00
"Ionia",354,354,2012455.96,"Respite Care",,,"T1005","15 Minutes",11.00,15091.00,50464.77,203915.07,614.00
"Ionia",355,355,2012455.96,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",356,356,2012455.96,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",357,357,2012455.96,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",358,358,2012455.96,"Substance Abuse: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",359,359,2012455.96,"Substance Abuse: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",360,360,2012455.96,"Substance Abuse: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",361,361,2012455.96,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",362,362,2012455.96,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",9.00,908.00,82661.47,942400.12,614.00
"Ionia",363,363,2012455.96,"Targeted Case Management ",,,"T1017","15 minutes",10.00,818.00,74385.48,1175840.43,614.00
"Ionia",364,364,2012455.96,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",365,365,2012455.96,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",0.00,0.00,0.00,579865.70,614.00
"Ionia",366,366,2012455.96,"Assessments",,,"T1023","Encounter",11.00,47.00,14790.68,81506.09,614.00
"Ionia",367,367,2012455.96,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,614.00
"Ionia",368,368,2012455.96,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,0.00,614.00
"Ionia",369,369,2012455.96,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",370,370,2012455.96,"Substance Abuse Services: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",371,371,2012455.96,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,614.00
"Ionia",372,372,2012455.96,"Substance Abuse Services: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,614.00
"Ionia",373,373,2012455.96,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,614.00
"Ionia",374,374,2012455.96,"Substance Abuse Services: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,614.00
"Ionia",375,375,2012455.96,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",376,376,2012455.96,"Substance Abuse Services: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",377,377,2012455.96,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",378,378,2012455.96,"Substance Abuse Services: Transportation",,"HF","T2005","Encounter",0.00,0.00,0.00,0.00,614.00
"Ionia",381,381,2012455.96,"Prevention Services - Direct Model ",,,"T2024",,0.00,0.00,0.00,0.00,614.00
"Ionia",382,382,2012455.96,"Fiscal Intermediary Services",,,"T2025","Month",0.00,0.00,0.00,64225.95,614.00
"Ionia",383,383,2012455.96,"Enhanced Medical Equipment-Supplies",,,"T2028","Item",0.00,0.00,0.00,0.00,614.00
"Ionia",384,384,2012455.96,"Enhanced Medical Equipment-Supplies",,,"T2029","Item",0.00,0.00,0.00,0.00,614.00
"Ionia",385,385,2012455.96,"Respite Care",,,"T2036","Per session. One night = one session",0.00,0.00,0.00,3425.68,614.00
"Ionia",386,386,2012455.96,"Respite Care",,,"T2037","Per session. One day/partial day = one session",0.00,0.00,0.00,0.00,614.00
"Ionia",387,387,2012455.96,"Housing Assistance",,,"T2038","Service",0.00,0.00,0.00,0.00,614.00
"Ionia",388,388,2012455.96,"Enhanced Medical Equipment-Supplies",,,"T2039","Item",0.00,0.00,0.00,0.00,614.00
"Ionia",389,389,2012455.96,"Goods and Services ",,"HK","T5999","Per Item",0.00,0.00,0.00,0.00,614.00
