CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
CMH for Central Michigan,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,1843
CMH for Central Michigan,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,1843
CMH for Central Michigan,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,8,77,12106.32,285677.69,1843
CMH for Central Michigan,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,8,172,26873.06,487308.56,1843
CMH for Central Michigan,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,5,9,2692.7,25431.01,1843
CMH for Central Michigan,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,1843
CMH for Central Michigan,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0,1843
CMH for Central Michigan,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,0,1843
CMH for Central Michigan,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,1843
CMH for Central Michigan,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,1843
CMH for Central Michigan,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,1843
CMH for Central Michigan,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,1843
CMH for Central Michigan,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,1843
CMH for Central Michigan,Drug Screen,,80305,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Drug Screen,,80306,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Drug Screen,,80307,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,135,135,2211.3,2538.9,1843
CMH for Central Michigan,Assessment,,"90791
",,Encounter,142,142,103842.88,468755.54,1843
CMH for Central Michigan,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,90792,,Encounter,118,118,94183.75,267386.06,1843
CMH for Central Michigan,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,1843
CMH for Central Michigan,Mental Health: Outpatient Care,,90832,,30 Minutes,45,54,4685.39,147936.88,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment,,90833,,30 Minutes,0,0,0,668.41,1843
CMH for Central Michigan,Mental Health: Outpatient Care,,90834,,45 Minutes,93,259,33779.93,600082.89,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment,,90836,,45 Minutes,0,0,0,0,1843
CMH for Central Michigan,Mental Health: Outpatient Care,,90837,,60 Minutes,177,727,128895.42,2604148.41,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment,,90838,,60 Minutes,0,0,0,0,1843
CMH for Central Michigan,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,1843
CMH for Central Michigan,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Therapy-Family Therapy,,90846,,Encounter,275,720,137204.76,142921.63,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Therapy-Family Therapy,,90847,,Encounter,945,6222,1083334.08,1156287.63,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Therapy-Group Therapy,,90853,,Encounter,15,74,5030.08,56894.23,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Pharmacological Management (SED Waiver),,90863,,,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessments-Other,,90887,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92507,,Encounter,3,86,9267.33,76832.61,1843
CMH for Central Michigan,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92523,,Encounter,1,1,176.15,704.59,1843
CMH for Central Michigan,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92526,,Encounter,1,32,5692.56,12452.47,1843
CMH for Central Michigan,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,11,12,2453.92,4703.35,1843
CMH for Central Michigan,Assessment for Autism,,96101,U5,Hour,59,61,71190.55,218239.88,1843
CMH for Central Michigan,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,96102,U5,Hour,0,0,0,0,1843
CMH for Central Michigan,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Assessments-Other,,96105,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessments-Other,,96110,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessments-Other,,96111,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,96118,U5,Hour,0,0,0,0,1843
CMH for Central Michigan,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Assessment for Autism,,96119,U5,Hour,0,0,0,0,1843
CMH for Central Michigan,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,1843
CMH for Central Michigan,Assessments-Other,,96127,,,0,0,0,0,1843
CMH for Central Michigan,Medication Administration,,96372,,Encounter,1,19,3227.11,344282.07,1843
CMH for Central Michigan,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,221.09,1843
CMH for Central Michigan,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,0,0,0,7569.21,1843
CMH for Central Michigan,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,952.15,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97110,,15 Minutes,3,155,6846.26,53179.96,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Physical Therapy,,97161,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Physical Therapy,,97162,,Encounter,1,1,177.89,177.89,1843
CMH for Central Michigan,Physical Therapy,,97163,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Physical Therapy,,97164,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Occupational Therapy,,97165,,Encounter,8,8,3733.17,24265.62,1843
CMH for Central Michigan,Occupational Therapy,,97166,,Encounter,1,1,566.32,4530.59,1843
CMH for Central Michigan,Occupational Therapy,,97167,,Encounter,0,0,0,1042.14,1843
CMH for Central Michigan,Occupational Therapy,,97168,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97530,,15 Minutes,4,481,12643.8,54675.89,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97533,,15 Minutes,7,93,10823.41,28978.81,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,36173.79,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,17714.84,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Health Services,,97804,,30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,1843
CMH for Central Michigan,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,New Patient Evaluation and Management,,99203,,Encounter,1,1,451.18,1804.72,1843
CMH for Central Michigan,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,634.99,1843
CMH for Central Michigan,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,1726.74,1843
CMH for Central Michigan,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Established Patient Evaluation and Management,,99211,,Encounter,1,1,163.44,7191.22,1843
CMH for Central Michigan,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Established Patient Evaluation and Management,,99212,,Encounter,9,9,1275.88,5812.34,1843
CMH for Central Michigan,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Established Patient Evaluation and Management,,99213,,Encounter,327,905,183035.22,1337876.23,1843
CMH for Central Michigan,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Established Patient Evaluation and Management,,99214,,Encounter,237,592,164675.52,1463720.56,1843
CMH for Central Michigan,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0,32435.35,1843
CMH for Central Michigan,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,90.86,545.16,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99222,,50 Minutes,17,19,2329.12,5761.52,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,209.49,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99231,,15 Minutes,9,39,1399.11,6636.81,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99232,,25 minutes,15,99,4870.87,15793.43,1843
CMH for Central Michigan,Additional Codes-Physician Services,,99233,,35 Minutes,4,7,747.71,2029.5,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,1843
CMH for Central Michigan,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99324,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99325,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99326,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99327,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99328,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99334,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99335,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99336,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99337,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99341,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99342,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99343,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99344,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99345,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99347,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99348,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99349,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment,,99350,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Medication Administration,,99506,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Medication Management,,99605,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0080,,Per mile,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0090,,Per mile,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0100,,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0110,,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0120,,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0130,,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0140,,Per one-way trip,0,0,0,0,1843
CMH for Central Michigan,Transportation,,A0170,,,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,1843
CMH for Central Michigan,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,1843
CMH for Central Michigan,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,5672.63,1843
CMH for Central Michigan,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,767.11,1843
CMH for Central Michigan,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Assessment ,,H0002,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,1843
CMH for Central Michigan,Crisis Residential Services,,H0018,,Day,0,0,0,133043.01,1843
CMH for Central Michigan,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,1843
CMH for Central Michigan,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,1843
CMH for Central Michigan,Assessment ,,H0031,,Encounter,993,1053,297085.72,1029220.04,1843
CMH for Central Michigan,Assessment for Autism,,H0031,U5,Encounter,1,1,1003.66,13047.6,1843
CMH for Central Michigan,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,201597.05,1843
CMH for Central Michigan,Treatment Planning,,H0032,,Encounter,839,1256,185353.57,758550.73,1843
CMH for Central Michigan,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,8,9,1556.82,13320.43,1843
CMH for Central Michigan,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,1843
CMH for Central Michigan,Health Services,,H0034,,15 Minutes,0,0,0,11006.48,1843
CMH for Central Michigan,Home Based Services,,H0036,,15 Minutes,359,26579,2140251.78,2646185.11,1843
CMH for Central Michigan,Home Based Services,,H0036,ST,15 Minutes,21,930,74887.47,74887.47,1843
CMH for Central Michigan,Peer Directed and Operated Support Services,,H0038,,15 minutes,0,0,0,142103.63,1843
CMH for Central Michigan,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,1843
CMH for Central Michigan,Assertive Community Treatment (ACT),,H0039,,15 Minutes,1,1,88.21,2559510.97,1843
CMH for Central Michigan,Community Living Supports in Independent living/own home,,H0043,,Per diem,0,0,0,5401051.93,1843
CMH for Central Michigan,Respite,,H0045,,Day,26,216,8906.02,40571.86,1843
CMH for Central Michigan,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Behavior Treatment Plan Review,,H2000,,Encounter,55,73,8649.04,18008.96,1843
CMH for Central Michigan,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,55,56,6634.88,10663.2,1843
CMH for Central Michigan,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,1843
CMH for Central Michigan,Crisis Intervention,,H2011,,15 Minutes,361,1633,197551.6,533982.1,1843
CMH for Central Michigan,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,51,3433,8089.18,1908801.75,1843
CMH for Central Michigan,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,1187808.14,1843
CMH for Central Michigan,Community Living Supports (15 Minutes),,H2015,,15 Minutes,6,7453,26684.8,11898592.68,1843
CMH for Central Michigan,Community Living Supports (Daily),,H2016,,Per Diem,0,0,0,17647096.16,1843
CMH for Central Michigan,Behavior Services,,H2019,,15 Minutes,47,1990,56112.7,372966.19,1843
CMH for Central Michigan,Behavior Services,,H2019,TT,15 Minutes,37,1966,55435.97,355568.44,1843
CMH for Central Michigan,Wraparound,,H2021,,15 Minutes,48,2146,286660.12,304559.68,1843
CMH for Central Michigan,Wraparound (SED Waiver),,H2022,,Day,15,138,37309.62,37309.62,1843
CMH for Central Michigan,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,1843
CMH for Central Michigan,Supported Employment Services,,H2023,,15 minutes,0,0,0,2184980.43,1843
CMH for Central Michigan,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,913484.53,1843
CMH for Central Michigan,Home Based Services,,H2033,,15 Minutes,34,5070,519392.3,534963.82,1843
CMH for Central Michigan,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,1843
CMH for Central Michigan,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,1843
CMH for Central Michigan,Telemedicine Facility Fee,,Q3014,GT,Per Service,235,805,20233.23,164530.13,1843
CMH for Central Michigan,Transportation,,S0209,,Per Mile,0,0,0,0,1843
CMH for Central Michigan,Transportation,,S0215,,Per Mile,2,2525,1421.37,1421.37,1843
CMH for Central Michigan,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,1843
CMH for Central Michigan,Family Training - EBP,,S5110,,15 Minutes,0,0,0,426.2,1843
CMH for Central Michigan,Family Training,,S5111,,Encounter,49,257,29793.12,36748.71,1843
CMH for Central Michigan,Family Training,,S5111,HA,Encounter,0,0,0,0,1843
CMH for Central Michigan,Family Training,,S5111,HM,Encounter,71,745,178495.68,231445.41,1843
CMH for Central Michigan,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,1301.92,1843
CMH for Central Michigan,Foster Care,,S5140,,Day,0,0,0,0,1843
CMH for Central Michigan,Foster Care,,S5145,,Day,0,0,0,0,1843
CMH for Central Michigan,Respite,,S5150,,15 Minutes,0,0,0,0,1843
CMH for Central Michigan,Respite,,S5151,,Per Diem,0,0,0,0,1843
CMH for Central Michigan,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,1652193.16,1843
CMH for Central Michigan,Environmental Modification ,,S5165,,Service,0,0,0,0,1843
CMH for Central Michigan,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,1843
CMH for Central Michigan,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Health Services,,S9445,,Encounter,0,0,0,77583.66,1843
CMH for Central Michigan,Health Services,,S9446,,Encounter,0,0,0,52653.07,1843
CMH for Central Michigan,Health Services,,S9470,,Encounter,0,0,0,0,1843
CMH for Central Michigan,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,1843
CMH for Central Michigan,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,1843
CMH for Central Michigan,Residential Room and Board,,S9976,,Day,0,0,0,25396.9,1843
CMH for Central Michigan,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,1843
CMH for Central Michigan,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,1843
CMH for Central Michigan,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,3646.71,1843
CMH for Central Michigan,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,111796.98,1843
