CMH Name,MIA Group Num,MIA Serv Num,FirstOfService Description,FirstOfRevenue Code,FirstOfModifier,FirstOfHCPCS Code,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Totals,FirstOfMIA Unique Consumers
Gogebic,37,37,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of tests,0,0,0,0,2347274,332
Gogebic,38,38,Outpatient Partial Hospitalization,0912,,,# of visits,0,0,0,0,2347274,332
Gogebic,39,39,Outpatient Partial Hospitalization,0913,,,Minutes,0,0,0,0,2347274,332
Gogebic,40,40,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Minutes,0,0,0,0,2347274,332
Gogebic,41,41,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Encounter,0,0,0,0,2347274,332
Gogebic,42,42,Additional Codes-ECT Anesthesia,,,00104,First 30 Minutes,0,0,0,0,2347274,332
Gogebic,43,43,Additional Codes-ECT Anesthesia,0901,,00104,15 Minutes,0,0,0,0,2347274,332
Gogebic,60,60,Drug Screen,,,80305,Encounter,0,0,0,0,2347274,332
Gogebic,61,61,Drug Screen,,,80306,Encounter,0,0,0,0,2347274,332
Gogebic,62,62,Drug Screen,,,80307,Encounter,0,0,0,0,2347274,332
Gogebic,63,63,Interactive Complexity - Add On Code,,,90785,Encounter,0,0,0,0,2347274,332
Gogebic,65,65,Substance Abuse - Interactive Complexity - Add On Code,,HF,90785,Encounter,0,0,0,0,2347274,332
Gogebic,66,66,Assessment,,,90791,Encounter,5,5,1566,1566,2347274,332
Gogebic,67,67,Substance Use: Assessment,,HF,90791,Encounter,0,0,0,0,2347274,332
Gogebic,69,69,Assessment,,,90792,30 Minutes,28,30,36819,60138,2347274,332
Gogebic,70,70,Substance Use: Assessment,,HF,90792,30 Minutes,0,0,0,0,2347274,332
Gogebic,72,72,Mental Health: Outpatient Care,,,90832,45 Minutes,13,28,3031,4330,2347274,332
Gogebic,73,73,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90832,45 Minutes,0,0,0,0,2347274,332
Gogebic,74,74,Assessment,,,90833,45 Minutes,0,0,0,0,2347274,332
Gogebic,75,75,Mental Health: Outpatient Care,,,90834,60 Minutes,27,65,10966,17377,2347274,332
Gogebic,76,76,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,90834,60 Minutes,0,0,0,0,2347274,332
Gogebic,77,77,Assessment,,,90836,60 Minutes,0,0,0,0,2347274,332
Gogebic,78,78,Mental Health: Outpatient Care,,,90837,First 30-74 Min.,40,300,66588,86564,2347274,332
Gogebic,79,79,Substance Use Disorder: Outpatient Care,,HF,90837,Each Additional 30 Minutes,0,0,0,0,2347274,332
Gogebic,80,80,Assessment,,,90838,Encounter,0,0,0,0,2347274,332
Gogebic,81,81,Psychotherapy for Crisis First 60 Minutes,,,90839,Encounter,0,0,0,0,2347274,332
Gogebic,82,82,Psychotherapy for Crisis Each Additional 30 Minutes,,,90840,Encounter,0,0,0,0,2347274,332
Gogebic,83,83,Therapy-Family Therapy,,,90846,Encounter,0,0,0,553,2347274,332
Gogebic,84,84,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90846,Encounter,0,0,0,0,2347274,332
Gogebic,85,85,Therapy-Family Therapy,,,90847,Encounter,1,5,1176,3999,2347274,332
Gogebic,86,86,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90847,Encounter,0,0,0,0,2347274,332
Gogebic,87,87,Therapy-Family Therapy,,,90849,Encounter,0,0,0,0,2347274,332
Gogebic,88,88,Therapy-Family Therapy,,HS,90849,Encounter,0,0,0,0,2347274,332
Gogebic,89,89,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90849,,0,0,0,0,2347274,332
Gogebic,90,90,Therapy-Group Therapy,,,90853,Encounter,18,142,8568,9292,2347274,332
Gogebic,91,91,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",HF,90853,Encounter,0,0,0,0,2347274,332
Gogebic,93,93,Additional Codes-ECT Physician,,,90870,Encounter,0,0,0,0,2347274,332
Gogebic,94,94,Additional Codes-ECT Physician,0901,,90870,Encounter,0,0,0,0,2347274,332
Gogebic,95,95,Assessments-Other,,,90887,Encounter,0,0,0,0,2347274,332
Gogebic,96,96,Speech & Language Therapy,,,92507,Encounter,0,0,0,0,2347274,332
Gogebic,97,97,Speech & Language Therapy,,,92508,Encounter,0,0,0,0,2347274,332
Gogebic,98,98,Speech & Language Therapy,,,92521,Encounter,0,0,0,0,2347274,332
Gogebic,99,99,Speech & Language Therapy,,,92522,Encounter,0,0,0,0,2347274,332
Gogebic,100,100,Speech & Language Therapy,,,92523,First Hour,0,0,0,0,2347274,332
Gogebic,101,101,Speech & Language Therapy,,,92524,Each Additional  30 Minutes,0,0,0,0,2347274,332
Gogebic,102,102,Speech & Language Therapy,,,92526,Encounter,0,0,0,0,2347274,332
Gogebic,103,103,Speech & Language Therapy,,,92607,Encounter,0,0,0,0,2347274,332
Gogebic,104,104,Speech & Language Therapy,,,92608,First Hour,0,0,0,0,2347274,332
Gogebic,105,105,Speech & Language Therapy,,,92609,Each Additional 15 Minutes,0,0,0,0,2347274,332
Gogebic,106,106,Speech & Language Therapy,,,92610,Encounter,0,0,0,0,2347274,332
Gogebic,111,111,"Assessments - Testing
(Note: code retired 12/31/18)",,,96101,Hour,0,0,0,0,2347274,332
Gogebic,113,113,"Assessments - Testing
(Note: code retired 12/31/18)",,,96102,Encounter,0,0,0,0,2347274,332
Gogebic,115,115,"Assessments - Testing
(Note: code retired 12/31/18)",,,96103,Encounter,0,0,0,0,2347274,332
Gogebic,116,116,Assessments-Other,,,96105,First Hour,0,0,0,0,2347274,332
Gogebic,117,117,Assessments-Other,,,96110,Each Additional 30 Minutes,0,0,0,0,2347274,332
Gogebic,118,118,"Assessments - Other
(Note: code retired 12/31/18)",,,96111,Per Hour,0,0,0,0,2347274,332
Gogebic,119,119,Assessments - Testing,,,96112,Per Hour,0,0,0,0,2347274,332
Gogebic,120,120,Assessments - Testing,,,96113,Hour,0,0,0,0,2347274,332
Gogebic,121,121,Neurobehavioral Status Exam,,,96116,Per Hour,0,0,0,0,2347274,332
Gogebic,122,122,"Assessments - Testing
(Note: code retired 12/31/18)",,,96118,Hour,0,0,0,0,2347274,332
Gogebic,124,124,"Assessments - Testing
(Note: code retired 12/31/18)",,,96119,Each Additional Hour,0,0,0,0,2347274,332
Gogebic,126,126,"Assessments - Testing
(Note: code retired 12/31/18)",,,96120,First Hour,0,0,0,0,2347274,332
Gogebic,127,127,Assessments - Testing,,,96121,First Hour,0,0,0,0,2347274,332
Gogebic,128,128,Assessments-Other,,,96127,Each Additional Hour,0,0,0,0,2347274,332
Gogebic,129,129,Assessments - Testing,,,96130,Each Additional Hour,0,0,0,0,2347274,332
Gogebic,131,131,Assessments - Testing,,,96131,First Hour,0,0,0,276,2347274,332
Gogebic,133,133,Assessments - Testing,,,96132,Each Additional Hour,0,0,0,0,2347274,332
Gogebic,135,135,Assessments - Testing,,,96133,First 30 Minutes,0,0,0,0,2347274,332
Gogebic,137,137,Assessments - Testing,,,96136,Each Additional 30 Minutes,0,0,0,663,2347274,332
Gogebic,139,139,Assessments - Testing,,,96137,Each Additional 30 Minutes,0,0,0,1821,2347274,332
Gogebic,141,141,Assessments - Testing,,,96138,Encounter,0,0,0,0,2347274,332
Gogebic,142,142,Assessments - Testing,,,96139,15 Minutes,0,0,0,0,2347274,332
Gogebic,143,143,Assessments - Testing,,,96146,15 Minutes,0,0,0,0,2347274,332
Gogebic,144,144,Medication Administration,,,96372,15 Minutes,21,224,40211,49546,2347274,332
Gogebic,145,145,Occupational or Physical Therapy,,,97110,15 Minutes,0,0,0,0,2347274,332
Gogebic,146,146,Occupational or Physical Therapy,,,97112,15 Minutes,0,0,0,0,2347274,332
Gogebic,147,147,Occupational or Physical Therapy,,,97113,15 Minutes,0,0,0,0,2347274,332
Gogebic,148,148,Occupational or Physical Therapy,,,97116,Encounter,0,0,0,0,2347274,332
Gogebic,149,149,Occupational or Physical Therapy,,,97124,15 Minutes,0,0,0,0,2347274,332
Gogebic,150,150,Occupational or Physical Therapy,,,97140,15 Minutes,0,0,0,0,2347274,332
Gogebic,151,151,Occupational or Physical Therapy,,,97150,15 Minutes,0,0,0,0,2347274,332
Gogebic,159,159,Physical Therapy,,,97161,Encounter,0,0,0,0,2347274,332
Gogebic,160,160,Physical Therapy,,,97162,Encounter,0,0,0,0,2347274,332
Gogebic,161,161,Physical Therapy,,,97163,Encounter,0,0,0,0,2347274,332
Gogebic,162,162,Physical Therapy,,,97164,Encounter,0,0,0,0,2347274,332
Gogebic,163,163,Occupational Therapy,,,97165,Encounter,0,0,0,694,2347274,332
Gogebic,164,164,Occupational Therapy,,,97166,15 Minutes,0,0,0,0,2347274,332
Gogebic,165,165,Occupational Therapy,,,97167,15 Minutes,0,0,0,0,2347274,332
Gogebic,166,166,Occupational Therapy,,,97168,15 Minutes,0,0,0,0,2347274,332
Gogebic,167,167,Occupational or Physical Therapy,,,97530,15 Minutes,0,0,0,0,2347274,332
Gogebic,168,168,Occupational or Physical Therapy,,,97533,15 Minutes,0,0,0,0,2347274,332
Gogebic,169,169,Occupational or Physical Therapy,,,97535,15 Minutes,0,0,0,0,2347274,332
Gogebic,170,170,Occupational or Physical Therapy,,,97537,15 Minutes,0,0,0,0,2347274,332
Gogebic,171,171,Occupational or Physical Therapy,,,97542,15 Minutes,0,0,0,0,2347274,332
Gogebic,172,172,Occupational or Physical Therapy,,,97750,15 Minutes,0,0,0,0,2347274,332
Gogebic,173,173,Occupational Therapy,,,97755,15 Minutes,0,0,0,0,2347274,332
Gogebic,174,174,Occupational or Physical Therapy,,,97760,15 Minutes,0,0,0,0,2347274,332
Gogebic,176,176,Occupational or Physical Therapy,,,97763,30 Minutes,0,0,0,0,2347274,332
Gogebic,177,177,Assessment or Health Services,,,97802,Encounter,0,0,0,0,2347274,332
Gogebic,178,178,Assessment or Health Services,,,97803,Encounter,0,0,0,0,2347274,332
Gogebic,179,179,Health Services,,,97804,Encounter,0,0,0,0,2347274,332
Gogebic,180,180,Substance Use Disorder: Acupuncture,,,97810,Encounter,0,0,0,0,2347274,332
Gogebic,181,181,Substance Use Disorder: Acupuncture,,,97811,Encounter,0,0,0,0,2347274,332
Gogebic,182,182,New Patient Evaluation and Management,,,99201,Encounter,0,0,0,0,2347274,332
Gogebic,183,183,Substance Use Disorder: New Patient Evaluation and Management,,HF,99201,Encounter,0,0,0,0,2347274,332
Gogebic,184,184,New Patient Evaluation and Management,,,99202,Encounter,0,0,0,0,2347274,332
Gogebic,185,185,Substance Use Disorder: New Patient Evaluation and Management,,HF,99202,Encounter,0,0,0,0,2347274,332
Gogebic,186,186,New Patient Evaluation and Management,,,99203,Encounter,0,0,0,0,2347274,332
Gogebic,187,187,Substance Use Disorder: New Patient Evaluation and Management,,HF,99203,Encounter,0,0,0,0,2347274,332
Gogebic,188,188,New Patient Evaluation and Management,,,99204,Encounter,0,0,0,0,2347274,332
Gogebic,189,189,Substance Use Disorder: New Patient Evaluation and Management,,HF,99204,Encounter,0,0,0,0,2347274,332
Gogebic,190,190,New Patient Evaluation and Management,,,99205,Encounter,0,0,0,0,2347274,332
Gogebic,191,191,Substance Use Disorder: New Patient Evaluation and Management,,HF,99205,Encounter,0,0,0,0,2347274,332
Gogebic,192,192,Established Patient Evaluation and Management,,,99211,Encounter,0,0,0,0,2347274,332
Gogebic,193,193,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99211,Encounter,0,0,0,0,2347274,332
Gogebic,194,194,Established Patient Evaluation and Management,,,99212,Encounter,13,32,4219,10019,2347274,332
Gogebic,195,195,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99212,Encounter,0,0,0,0,2347274,332
Gogebic,196,196,Established Patient Evaluation and Management,,,99213,Encounter,4,6,2158,4317,2347274,332
Gogebic,197,197,Sustance Abuse: Established Patient Evaluation and Management,,HF,99213,Encounter,0,0,0,0,2347274,332
Gogebic,198,198,Established Patient Evaluation and Management,,,99214,Encounter,125,453,247367,372416,2347274,332
Gogebic,199,199,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99214,30 Minutes,0,0,0,0,2347274,332
Gogebic,200,200,Established Patient Evaluation and Management,,,99215,50 Minutes,18,40,33985,48429,2347274,332
Gogebic,201,201,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99215,70 Minutes,0,0,0,0,2347274,332
Gogebic,202,202,Additional Codes-Physician Services,,,99221,15 Minutes,0,0,0,0,2347274,332
Gogebic,203,203,Additional Codes-Physician Services,,,99222,25 minutes,1,2,272,272,2347274,332
Gogebic,204,204,Additional Codes-Physician Services,,,99223,35 Minutes,0,0,0,0,2347274,332
Gogebic,205,205,Additional Codes-Physician Services,,,99224,15 Minutes,0,0,0,0,2347274,332
Gogebic,206,206,Additional Codes-Physician Services,,,99225,25 minutes,0,0,0,0,2347274,332
Gogebic,207,207,Additional Codes-Physician Services,,,99226,35 Minutes,0,0,0,0,2347274,332
Gogebic,208,208,Additional Codes-Physician Services,,,99231,<= 30 Minutes,0,0,0,0,2347274,332
Gogebic,209,209,Additional Codes-Physician Services,,,99232,> 30 Minutes,1,20,1440,1440,2347274,332
Gogebic,210,210,Additional Codes-Physician Services,,,99233,15 Minutes,0,0,0,0,2347274,332
Gogebic,211,211,Additional Codes-Physician Services,,,99238,30 Minutes,0,0,0,0,2347274,332
Gogebic,212,212,Additional Codes-Physician Services,,,99239,40 Minutes,1,1,106,106,2347274,332
Gogebic,213,213,Substance Use Disorder: Physician Consultations,,HF,99241,60 Minutes,0,0,0,0,2347274,332
Gogebic,214,214,Substance Use Disorder: Physician Consultations,,HF,99242,80 Minutes,0,0,0,0,2347274,332
Gogebic,215,215,Substance Use Disorder: Physician Consultations,,HF,99243,20 Minutes,0,0,0,0,2347274,332
Gogebic,216,216,Substance Use Disorder: Physician Consultations,,HF,99244,40 Minutes,0,0,0,0,2347274,332
Gogebic,217,217,Substance Use Disorder: Physician Consultations,,HF,99245,55 Minutes,0,0,0,0,2347274,332
Gogebic,218,218,Substance Use Disorder: Physician Consultations,,HF,99251,80 Minutes,0,0,0,0,2347274,332
Gogebic,219,219,Substance Use Disorder: Physician Consultations,,HF,99252,110 Minutes,0,0,0,0,2347274,332
Gogebic,220,220,Substance Use Disorder: Physician Consultations,,HF,99253,25 minutes,0,0,0,0,2347274,332
Gogebic,221,221,Substance Use Disorder: Physician Consultations,,HF,99254,35 Minutes,0,0,0,0,2347274,332
Gogebic,222,222,Substance Use Disorder: Physician Consultations,,HF,99255,45 Minutes,0,0,0,0,2347274,332
Gogebic,223,223,Nursing Facility Services evaluation and management,,,99304,10 Minutes,0,0,0,0,2347274,332
Gogebic,224,224,Nursing Facility Services evaluation and management,,,99305,15 Minutes,0,0,0,0,2347274,332
Gogebic,225,225,Nursing Facility Services evaluation and management,,,99306,25 minutes,0,0,0,0,2347274,332
Gogebic,226,226,Nursing Facility Services evaluation and management,,,99307,35 Minutes,0,0,0,0,2347274,332
Gogebic,227,227,Nursing Facility Services evaluation and management,,,99308,Encounter,0,0,0,0,2347274,332
Gogebic,228,228,Nursing Facility Services evaluation and management,,,99309,Encounter,0,0,0,0,2347274,332
Gogebic,229,229,Nursing Facility Services evaluation and management,,,99310,Encounter,0,0,0,0,2347274,332
Gogebic,230,230,Assessment,,,99324,Encounter,0,0,0,0,2347274,332
Gogebic,231,231,Assessment,,,99325,Encounter,0,0,0,0,2347274,332
Gogebic,232,232,Assessment,,,99326,Encounter,0,0,0,0,2347274,332
Gogebic,233,233,Assessment,,,99327,Encounter,0,0,0,0,2347274,332
Gogebic,234,234,Assessment,,,99328,Encounter,0,0,0,0,2347274,332
Gogebic,235,235,Assessment,,,99334,Encounter,1,1,727,727,2347274,332
Gogebic,236,236,Assessment,,,99335,Encounter,1,1,727,727,2347274,332
Gogebic,237,237,Assessment,,,99336,Encounter,0,0,0,0,2347274,332
Gogebic,238,238,Assessment,,,99337,Encounter,0,0,0,0,2347274,332
Gogebic,239,239,Assessment,,,99341,Encounter,0,0,0,0,2347274,332
Gogebic,240,240,Assessment,,,99342,Encounter,0,0,0,0,2347274,332
Gogebic,241,241,Assessment,,,99343,Encounter,0,0,0,0,2347274,332
Gogebic,242,242,Assessment,,,99344,Encounter,0,0,0,0,2347274,332
Gogebic,243,243,Assessment,,,99345,Encounter,0,0,0,0,2347274,332
Gogebic,244,244,Assessment,,,99347,Encounter,0,0,0,0,2347274,332
Gogebic,245,245,Assessment,,,99348,Encounter,0,0,0,0,2347274,332
Gogebic,246,246,Assessment,,,99349,15 Minutes,0,0,0,0,2347274,332
Gogebic,247,247,Assessment,,,99350,Per mile,0,0,0,0,2347274,332
Gogebic,248,248,Medication Administration,,,99506,Per mile,0,0,0,0,2347274,332
Gogebic,249,249,Medication Management,,,99605,Per one-way trip,0,0,0,0,2347274,332
Gogebic,250,250,Transportation,,,A0080,Per one-way trip,0,0,0,0,2347274,332
Gogebic,251,251,Transportation,,,A0090,Per one-way trip,0,0,0,0,2347274,332
Gogebic,252,252,Transportation,,,A0100,Per one-way trip,0,0,0,0,2347274,332
Gogebic,253,253,Substance Use Disorder: Transportation,,HF,A0100,Per one-way trip,0,0,0,0,2347274,332
Gogebic,254,254,Transportation,,,A0110,Per one-way trip,0,0,0,0,2347274,332
Gogebic,255,255,Substance Use Disorder: Transportation,,HF,A0110,Per one-way trip,0,0,0,0,2347274,332
Gogebic,256,256,Transportation,,,A0120,,0,0,0,0,2347274,332
Gogebic,257,257,Transportation,,,A0130,Per Mile,0,0,0,0,2347274,332
Gogebic,258,258,Transportation,,,A0140,Refer to code descriptions.,0,0,0,0,2347274,332
Gogebic,259,259,Transportation,,,A0170,Item,0,0,0,0,2347274,332
Gogebic,260,260,Additional Codes-Transportation,,,A0425,Encounter,0,0,0,0,2347274,332
Gogebic,261,261,Additional Codes-Transportation,,,A0427,Encounter Session at least 45 min,0,0,0,0,2347274,332
Gogebic,262,262,Enhanced Medical Equipment-Supplies,,,E1399,15 Minutes,0,0,0,0,2347274,332
Gogebic,264,264,Family Training/Support EBP only,,,G0177,Encounter,0,0,0,0,2347274,332
Gogebic,265,265,Substance Use Disorder: Recovery Support Services,,,G0409,Encounter,0,0,0,0,2347274,332
Gogebic,266,266,Occupational Therapy,,,G0515,Encounter,0,0,0,0,2347274,332
Gogebic,267,267,Substance Use Disorder: Individual Assessment,,,H0001,15 Minutes,0,0,0,0,2347274,332
Gogebic,268,268,Assessment,,,H0002,Encounter,5,5,1105,1326,2347274,332
Gogebic,269,269,Substance Use Disorder: Laboratory,,,H0003,Encounter,0,0,0,0,2347274,332
Gogebic,270,270,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0004,Day,0,0,0,0,2347274,332
Gogebic,271,271,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0005,Day,0,0,0,0,2347274,332
Gogebic,272,272,Substance Use Disorder: Case Management,,,H0006,Day,0,0,0,0,2347274,332
Gogebic,273,273,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0010,Day,0,0,0,0,2347274,332
Gogebic,274,274,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0012,Day,0,0,0,0,2347274,332
Gogebic,275,275,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0014,Day,0,0,0,0,2347274,332
Gogebic,276,276,Substance Use Disorder: Outpatient Care,0906,,H0015,Day,0,0,0,0,2347274,332
Gogebic,277,277,Crisis Residential Services,,,H0018,Encounter,1,4,2170,2170,2347274,332
Gogebic,278,278,Substance Use Disorder: Residential,1002,HF,H0018,Encounter,0,0,0,0,2347274,332
Gogebic,279,279,Substance Use Disorder: Residential,1002,HF,H0019,Encounter,0,0,0,0,2347274,332
Gogebic,280,280,Substance Use Disorder: Methadone,,,H0020,Encounter,0,0,0,0,2347274,332
Gogebic,281,281,Substance Use Disorder: Early Intervention,,,H0022,Face to Face Contact,0,0,0,0,2347274,332
Gogebic,282,282,Peer Directed and Operated Support Services,,,H0023,Encounter,17,357,30701,65873,2347274,332
Gogebic,283,283,Substance Use Disorder: Recovery Support Services,,HF,H0023,Encounter,0,0,0,0,2347274,332
Gogebic,284,284,Prevention Services - Direct Model,,,H0025,,0,0,0,0,2347274,332
Gogebic,285,285,Assessment,,,H0031,Encounter,37,38,11860,19975,2347274,332
Gogebic,287,287,Support Intensity Scale (SIS) Face-to-Face Assessment,,HW,H0031,Direct Observation Encounter,0,0,0,0,2347274,332
Gogebic,288,288,Treatment Planning,,,H0032,15 Minutes,71,77,12546,29980,2347274,332
Gogebic,289,289,Monitoring of Treatment - Clinician,,TS,H0032,15 Minutes,0,0,0,5347,2347274,332
Gogebic,290,290,Substance Use Disorder: Pharmalogical Support - Suboxane,,,H0033,15 Minutes,0,0,0,0,2347274,332
Gogebic,291,291,Health Services,,,H0034,15 minutes,0,0,0,0,2347274,332
Gogebic,292,292,Home Based Services,,,H0036,15 Minutes,8,1344,114047,413591,2347274,332
Gogebic,293,293,Home Based Services,,ST,H0036,15 Minutes,0,0,0,1226,2347274,332
Gogebic,294,294,Peer Directed and Operated Support Services,,,H0038,,21,1753,40170,43584,2347274,332
Gogebic,295,295,Peer Directed and Operated Support Services,,TJ,H0038,15 Minutes,0,0,0,1696,2347274,332
Gogebic,296,296,Substance Use Disorder: Recovery Support Services,,HF,H0038,15 Minutes,0,0,0,0,2347274,332
Gogebic,297,297,Peer Directed and Operated Support Services,,,NA,Per Diem,0,0,0,0,2347274,332
Gogebic,298,298,Assertive Community Treatment (ACT),,,H0039,Per Diem,29,2919,391191,401510,2347274,332
Gogebic,299,299,Assertive Community Treatment (ACT),,TG,H0039,Per Diem,4,55,7371,7371,2347274,332
Gogebic,300,300,Community Living Supports in Independent living/own home,,,H0043,Per Diem,0,0,0,0,2347274,332
Gogebic,301,301,Community Living Supports in Independent living/own home,,TF,H0043,Per Diem,0,0,0,0,2347274,332
Gogebic,302,302,Community Living Supports in Independent living/own home,,TG,H0043,Per Diem,0,0,0,0,2347274,332
Gogebic,303,303,Community Living Supports in Independent living/own home,,TT,H0043,Day,0,0,0,0,2347274,332
Gogebic,304,304,Community Living Supports in Independent living/own home,,TF/TT,H0043,Encounter,0,0,0,0,2347274,332
Gogebic,305,305,Community Living Supports in Independent living/own home,,TG/TT,H0043,Encounter,0,0,0,0,2347274,332
Gogebic,306,306,Respite,,,H0045,15 Minutes,0,0,0,1513,2347274,332
Gogebic,307,307,Peer Directed and Operated Support Services,,,H0046,Encounter,0,0,0,0,2347274,332
Gogebic,308,308,Substance Use Disorder: Laboratory,,,H0048,Encounter,0,0,0,0,2347274,332
Gogebic,309,309,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0050,15 minutes,0,0,0,0,2347274,332
Gogebic,310,310,Behavior Treatment Plan Review,,,H2000,15 Minutes,0,0,0,15202,2347274,332
Gogebic,311,311,Behavior Treatment Plan Review - Monitoring Activities,,TS,H2000,15 Minutes,0,0,0,5296,2347274,332
Gogebic,312,312,Comprehensive Medication Services - EBP only,,,H2010,15 Minutes,0,0,0,0,2347274,332
Gogebic,313,313,Crisis Intervention,,,H2011,15 Minutes,135,702,101884,128443,2347274,332
Gogebic,314,314,Crisis Intervention,,HB,H2011,15 Minutes,0,0,0,0,2347274,332
Gogebic,315,315,Crisis Intervention,,HC,H2011,15 minutes,0,0,0,0,2347274,332
Gogebic,316,316,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,HF,H2011,15 Minutes,0,0,0,0,2347274,332
Gogebic,317,317,Crisis Intervention,,TJ,H2011,15 Minutes,0,0,0,0,2347274,332
Gogebic,318,318,Skill-Building and Out of Home Non Vocational Habilitation,,,H2014,15 Minutes,0,0,0,310598,2347274,332
Gogebic,319,319,Out of Home Non Vocational Habilitation,,HK,H2014,Per Diem,0,0,0,0,2347274,332
Gogebic,320,320,Community Living Supports (15 Minutes),,,H2015,15 Minutes,54,2124,22750,293704,2347274,332
Gogebic,321,321,Community Living Supports (15 Minutes),,TT,H2015,15 Minutes,13,28,300,34682,2347274,332
Gogebic,322,322,Community Living Supports (Daily),,,H2016,15 Minutes,3,702,86993,1120258,2347274,332
Gogebic,323,323,Behavior Services,,,H2019,Day,0,0,0,0,2347274,332
Gogebic,324,324,Behavior Services,,TT,H2019,Day,0,0,0,0,2347274,332
Gogebic,325,325,Wraparound,,,H2021,15 minutes,0,0,0,18309,2347274,332
Gogebic,326,326,Wraparound (SED Waiver),,,H2022,15 Minutes,0,0,0,0,2347274,332
Gogebic,327,327,Wraparound (SED Waiver),,TT,H2022,15 Minutes,0,0,0,0,2347274,332
Gogebic,328,328,Supported Employment Services,,,H2023,15 Minutes,6,282,11214,59370,2347274,332
Gogebic,329,329,Mental Health Therapy,,,H2027,15 Minutes,0,0,0,0,2347274,332
Gogebic,330,330,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",HF,H2027,Day,0,0,0,0,2347274,332
Gogebic,331,331,Clubhouse Psychosocial Rehabilitation Programs,,,H2030,Hour,0,0,0,0,2347274,332
Gogebic,332,332,Home Based Services,,,H2033,Per Diem,0,0,0,0,2347274,332
Gogebic,333,333,Substance Use Disorder: Recovery Housing,,,H2034,15 Minutes,0,0,0,0,2347274,332
Gogebic,334,334,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2035,Per Service,0,0,0,0,2347274,332
Gogebic,335,335,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2036,Per Mile,0,0,0,0,2347274,332
Gogebic,337,337,Telemedicine Facility Fee,,GT,Q3014,Per Mile,144,468,6157,8972,2347274,332
Gogebic,338,338,Transportation,,,S0209,15 Minutes,0,0,0,0,2347274,332
Gogebic,339,339,Transportation,,,S0215,Encounter,0,0,0,0,2347274,332
Gogebic,340,340,Substance Use Disorder: Transportation,,HF,S0215,Encounter,0,0,0,0,2347274,332
Gogebic,341,341,Family Training - EBP,,,S5110,Encounter,0,0,0,0,2347274,332
Gogebic,342,342,Family Training,,,S5111,Encounter,0,0,0,13582,2347274,332
Gogebic,343,343,Family Training,,HA,S5111,Day,0,0,0,0,2347274,332
Gogebic,344,344,Family Training,,HM,S5111,Day,0,0,0,86227,2347274,332
Gogebic,346,346,Foster Care,,,S5140,Per Diem,0,0,0,0,2347274,332
Gogebic,347,347,Foster Care,,,S5145,Encounter,0,0,0,0,2347274,332
Gogebic,348,348,Respite,,,S5150,Month,0,0,0,0,2347274,332
Gogebic,349,349,Respite,,,S5151,Service,0,0,0,0,2347274,332
Gogebic,350,350,Personal Emergency Response System (PERS),,,S5160,Item,0,0,0,0,2347274,332
Gogebic,351,351,Personal Emergency Response System (PERS),,,S5161,Encounter,0,0,0,0,2347274,332
Gogebic,352,352,Environmental Modification,,,S5165,Hour,0,0,0,179,2347274,332
Gogebic,353,353,Enhanced Medical Equipment-Supplies,,,S5199,Hour,0,0,0,82,2347274,332
Gogebic,354,354,Occupational or Physical Therapy,,,S8990,Hour,0,0,0,25219,2347274,332
Gogebic,361,361,Health Services,,,S9445,15 minutes,0,0,0,0,2347274,332
Gogebic,362,362,Health Services,,,S9446,Hour,0,0,0,0,2347274,332
Gogebic,363,363,Health Services,,,S9470,Hour,0,0,0,0,2347274,332
