"CMH Name","MIA Group Num","MIA Serv Num","FirstOfService Description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIA-Cases","SumOfMIA-Units","SumOfMIA-Cost","SumOfOther Cost","FirstOfMIA Totals","FirstOfMIA Unique Consumers"
"Gogebic",292,292,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",293,293,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",53.00,2959.00,32215.57,343004.91,2009835.11,322.00
"Gogebic",294,294,"Community Living Supports (15 Minutes)",,"TT","H2015","15 Minutes",11.00,17.00,185.08,36385.41,2009835.11,322.00
"Gogebic",295,295,"Community Living Supports (Daily)",,,"H2016","Per Diem",6.00,1025.00,95739.93,961135.51,2009835.11,322.00
"Gogebic",296,296,"Behavior Services",,,"H2019","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",297,297,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",298,298,"Wraparound",,,"H2021","15 Minutes",0.00,0.00,0.00,26934.03,2009835.11,322.00
"Gogebic",299,299,"Wraparound (SED Waiver)",,,"H2022","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",300,300,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",301,301,"Supported Employment Services",,,"H2023","15 minutes",10.00,272.00,8778.51,49088.64,2009835.11,322.00
"Gogebic",302,302,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",303,303,"Substance Use Disorder: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",304,304,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",305,305,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",306,306,"Substance Use Disorder: Recovery Housing",,,"H2034","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",307,307,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",308,308,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",310,310,"Telemedicine Facility Fee",,"GT","Q3014","Per Service",130.00,507.00,6692.40,10282.80,2009835.11,322.00
"Gogebic",311,311,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",312,312,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",313,313,"Substance Use Disorder: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",314,314,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",315,315,"Family Training",,,"S5111","Encounter",0.00,0.00,0.00,4853.29,2009835.11,322.00
"Gogebic",316,316,"Family Training",,"HA","S5111","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",317,317,"Family Training",,"HM","S5111","Encounter",0.00,0.00,0.00,82182.48,2009835.11,322.00
"Gogebic",319,319,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",320,320,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",321,321,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",322,322,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",323,323,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",324,324,"Personal Emergency Response System (PERS)",,,"S5161","Month",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",325,325,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",326,326,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,253.09,2009835.11,322.00
"Gogebic",327,327,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,22503.23,2009835.11,322.00
"Gogebic",334,334,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",335,335,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",336,336,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",337,337,"Prevention Services - Direct Model",,,"S9482","15 minutes",1.00,51.00,3829.76,29661.84,2009835.11,322.00
"Gogebic",338,338,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",339,339,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",340,340,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",341,341,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",342,342,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",343,343,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",344,344,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",345,345,"Assessment",,,"T1001","Encounter",2.00,2.00,622.65,7471.83,2009835.11,322.00
"Gogebic",346,346,"Health Services",,,"T1002","Up to 15 min",0.00,0.00,0.00,155.66,2009835.11,322.00
"Gogebic",347,347,"Respite Care",,,"T1005","15 Minutes",0.00,0.00,0.00,57023.88,2009835.11,322.00
"Gogebic",348,348,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",349,349,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",350,350,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,109.02,2009835.11,322.00
"Gogebic",351,351,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",352,352,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",353,353,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",354,354,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",355,355,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",54.00,1272.00,81292.62,394959.44,2009835.11,322.00
"Gogebic",356,356,"Targeted Case Management ",,,"T1017","15 minutes",116.00,4268.00,280032.53,394394.46,2009835.11,322.00
"Gogebic",357,357,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",2.00,25.00,1640.30,1640.30,2009835.11,322.00
"Gogebic",358,358,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",6.00,1025.00,156560.77,1571564.71,2009835.11,322.00
"Gogebic",359,359,"Assessments",,,"T1023","Encounter",57.00,78.00,25890.56,31865.30,2009835.11,322.00
"Gogebic",360,360,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",361,361,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,5298.46,2009835.11,322.00
"Gogebic",362,362,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",363,363,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",364,364,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",365,365,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",366,366,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",367,367,"Substance Use Disorder: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",368,368,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",369,369,"Substance Use Disorder: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",370,370,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",371,371,"Substance Use Disorder: Transportation",,"HF","T2005","Encounter",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",372,372,"Out of Home Prevocational Service",,,"T2015","Hour",0.00,0.00,0.00,21915.91,2009835.11,322.00
"Gogebic",374,374,"Prevention Services - Direct Model ",,,"T2024",,0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",375,375,"Fiscal Intermediary Services",,,"T2025","Month",0.00,0.00,0.00,7384.16,2009835.11,322.00
"Gogebic",376,376,"Enhanced Medical Equipment-Supplies",,,"T2028","Item",0.00,0.00,0.00,380.98,2009835.11,322.00
"Gogebic",377,377,"Enhanced Medical Equipment-Supplies",,,"T2029","Item",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",378,378,"Respite Care",,,"T2036","Per session. One night = one session",0.00,0.00,0.00,118.81,2009835.11,322.00
"Gogebic",379,379,"Respite Care",,,"T2037","Per session. One day/partial day = one session",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",380,380,"Housing Assistance",,,"T2038","Service",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",381,381,"Enhanced Medical Equipment-Supplies",,,"T2039","Item",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",382,382,"Goods and Services ",,"HK","T5999","Per Item",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",383,383,"Wraparound Services",,,"T5999","Per Item",0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",384,384,"Pharmacy (Drugs and Other Biologicals)",,,,,0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",385,385,"Other",,,,,0.00,0.00,0.00,0.00,2009835.11,322.00
"Gogebic",386,386,"Aggregate for 'J' Codes",,,"ALL",,0.00,0.00,0.00,0.00,2009835.11,322.00
"Gratiot",3,3,"Local Psychiatric Hospital/IMD PT68 
bundled per diem","0100","PT68",,"Day",10.00,73.00,176381.00,653453.00,2981054.00,2681.00
"Gratiot",4,4,"Local Psychiatric Hospital/IMD PT68
bundled per diem","0100","PT68",,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",5,5,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,22022.00,2981054.00,2681.00
"Gratiot",6,6,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",7,7,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",97.00,823.00,518010.00,560861.00,2981054.00,2681.00
"Gratiot",8,8,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",9,9,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",15.00,104.00,57864.00,101262.00,2981054.00,2681.00
"Gratiot",10,10,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",12,12,"Local Psychiatric Hospital/IMD",,"PT68",,"Amount",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",13,13,"Local Psychiatric Hospital/Acute Community",,"PT73",,"Amount",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",16,16,"Inpatient Hospital Ancillary Services - Room and Board","0144",,,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",17,17,"Inpatient Hospital Ancillary Services - Leave of Absence","0183",,,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",18,18,"Inpatient Hospital Ancillary Services - Pharmacy","0250-0254, 0257-0258 ",,,,0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",19,19,"Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices","0270-0272",,,"# of items",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",20,20,"Inpatient Hospital Ancillary Services - Laboratory","0300-0302, 0305-0307",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",21,21,"Inpatient Hospital Ancillary Services - Radiology","0320",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",22,22,"ECT Anesthesia","0370",,,,0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",23,23,"Inpatient Hospital Ancillary Services - Respiratory Services","0410",,,"# of treatments",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",24,24,"Inpatient Hospital Ancillary Services -Physical Therapy","0420-0424",,,"# of treatments",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",25,25,"Inpatient Hospital Ancillary Services - Occupational Therapy","0430-0434",,,"# of treatments",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",26,26,"Inpatient Hospital Ancillary Services - Speech-Language Pathology","0440-0444",,,"# of treatments",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",27,27,"Inpatient Hospital Ancillary Services - Emergency Room","0450",,,"# of visits",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",28,28,"Inpatient Hospital Ancillary Services - Pulmonary Function","0460",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",29,29,"Inpatient Hospital Ancillary Services - Audiology","0470-0472",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",30,30,"Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT)","0610-0611",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",31,31,"Inpatient Hospital Ancillary Services - Pharmacy","0636",,,"# of units",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",32,32,"ECT Recovery Room","0710",,,,0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",33,33,"Inpatient Hospital Ancillary Services -EKG/ECG","0730-0731",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",34,34,"Inpatient Hospital Ancillary Services - EEG","0740",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",35,35,"Crisis Observation Care","0762",,,"Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",36,36,"Additional Codes-ECT Facility Charge","0901",,,"Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",37,37,"Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services","0900, 0902-0904, 0911, 0914-0919",,,"# of visits",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",38,38,"Outpatient Partial Hospitalization","0912",,,"Day",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",39,39,"Outpatient Partial Hospitalization","0913",,,"Day",18.00,119.00,61999.00,61999.00,2981054.00,2681.00
"Gratiot",40,40,"Inpatient Hospital Ancillary Services - Other Diagnosis Services","0925",,,"# of tests",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",41,41,"Inpatient Hospital Ancillary Services - Other Therapeutic Services","0940-0942",,,"# of visits",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",42,42,"Additional Codes-ECT Anesthesia",,,"00104","Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",43,43,"Additional Codes-ECT Anesthesia","0901",,"00104","Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",58,58,"Drug Screen",,,"80305","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",59,59,"Drug Screen",,,"80306","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",60,60,"Drug Screen",,,"80307","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",61,61,"Interactive Complexity - Add On Code",,,"90785","Encounter",0.00,0.00,0.00,6982.00,2981054.00,2681.00
"Gratiot",63,63,"Substance Abuse - Interactive Complexity - Add On Code",,"HF","90785","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",64,64,"Assessment",,,"90791
","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",65,65,"Substance Use: Assessment",,"HF","90791","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",67,67,"Assessment",,,"90792","Encounter",71.00,71.00,21658.00,33250.00,2981054.00,2681.00
"Gratiot",68,68,"Substance Use: Assessment",,"HF","90792","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",70,70,"Mental Health: Outpatient Care",,,"90832","30 Minutes",63.00,105.00,12659.00,22303.00,2981054.00,2681.00
"Gratiot",71,71,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90832","30 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",72,72,"Assessment",,,"90833","30 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",73,73,"Mental Health: Outpatient Care",,,"90834","45 Minutes",108.00,415.00,57462.00,131124.00,2981054.00,2681.00
"Gratiot",74,74,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","90834","45 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",75,75,"Assessment",,,"90836","45 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",76,76,"Mental Health: Outpatient Care",,,"90837","60 Minutes",190.00,1131.00,226076.00,274649.00,2981054.00,2681.00
"Gratiot",77,77,"Substance Use Disorder: Outpatient Care",,"HF","90837","60 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",78,78,"Assessment",,,"90838","60 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",79,79,"Psychotherapy for Crisis First 60 Minutes",,,"90839","First 30-74 Min.",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",80,80,"Psychotherapy for Crisis Each Additional 30 Minutes",,,"90840","Each Additional 30 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",81,81,"Therapy-Family Therapy",,,"90846","Encounter",0.00,0.00,0.00,6049.00,2981054.00,2681.00
"Gratiot",82,82,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90846","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",83,83,"Therapy-Family Therapy",,,"90847","Encounter",0.00,0.00,0.00,1382.00,2981054.00,2681.00
"Gratiot",84,84,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90847","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",85,85,"Therapy-Family Therapy",,,"90849","Encounter",0.00,0.00,0.00,3769.00,2981054.00,2681.00
"Gratiot",86,86,"Therapy-Family Therapy",,"HS","90849","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",87,87,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90849","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",88,88,"Therapy-Group Therapy",,,"90853","Encounter",16.00,91.00,7395.00,8126.00,2981054.00,2681.00
"Gratiot",89,89,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919","HF","90853","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",91,91,"Additional Codes-ECT Physician",,,"90870","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",92,92,"Additional Codes-ECT Physician","0901",,"90870","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",93,93,"Assessments-Other",,,"90887","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",94,94,"Speech & Language Therapy ",,,"92507","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",95,95,"Speech & Language Therapy ",,,"92508","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",96,96,"Speech & Language Therapy ",,,"92521","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",97,97,"Speech & Language Therapy ",,,"92522","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",98,98,"Speech & Language Therapy ",,,"92523","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",99,99,"Speech & Language Therapy ",,,"92524","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",100,100,"Speech & Language Therapy ",,,"92526","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",101,101,"Speech & Language Therapy ",,,"92607","First Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",102,102,"Speech & Language Therapy ",,,"92608","Each Additional  30 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",103,103,"Speech & Language Therapy ",,,"92609","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",104,104,"Speech & Language Therapy ",,,"92610","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",109,109,"Psychological Testing PSYCH/PHYS ",,,"96101","Per Hour",0.00,0.00,0.00,3970.00,2981054.00,2681.00
"Gratiot",111,111,"Psychological Testing by Technician ",,,"96102","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",113,113,"Psychological Testing by Comp ",,,"96103","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",114,114,"Assessments-Other",,,"96105","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",115,115,"Assessments-Other",,,"96110","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",116,116,"Assessments-Other",,,"96111","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",117,117,"Neurobehavioral Status Exam",,,"96116","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",118,118,"Neuropsych test by Psych/Phys ",,,"96118","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",120,120,"Neuropsych test by Tech ",,,"96119","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",122,122,"Neuropsych test Admin w/Comp ",,,"96120","Per Hour",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",123,123,"Assessments-Other",,,"96127",,0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",124,124,"Medication Administration",,,"96372","Encounter",27.00,300.00,20561.00,20561.00,2981054.00,2681.00
"Gratiot",125,125,"Occupational or Physical Therapy",,,"97110","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",126,126,"Occupational or Physical Therapy",,,"97112","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",127,127,"Occupational or Physical Therapy",,,"97113","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",128,128,"Occupational or Physical Therapy",,,"97116","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",129,129,"Occupational or Physical Therapy",,,"97124","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",130,130,"Occupational or Physical Therapy",,,"97140","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",131,131,"Occupational or Physical Therapy",,,"97150","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",132,132,"Physical Therapy",,,"97161","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",133,133,"Physical Therapy",,,"97162","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",134,134,"Physical Therapy",,,"97163","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",135,135,"Physical Therapy",,,"97164","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",136,136,"Occupational Therapy",,,"97165","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",137,137,"Occupational Therapy",,,"97166","Encounter",2.00,2.00,380.00,2092.00,2981054.00,2681.00
"Gratiot",138,138,"Occupational Therapy",,,"97167","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",139,139,"Occupational Therapy",,,"97168","Encounter",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",140,140,"Occupational or Physical Therapy",,,"97530","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",141,141,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,,"97532","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",142,142,"Occupational or Physical Therapy",,,"97533","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",143,143,"Occupational or Physical Therapy",,,"97535","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",144,144,"Occupational or Physical Therapy",,,"97537","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",145,145,"Occupational or Physical Therapy",,,"97542","15 Minutes",0.00,0.00,0.00,573.00,2981054.00,2681.00
"Gratiot",146,146,"Occupational or Physical Therapy",,,"97750","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",147,147,"Occupational Therapy",,,"97755","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",148,148,"Occupational or Physical Therapy",,,"97760","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",150,150,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,,"97762","15 minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",151,151,"Occupational or Physical Therapy",,,"97763","15 Minutes",0.00,0.00,0.00,0.00,2981054.00,2681.00
"Gratiot",152,152,"Assessment or Health Services",,,"97802","15 Minutes",7.00,33.00,1228.00,2344.00,2981054.00,2681.00
