CMH Name,MIC Group Num,MIC Serv Num,FirstOfMIC Totals,FirstOfService description,FirstOfRevenue Code,FirstOfModifier,FirstOfHCPCS Code,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost,SumOfOther Cost,FirstOfMIC Unique Consumers
Huron,180,180,1448857.055,Substance Use Disorder: Acupuncture,,,97810,Encounter,0,0,0,0,251
Huron,181,181,1448857.055,Substance Use Disorder: Acupuncture,,,97811,Encounter,0,0,0,0,251
Huron,182,182,1448857.055,New Patient Evaluation and Management,,,99201,Encounter,0,0,0,0,251
Huron,183,183,1448857.055,Substance Use Disorder: New Patient Evaluation and Management,,HF,99201,Encounter,0,0,0,0,251
Huron,184,184,1448857.055,New Patient Evaluation and Management,,,99202,Encounter,0,0,0,0,251
Huron,185,185,1448857.055,Substance Use Disorder: New Patient Evaluation and Management,,HF,99202,Encounter,0,0,0,0,251
Huron,186,186,1448857.055,New Patient Evaluation and Management,,,99203,Encounter,0,0,0,0,251
Huron,187,187,1448857.055,Substance Use Disorder: New Patient Evaluation and Management,,HF,99203,Encounter,0,0,0,0,251
Huron,188,188,1448857.055,New Patient Evaluation and Management,,,99204,Encounter,0,0,0,0,251
Huron,189,189,1448857.055,Substance Use Disorder: New Patient Evaluation and Management,,HF,99204,Encounter,0,0,0,0,251
Huron,190,190,1448857.055,New Patient Evaluation and Management,,,99205,Encounter,0,0,0,0,251
Huron,191,191,1448857.055,Substance Use Disorder: New Patient Evaluation and Management,,HF,99205,Encounter,0,0,0,0,251
Huron,192,192,1448857.055,Established Patient Evaluation and Management,,,99211,Encounter,0,0,0,610.37,251
Huron,193,193,1448857.055,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99211,Encounter,0,0,0,0,251
Huron,194,194,1448857.055,Established Patient Evaluation and Management,,,99212,Encounter,0,0,0,0,251
Huron,195,195,1448857.055,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99212,Encounter,0,0,0,0,251
Huron,196,196,1448857.055,Established Patient Evaluation and Management,,,99213,Encounter,109,516,176174.0486,841643.337,251
Huron,197,197,1448857.055,Sustance Abuse: Established Patient Evaluation and Management,,HF,99213,Encounter,0,0,0,0,251
Huron,198,198,1448857.055,Established Patient Evaluation and Management,,,99214,Encounter,3,5,2625.818011,39197.09179,251
Huron,199,199,1448857.055,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99214,30 Minutes,0,0,0,0,251
Huron,200,200,1448857.055,Established Patient Evaluation and Management,,,99215,50 Minutes,3,4,3601.41406,6958.106176,251
Huron,201,201,1448857.055,Substance Use Disorder: Established Patient Evaluation and Management,,HF,99215,70 Minutes,0,0,0,0,251
Huron,202,202,1448857.055,Additional Codes-Physician Services,,,99221,15 Minutes,0,0,0,0,251
Huron,203,203,1448857.055,Additional Codes-Physician Services,,,99222,25 minutes,0,0,0,0,251
Huron,204,204,1448857.055,Additional Codes-Physician Services,,,99223,35 Minutes,0,0,0,0,251
Huron,205,205,1448857.055,Additional Codes-Physician Services,,,99224,15 Minutes,0,0,0,0,251
Huron,206,206,1448857.055,Additional Codes-Physician Services,,,99225,25 minutes,0,0,0,0,251
Huron,207,207,1448857.055,Additional Codes-Physician Services,,,99226,35 Minutes,0,0,0,0,251
Huron,208,208,1448857.055,Additional Codes-Physician Services,,,99231,<= 30 Minutes,0,0,0,0,251
Huron,209,209,1448857.055,Additional Codes-Physician Services,,,99232,> 30 Minutes,0,0,0,0,251
Huron,210,210,1448857.055,Additional Codes-Physician Services,,,99233,15 Minutes,0,0,0,0,251
Huron,211,211,1448857.055,Additional Codes-Physician Services,,,99238,30 Minutes,0,0,0,0,251
Huron,212,212,1448857.055,Additional Codes-Physician Services,,,99239,40 Minutes,0,0,0,0,251
Huron,213,213,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99241,60 Minutes,0,0,0,0,251
Huron,214,214,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99242,80 Minutes,0,0,0,0,251
Huron,215,215,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99243,20 Minutes,0,0,0,0,251
Huron,216,216,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99244,40 Minutes,0,0,0,0,251
Huron,217,217,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99245,55 Minutes,0,0,0,0,251
Huron,218,218,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99251,80 Minutes,0,0,0,0,251
Huron,219,219,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99252,110 Minutes,0,0,0,0,251
Huron,220,220,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99253,25 minutes,0,0,0,0,251
Huron,221,221,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99254,35 Minutes,0,0,0,0,251
Huron,222,222,1448857.055,Substance Use Disorder: Physician Consultations,,HF,99255,45 Minutes,0,0,0,0,251
Huron,223,223,1448857.055,Nursing Facility Services evaluation and management,,,99304,10 Minutes,0,0,0,0,251
Huron,224,224,1448857.055,Nursing Facility Services evaluation and management,,,99305,15 Minutes,0,0,0,0,251
Huron,225,225,1448857.055,Nursing Facility Services evaluation and management,,,99306,25 minutes,0,0,0,0,251
Huron,226,226,1448857.055,Nursing Facility Services evaluation and management,,,99307,35 Minutes,0,0,0,0,251
Huron,227,227,1448857.055,Nursing Facility Services evaluation and management,,,99308,Encounter,0,0,0,0,251
Huron,228,228,1448857.055,Nursing Facility Services evaluation and management,,,99309,Encounter,0,0,0,0,251
Huron,229,229,1448857.055,Nursing Facility Services evaluation and management,,,99310,Encounter,0,0,0,0,251
Huron,230,230,1448857.055,Assessment,,,99324,Encounter,0,0,0,0,251
Huron,231,231,1448857.055,Assessment,,,99325,Encounter,0,0,0,0,251
Huron,232,232,1448857.055,Assessment,,,99326,Encounter,0,0,0,0,251
Huron,233,233,1448857.055,Assessment,,,99327,Encounter,0,0,0,0,251
Huron,234,234,1448857.055,Assessment,,,99328,Encounter,0,0,0,0,251
Huron,235,235,1448857.055,Assessment,,,99334,Encounter,0,0,0,0,251
Huron,236,236,1448857.055,Assessment,,,99335,Encounter,0,0,0,0,251
Huron,237,237,1448857.055,Assessment,,,99336,Encounter,0,0,0,0,251
Huron,238,238,1448857.055,Assessment,,,99337,Encounter,0,0,0,0,251
Huron,239,239,1448857.055,Assessment,,,99341,Encounter,0,0,0,0,251
Huron,240,240,1448857.055,Assessment,,,99342,Encounter,0,0,0,0,251
Huron,241,241,1448857.055,Assessment,,,99343,Encounter,0,0,0,0,251
Huron,242,242,1448857.055,Assessment,,,99344,Encounter,0,0,0,0,251
Huron,243,243,1448857.055,Assessment,,,99345,Encounter,0,0,0,0,251
Huron,244,244,1448857.055,Assessment,,,99347,Encounter,0,0,0,0,251
Huron,245,245,1448857.055,Assessment,,,99348,Encounter,0,0,0,0,251
Huron,246,246,1448857.055,Assessment,,,99349,15 Minutes,0,0,0,0,251
Huron,247,247,1448857.055,Assessment,,,99350,Per mile,0,0,0,0,251
Huron,248,248,1448857.055,Medication Administration,,,99506,Per mile,0,0,0,0,251
Huron,249,249,1448857.055,Medication Management,,,99605,Per one-way trip,0,0,0,0,251
Huron,250,250,1448857.055,Transportation,,,A0080,Per one-way trip,0,0,0,0,251
Huron,251,251,1448857.055,Transportation,,,A0090,Per one-way trip,0,0,0,0,251
Huron,252,252,1448857.055,Transportation,,,A0100,Per one-way trip,0,0,0,0,251
Huron,253,253,1448857.055,Substance Use Disorder: Transportation,,HF,A0100,Per one-way trip,0,0,0,0,251
Huron,254,254,1448857.055,Transportation,,,A0110,Per one-way trip,0,0,0,0,251
Huron,255,255,1448857.055,Substance Use Disorder: Transportation,,HF,A0110,Per one-way trip,0,0,0,0,251
Huron,256,256,1448857.055,Transportation,,,A0120,,0,0,0,0,251
Huron,257,257,1448857.055,Transportation,,,A0130,Per Mile,0,0,0,0,251
Huron,258,258,1448857.055,Transportation,,,A0140,Refer to code descriptions.,0,0,0,0,251
Huron,259,259,1448857.055,Transportation,,,A0170,Item,0,0,0,0,251
Huron,260,260,1448857.055,Additional Codes-Transportation,,,A0425,Encounter,0,0,0,0,251
Huron,261,261,1448857.055,Additional Codes-Transportation,,,A0427,Encounter Session at least 45 min,0,0,0,0,251
Huron,262,262,1448857.055,Enhanced Medical Equipment-Supplies,,,E1399,15 Minutes,0,0,0,1826.21,251
Huron,264,264,1448857.055,Family Training/Support EBP only,,,G0177,Encounter,0,0,0,1526.22,251
Huron,265,265,1448857.055,Substance Use Disorder: Recovery Support Services,,,G0409,Encounter,0,0,0,0,251
Huron,266,266,1448857.055,Occupational Therapy,,,G0515,Encounter,0,0,0,0,251
Huron,267,267,1448857.055,Substance Use Disorder: Individual Assessment,,,H0001,15 Minutes,0,0,0,0,251
Huron,268,268,1448857.055,Assessment,,,H0002,Encounter,0,0,0,0,251
Huron,269,269,1448857.055,Substance Use Disorder: Laboratory,,,H0003,Encounter,0,0,0,0,251
Huron,270,270,1448857.055,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0004,Day,0,0,0,0,251
Huron,271,271,1448857.055,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0005,Day,0,0,0,0,251
Huron,272,272,1448857.055,Substance Use Disorder: Case Management,,,H0006,Day,0,0,0,0,251
Huron,273,273,1448857.055,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0010,Day,0,0,0,0,251
Huron,274,274,1448857.055,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0012,Day,0,0,0,0,251
Huron,275,275,1448857.055,Substance Use Disorder: Sub-Acute Detoxification,1002,,H0014,Day,0,0,0,0,251
Huron,276,276,1448857.055,Substance Use Disorder: Outpatient Care,0906,,H0015,Day,0,0,0,0,251
Huron,277,277,1448857.055,Crisis Residential Services,,,H0018,Encounter,0,0,0,13643.57,251
Huron,278,278,1448857.055,Substance Use Disorder: Residential,1002,HF,H0018,Encounter,0,0,0,0,251
Huron,279,279,1448857.055,Substance Use Disorder: Residential,1002,HF,H0019,Encounter,0,0,0,0,251
Huron,280,280,1448857.055,Substance Use Disorder: Methadone,,,H0020,Encounter,0,0,0,0,251
Huron,281,281,1448857.055,Substance Use Disorder: Early Intervention,,,H0022,Face to Face Contact,0,0,0,0,251
Huron,282,282,1448857.055,Peer Directed and Operated Support Services,,,H0023,Encounter,0,0,0,0,251
Huron,283,283,1448857.055,Substance Use Disorder: Recovery Support Services,,HF,H0023,Encounter,0,0,0,0,251
Huron,284,284,1448857.055,Prevention Services - Direct Model,,,H0025,,0,0,0,0,251
Huron,285,285,1448857.055,Assessment,,,H0031,Encounter,157,169,43581.16761,147073.6166,251
Huron,286,286,1448857.055,Assessment for Autism,,U5,H0031,Encounter,9,10,1160.755,2437.58,251
Huron,287,287,1448857.055,Support Intensity Scale (SIS) Face-to-Face Assessment,,HW,H0031,Direct Observation Encounter,0,0,0,18035.32601,251
Huron,288,288,1448857.055,Treatment Planning,,,H0032,15 Minutes,123,315,40881.81904,180145.2335,251
Huron,289,289,1448857.055,Monitoring of Treatment - Clinician,,TS,H0032,15 Minutes,46,58,5555.918342,20606.48735,251
Huron,290,290,1448857.055,Substance Use Disorder: Pharmalogical Support - Suboxane,,,H0033,15 Minutes,0,0,0,0,251
Huron,291,291,1448857.055,Health Services,,,H0034,15 minutes,19,24,6424.656315,25841.90937,251
Huron,292,292,1448857.055,Home Based Services,,,H0036,15 Minutes,46,6443,337196.5185,439302.9824,251
Huron,293,293,1448857.055,Home Based Services,,ST,H0036,15 Minutes,0,0,0,726.1549046,251
Huron,294,294,1448857.055,Peer Directed and Operated Support Services,,,H0038,,0,0,0,122572.7817,251
Huron,295,295,1448857.055,Peer Directed and Operated Support Services,,TJ,H0038,15 Minutes,1,8,432,432,251
Huron,296,296,1448857.055,Substance Use Disorder: Recovery Support Services,,HF,H0038,15 Minutes,0,0,0,0,251
Huron,297,297,1448857.055,Peer Directed and Operated Support Services,,,NA,Per Diem,0,0,0,173633.9,251
Huron,298,298,1448857.055,Assertive Community Treatment (ACT),,,H0039,Per Diem,0,0,0,673457.7777,251
Huron,299,299,1448857.055,Assertive Community Treatment (ACT),,TG,H0039,Per Diem,0,0,0,775.9723404,251
Huron,300,300,1448857.055,Community Living Supports in Independent living/own home,,,H0043,Per Diem,0,0,0,180.84,251
Huron,301,301,1448857.055,Community Living Supports in Independent living/own home,,TF,H0043,Per Diem,0,0,0,24489.91,251
Huron,302,302,1448857.055,Community Living Supports in Independent living/own home,,TG,H0043,Per Diem,0,0,0,247575.26,251
Huron,303,303,1448857.055,Community Living Supports in Independent living/own home,,TT,H0043,Day,0,0,0,0,251
Huron,304,304,1448857.055,Community Living Supports in Independent living/own home,,TF/TT,H0043,Encounter,0,0,0,0,251
Huron,305,305,1448857.055,Community Living Supports in Independent living/own home,,TG/TT,H0043,Encounter,0,0,0,0,251
Huron,306,306,1448857.055,Respite,,,H0045,15 Minutes,4,15,2540.39,13180,251
Huron,307,307,1448857.055,Peer Directed and Operated Support Services,,,H0046,Encounter,0,0,0,0,251
Huron,308,308,1448857.055,Substance Use Disorder: Laboratory,,,H0048,Encounter,0,0,0,0,251
Huron,309,309,1448857.055,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",,H0050,15 minutes,0,0,0,0,251
Huron,310,310,1448857.055,Behavior Treatment Plan Review,,,H2000,15 Minutes,0,0,0,3582.609413,251
Huron,311,311,1448857.055,Behavior Treatment Plan Review - Monitoring Activities,,TS,H2000,15 Minutes,0,0,0,4732.243167,251
Huron,312,312,1448857.055,Comprehensive Medication Services - EBP only,,,H2010,15 Minutes,0,0,0,0,251
Huron,313,313,1448857.055,Crisis Intervention,,,H2011,15 Minutes,27,87,11723.25669,44577.54073,251
Huron,314,314,1448857.055,Crisis Intervention,,HB,H2011,15 Minutes,0,0,0,0,251
Huron,315,315,1448857.055,Crisis Intervention,,HC,H2011,15 minutes,0,0,0,0,251
Huron,316,316,1448857.055,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,HF,H2011,15 Minutes,0,0,0,0,251
Huron,317,317,1448857.055,Crisis Intervention,,TJ,H2011,15 Minutes,8,92,12501.52501,13996.27257,251
Huron,318,318,1448857.055,Skill-Building and Out of Home Non Vocational Habilitation,,,H2014,15 Minutes,0,0,0,67699.8726,251
Huron,319,319,1448857.055,Out of Home Non Vocational Habilitation,,HK,H2014,Per Diem,0,0,0,6028.94,251
Huron,320,320,1448857.055,Community Living Supports (15 Minutes),,,H2015,15 Minutes,2,1252,3910.08,492638.2732,251
Huron,321,321,1448857.055,Community Living Supports (15 Minutes),,TT,H2015,15 Minutes,0,0,0,886181.8191,251
Huron,322,322,1448857.055,Community Living Supports (Daily),,,H2016,15 Minutes,0,0,0,1154569.795,251
Huron,323,323,1448857.055,Behavior Services,,,H2019,Day,0,0,0,0,251
Huron,324,324,1448857.055,Behavior Services,,TT,H2019,Day,0,0,0,0,251
Huron,325,325,1448857.055,Wraparound,,,H2021,15 minutes,16,1140,90516.68686,94883.72,251
Huron,326,326,1448857.055,Wraparound (SED Waiver),,,H2022,15 Minutes,0,0,0,0,251
Huron,327,327,1448857.055,Wraparound (SED Waiver),,TT,H2022,15 Minutes,0,0,0,0,251
Huron,328,328,1448857.055,Supported Employment Services,,,H2023,15 Minutes,0,0,0,834038.7601,251
Huron,329,329,1448857.055,Mental Health Therapy,,,H2027,15 Minutes,0,0,0,0,251
Huron,330,330,1448857.055,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",HF,H2027,Day,0,0,0,0,251
Huron,331,331,1448857.055,Clubhouse Psychosocial Rehabilitation Programs,,,H2030,Hour,0,0,0,0,251
Huron,332,332,1448857.055,Home Based Services,,,H2033,Per Diem,0,0,0,0,251
Huron,333,333,1448857.055,Substance Use Disorder: Recovery Housing,,,H2034,15 Minutes,0,0,0,0,251
Huron,334,334,1448857.055,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2035,Per Service,0,0,0,0,251
Huron,335,335,1448857.055,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",HF,H2036,Per Mile,0,0,0,0,251
Huron,337,337,1448857.055,Telemedicine Facility Fee,,GT,Q3014,Per Mile,0,0,0,0,251
Huron,338,338,1448857.055,Transportation,,,S0209,15 Minutes,0,0,0,0,251
Huron,339,339,1448857.055,Transportation,,,S0215,Encounter,0,0,0,0,251
Huron,340,340,1448857.055,Substance Use Disorder: Transportation,,HF,S0215,Encounter,0,0,0,0,251
Huron,341,341,1448857.055,Family Training - EBP,,,S5110,Encounter,0,0,0,0,251
Huron,342,342,1448857.055,Family Training,,,S5111,Encounter,1,5,1022.75,1022.75,251
Huron,343,343,1448857.055,Family Training,,HA,S5111,Day,0,0,0,0,251
Huron,344,344,1448857.055,Family Training,,HM,S5111,Day,15,303,76885.45151,82760.25999,251
Huron,346,346,1448857.055,Foster Care,,,S5140,Per Diem,0,0,0,0,251
Huron,347,347,1448857.055,Foster Care,,,S5145,Encounter,0,0,0,0,251
Huron,348,348,1448857.055,Respite,,,S5150,Month,0,0,0,0,251
Huron,349,349,1448857.055,Respite,,,S5151,Service,0,0,0,0,251
Huron,350,350,1448857.055,Personal Emergency Response System (PERS),,,S5160,Item,0,0,0,0,251
Huron,351,351,1448857.055,Personal Emergency Response System (PERS),,,S5161,Encounter,0,0,0,0,251
Huron,352,352,1448857.055,Environmental Modification,,,S5165,Hour,0,0,0,6025,251
Huron,353,353,1448857.055,Enhanced Medical Equipment-Supplies,,,S5199,Hour,0,0,0,0,251
Huron,354,354,1448857.055,Occupational or Physical Therapy,,,S8990,Hour,0,0,0,0,251
Huron,361,361,1448857.055,Health Services,,,S9445,15 minutes,0,0,0,0,251
Huron,362,362,1448857.055,Health Services,,,S9446,Hour,0,0,0,0,251
Huron,363,363,1448857.055,Health Services,,,S9470,Hour,0,0,0,0,251
Huron,364,364,1448857.055,Prevention Services - Direct Model,,,S9482,Day,0,0,0,0,251
Huron,365,365,1448857.055,Intensive Crisis Stabilization-Enrolled Program,,,S9484,Day,0,0,0,0,251
Huron,366,366,1448857.055,Intensive Crisis Stabilization-Enrolled Program,,TJ,S9484,Up to 15 min,0,0,0,0,251
Huron,367,367,1448857.055,Residential Room and Board,,,S9976,Up to 15 min,0,0,0,0,251
Huron,368,368,1448857.055,Substance Use Disorder: Residential Room and Board,,HF,S9976,Up to 15 min,0,0,0,0,251
Huron,369,369,1448857.055,Private Duty Nursing,,,T1000,Encounter,0,0,0,0,251
Huron,370,370,1448857.055,Private Duty Nursing,,TD,T1000,Up to 15 min,0,0,0,0,251
Huron,371,371,1448857.055,Private Duty Nursing,,TE,T1000,15 Minutes,0,0,0,0,251
Huron,372,372,1448857.055,Assessment,,,T1001,15 Minutes,0,0,0,0,251
Huron,373,373,1448857.055,Health Services,,,T1002,15 Minutes,0,0,0,62.91,251
Huron,374,374,1448857.055,Respite Care,,,T1005,15 minutes,4,4398,13893.5,54408.04,251
Huron,375,375,1448857.055,Respite Care,,TD,T1005,Encounter,0,0,0,0,251
Huron,376,376,1448857.055,Respite Care,,TE,T1005,Encounter,0,0,0,0,251
Huron,377,377,1448857.055,Respite Care (Children's Waiver & SED Waiver),,TT,T1005,Encounter,0,0,0,0,251
Huron,378,378,1448857.055,Substance Use Disorder: Treatment Planning,,HF,T1007,Encounter,0,0,0,0,251
Huron,379,379,1448857.055,Substance Use Disorder: Child Sitting Services,,,T1009,15 minutes,0,0,0,0,251
Huron,380,380,1448857.055,Substance Use Disorder: Recovery Support Services,,,T1012,15 minutes,0,0,0,0,251
Huron,381,381,1448857.055,Family Psycho-Education - EBP,,,T1015,15 minutes,0,0,0,0,251
Huron,382,382,1448857.055,Supports Coordination/Wrap Facilitation,,,T1016,Day,8,213,11357.30378,446451.8796,251
Huron,383,383,1448857.055,Targeted Case Management,,,T1017,Encounter,28,707,38388.96701,567871.8608,251
Huron,384,384,1448857.055,Nursing Home Mental Health Monitoring,,SE,T1017,15 Minutes,0,0,0,12694.99939,251
Huron,385,385,1448857.055,Personal Care in Licensed Specialized Residential Setting,,,T1020,Item,0,0,0,474073.885,251
Huron,386,386,1448857.055,Assessments,,,T1023,Encounter,67,139,76666.69593,178004.2067,251
Huron,387,387,1448857.055,Prevention Services - Direct Model,,,T1027,Encounter,0,0,0,0,251
Huron,388,388,1448857.055,Enhanced Medical Supplies or Pharmacy,,,T1999,Per Diem,0,0,0,0,251
Huron,389,389,1448857.055,Transportation,,,T2001,Per Diem,0,0,0,0,251
Huron,390,390,1448857.055,Substance Use Disorder: Transportation,,HF,T2001,Encounter / Trip,0,0,0,0,251
Huron,391,391,1448857.055,Transportation,,,T2002,Encounter / Trip,0,0,0,0,251
Huron,392,392,1448857.055,Substance Use Disorder: Transportation,,HF,T2002,Encounter,0,0,0,0,251
Huron,393,393,1448857.055,Transportation,,,T2003,Encounter,0,0,0,0,251
Huron,394,394,1448857.055,Substance Use Disorder: Transportation,,HF,T2003,Encounter,0,0,0,0,251
Huron,395,395,1448857.055,Transportation,,,T2004,Encounter,0,0,0,0,251
Huron,396,396,1448857.055,Substance Use Disorder: Transportation,,HF,T2004,Hour,0,0,0,0,251
Huron,397,397,1448857.055,Transportation,,,T2005,Month,0,0,0,0,251
Huron,398,398,1448857.055,Substance Use Disorder: Transportation,,HF,T2005,,0,0,0,0,251
Huron,399,399,1448857.055,Out of Home Prevocational Service,,,T2015,Month,0,0,0,0,251
Huron,401,401,1448857.055,Prevention Services - Direct Model,,,T2024,Item,0,0,0,0,251
Huron,402,402,1448857.055,Fiscal Intermediary Services,,,T2025,Per session. One night = one session,9,54,6190,63990,251
Huron,403,403,1448857.055,Enhanced Medical Equipment-Supplies,,,T2028,Per session. One day/partial day = one session,0,0,0,0,251
Huron,404,404,1448857.055,Enhanced Medical Equipment-Supplies,,,T2029,Service,0,0,0,0,251
Huron,405,405,1448857.055,Respite Care,,,T2036,Item,0,0,0,0,251
Huron,406,406,1448857.055,Respite Care,,,T2037,Per Item,0,0,0,0,251
Huron,407,407,1448857.055,Housing Assistance,,,T2038,Per Item,0,0,0,0,251
Huron,408,408,1448857.055,Enhanced Medical Equipment-Supplies,,,T2039,,0,0,0,0,251
Huron,409,409,1448857.055,Goods and Services,,HK,T5999,,0,0,0,0,251
Huron,410,410,1448857.055,Wraparound Services,,,T5999,,0,0,0,0,251
Huron,411,411,1448857.055,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,251
Huron,412,412,1448857.055,Other,,,,,0,0,0,0,251
Huron,413,413,1448857.055,Aggregate for 'J' Codes,,,ALL,,0,0,0,0,251
Ionia,3,3,2299904,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,PT68,,Day,15,117,112606,900903,685
Ionia,4,4,2299904,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,PT68,,Day,3,29,3248,39157,685
Ionia,5,5,2299904,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",PT68,,Day,0,0,0,8550,685
Ionia,6,6,2299904,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",PT68,,Day,0,0,0,0,685
Ionia,7,7,2299904,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,PT73,,Day,2,13,10946,300705,685
Ionia,8,8,2299904,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,PT73,,Day,1,2,600,4856,685
Ionia,9,9,2299904,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",PT73,,Day,1,6,5202,5202,685
Ionia,10,10,2299904,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",PT73,,Day,0,0,0,0,685
Ionia,12,12,2299904,Local Psychiatric Hospital/IMD,,PT68,,Amount,0,0,0,127406,685
Ionia,13,13,2299904,Local Psychiatric Hospital/Acute Community,,PT73,,Day,0,0,0,199330,685
Ionia,16,16,2299904,Inpatient Hospital Ancillary Services - Room and Board,0144,,,# of items,0,0,0,0,685
Ionia,17,17,2299904,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,# of tests,0,0,0,0,685
Ionia,18,18,2299904,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,# of tests,0,0,0,0,685
Ionia,19,19,2299904,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,,0,0,0,0,685
Ionia,20,20,2299904,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of treatments,0,0,0,0,685
Ionia,21,21,2299904,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of treatments,0,0,0,0,685
Ionia,22,22,2299904,ECT Anesthesia,0370,,,# of treatments,0,0,0,0,685
Ionia,23,23,2299904,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0,685
Ionia,24,24,2299904,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of visits,0,0,0,0,685
Ionia,25,25,2299904,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of tests,0,0,0,0,685
Ionia,26,26,2299904,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of tests,0,0,0,0,685
Ionia,27,27,2299904,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of tests,0,0,0,0,685
Ionia,28,28,2299904,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of units,0,0,0,0,685
Ionia,29,29,2299904,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,,0,0,0,0,685
Ionia,30,30,2299904,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,685
Ionia,31,31,2299904,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of tests,0,0,0,0,685
Ionia,32,32,2299904,ECT Recovery Room,0710,,,Hour,0,0,0,0,685
Ionia,33,33,2299904,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,Encounter,0,0,0,0,685
Ionia,34,34,2299904,Inpatient Hospital Ancillary Services - EEG,0740,,,# of visits,0,0,0,0,685
Ionia,35,35,2299904,Crisis Observation Care,0762,,,Day,0,0,0,0,685
Ionia,36,36,2299904,Additional Codes-ECT Facility Charge,0901,,,Day,0,0,0,0,685
Ionia,37,37,2299904,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of tests,0,0,0,0,685
Ionia,38,38,2299904,Outpatient Partial Hospitalization,0912,,,# of visits,0,0,0,1788,685
Ionia,39,39,2299904,Outpatient Partial Hospitalization,0913,,,Minutes,0,0,0,0,685
Ionia,40,40,2299904,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,Minutes,0,0,0,0,685
Ionia,41,41,2299904,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,Encounter,0,0,0,0,685
Ionia,42,42,2299904,Additional Codes-ECT Anesthesia,,,00104,First 30 Minutes,0,0,0,0,685
Ionia,43,43,2299904,Additional Codes-ECT Anesthesia,0901,,00104,15 Minutes,0,0,0,0,685
Ionia,44,44,2299904,"ABA Behavior Identification Assessment 
(Note: code retired 12/31/18)",,U5,0359T,Each Additional 30 Minutes,0,0,0,537,685
Ionia,45,45,2299904,ABA Behavioral Follow-up Assessment (reporting units of per 15 minutes effective 1/1/19),,U5,0362T,First 30 Minutes,0,0,0,907,685
Ionia,46,46,2299904,ABA Behavioral Follow-up Assessment (reporting units of per 15 minutes effective 1/1/19),,U5,0362T,Each Additional 30 Minutes,0,0,0,0,685
