"CMH Name","MIC Group Num","MIC Serv Num","FirstOfMIC Totals","FirstOfService description","FirstOfRevenue Code","FirstOfModifier","FirstOfHCPCS Code","FirstOfUnit type","SumOfMIC-Cases","SumOfMIC-Units","SumOfMIC-Cost","SumOfOther Cost","FirstOfMIC Unique Consumers"
"AuSable Valley",214,214,2673263.64,"Assessment",,,"99341","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",215,215,2673263.64,"Assessment",,,"99342","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",216,216,2673263.64,"Assessment",,,"99343","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",217,217,2673263.64,"Assessment",,,"99344","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",218,218,2673263.64,"Assessment",,,"99345","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",219,219,2673263.64,"Assessment",,,"99347","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",220,220,2673263.64,"Assessment",,,"99348","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",221,221,2673263.64,"Assessment",,,"99349","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",222,222,2673263.64,"Assessment",,,"99350","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",223,223,2673263.64,"Medication Administration",,,"99506","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",224,224,2673263.64,"Medication Management",,,"99605","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",225,225,2673263.64,"Transportation",,,"A0080","Per mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",226,226,2673263.64,"Transportation",,,"A0090","Per mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",227,227,2673263.64,"Transportation",,,"A0100","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",228,228,2673263.64,"Substance Use Disorder: Transportation",,"HF","A0100","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",229,229,2673263.64,"Transportation",,,"A0110","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",230,230,2673263.64,"Substance Use Disorder: Transportation",,"HF","A0110","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",231,231,2673263.64,"Transportation",,,"A0120","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",232,232,2673263.64,"Transportation",,,"A0130","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",233,233,2673263.64,"Transportation",,,"A0140","Per one-way trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",234,234,2673263.64,"Transportation",,,"A0170",,0.00,0.00,0.00,0.00,699.00
"AuSable Valley",235,235,2673263.64,"Additional Codes-Transportation",,,"A0425","Per Mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",236,236,2673263.64,"Additional Codes-Transportation",,,"A0427","Refer to code descriptions.",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",237,237,2673263.64,"Enhanced Medical Equipment-Supplies",,,"E1399","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",239,239,2673263.64,"Family Training/Support EBP only",,,"G0177","Encounter Session at least 45 min",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",240,240,2673263.64,"Substance Use Disorder: Recovery Support Services",,,"G0409","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",241,241,2673263.64,"Occupational Therapy",,,"G0515","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",242,242,2673263.64,"Substance Use Disorder: Individual Assessment",,,"H0001","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",243,243,2673263.64,"Assessment ",,,"H0002","Encounter",0.00,0.00,0.00,373.41,699.00
"AuSable Valley",244,244,2673263.64,"Substance Use Disorder: Laboratory",,,"H0003","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",245,245,2673263.64,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0004","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",246,246,2673263.64,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0005","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",247,247,2673263.64,"Substance Use Disorder: Case Management",,,"H0006","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",248,248,2673263.64,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0010","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",249,249,2673263.64,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0012","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",250,250,2673263.64,"Substance Use Disorder: Sub-Acute Detoxification","1002",,"H0014","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",251,251,2673263.64,"Substance Use Disorder: Outpatient Care","0906",,"H0015","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",252,252,2673263.64,"Crisis Residential Services",,,"H0018","Day",23.00,231.00,110804.96,169677.33,699.00
"AuSable Valley",253,253,2673263.64,"Substance Use Disorder: Residential","1002","HF","H0018","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",254,254,2673263.64,"Substance Use Disorder: Residential","1002","HF","H0019","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",255,255,2673263.64,"Substance Use Disorder: Methadone",,,"H0020","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",256,256,2673263.64,"Substance Use Disorder: Early Intervention",,,"H0022","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",257,257,2673263.64,"Peer Directed and Operated Support Services",,,"H0023","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",258,258,2673263.64,"Substance Use Disorder: Recovery Support Services",,"HF","H0023","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",259,259,2673263.64,"Prevention Services - Direct Model",,,"H0025","Face to Face Contact",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",260,260,2673263.64,"Assessment ",,,"H0031","Encounter",431.00,438.00,153150.35,524003.15,699.00
"AuSable Valley",261,261,2673263.64,"Assessment for Autism",,"U5","H0031","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",262,262,2673263.64,"Support Intensity Scale (SIS) Face-to-Face Assessment",,"HW","H0031",,0.00,0.00,0.00,26222.01,699.00
"AuSable Valley",263,263,2673263.64,"Treatment Planning",,,"H0032","Encounter",420.00,486.00,61025.08,188968.97,699.00
"AuSable Valley",264,264,2673263.64,"Monitoring of Treatment - Clinician",,"TS","H0032","Encounter",148.00,257.00,32142.31,85921.27,699.00
"AuSable Valley",265,265,2673263.64,"Substance Use Disorder: Pharmalogical Support - Suboxane",,,"H0033","Direct Observation Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",266,266,2673263.64,"Health Services",,,"H0034","15 Minutes",0.00,0.00,0.00,53.65,699.00
"AuSable Valley",267,267,2673263.64,"Home Based Services",,,"H0036","15 Minutes",28.00,1986.00,128757.75,159877.45,699.00
"AuSable Valley",268,268,2673263.64,"Home Based Services",,"ST","H0036","15 Minutes",3.00,52.00,3371.30,3371.30,699.00
"AuSable Valley",269,269,2673263.64,"Peer Directed and Operated Support Services",,,"H0038","15 minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",270,270,2673263.64,"Peer Directed and Operated Support Services",,"TJ","H0038","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",271,271,2673263.64,"Substance Use Disorder: Recovery Support Services",,"HF","H0038","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",272,272,2673263.64,"Peer Directed and Operated Support Services",,,"NA",,0.00,0.00,0.00,0.00,699.00
"AuSable Valley",273,273,2673263.64,"Assertive Community Treatment (ACT)",,,"H0039","15 Minutes",0.00,0.00,0.00,462938.29,699.00
"AuSable Valley",274,274,2673263.64,"Assertive Community Treatment (ACT)",,"TG","H0039","15 Minutes",0.00,0.00,0.00,5033.76,699.00
"AuSable Valley",275,275,2673263.64,"Community Living Supports in Independent living/own home",,,"H0043","Per Diem",0.00,0.00,0.00,4182218.06,699.00
"AuSable Valley",276,276,2673263.64,"Community Living Supports in Independent living/own home",,"TF","H0043","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",277,277,2673263.64,"Community Living Supports in Independent living/own home",,"TG","H0043","Per Diem",0.00,0.00,0.00,2074.99,699.00
"AuSable Valley",278,278,2673263.64,"Community Living Supports in Independent living/own home",,"TT","H0043","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",279,279,2673263.64,"Community Living Supports in Independent living/own home",,"TF/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",280,280,2673263.64,"Community Living Supports in Independent living/own home",,"TG/TT","H0043","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",281,281,2673263.64,"Respite",,,"H0045","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",282,282,2673263.64,"Peer Directed and Operated Support Services",,,"H0046","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",283,283,2673263.64,"Substance Use Disorder: Laboratory",,,"H0048","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",284,284,2673263.64,"Substance Use Disorder: Outpatient Treatment","0900, 0906, 0914, 0915, 0916, 0919",,"H0050","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",285,285,2673263.64,"Behavior Treatment Plan Review",,,"H2000","Encounter",0.00,0.00,0.00,19449.26,699.00
"AuSable Valley",286,286,2673263.64,"Behavior Treatment Plan Review - Monitoring Activities",,"TS","H2000","Encounter",0.00,0.00,0.00,58651.69,699.00
"AuSable Valley",287,287,2673263.64,"Comprehensive Medication Services - EBP only",,,"H2010","15 minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",288,288,2673263.64,"Crisis Intervention",,,"H2011","15 Minutes",27.00,116.00,7793.05,42727.40,699.00
"AuSable Valley",289,289,2673263.64,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,"HF","H2011","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",290,290,2673263.64,"Crisis Intervention",,"TJ","H2011","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",291,291,2673263.64,"Skill-Building and Out of Home Non Vocational Habilitation",,,"H2014","15 minutes",254.00,10692.00,63114.02,83316.29,699.00
"AuSable Valley",292,292,2673263.64,"Out of Home Non Vocational Habilitation",,"HK","H2014","15 Minutes",0.00,0.00,0.00,20090.40,699.00
"AuSable Valley",293,293,2673263.64,"Community Living Supports (15 Minutes)",,,"H2015","15 Minutes",1.00,22.00,65.89,1453830.28,699.00
"AuSable Valley",294,294,2673263.64,"Community Living Supports (15 Minutes)",,"TT","H2015","15 Minutes",0.00,0.00,0.00,1096693.16,699.00
"AuSable Valley",295,295,2673263.64,"Community Living Supports (Daily)",,,"H2016","Per Diem",0.00,0.00,0.00,3402848.22,699.00
"AuSable Valley",296,296,2673263.64,"Behavior Services",,,"H2019","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",297,297,2673263.64,"Behavior Services",,"TT","H2019","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",298,298,2673263.64,"Wraparound",,,"H2021","15 Minutes",34.00,2042.00,71383.65,82779.86,699.00
"AuSable Valley",299,299,2673263.64,"Wraparound (SED Waiver)",,,"H2022","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",300,300,2673263.64,"Wraparound (SED Waiver)",,"TT","H2022","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",301,301,2673263.64,"Supported Employment Services",,,"H2023","15 minutes",2.00,32.00,757.56,496490.92,699.00
"AuSable Valley",302,302,2673263.64,"Mental Health Therapy",,,"H2027","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",303,303,2673263.64,"Substance Use Disorder: Outpatient Care","0900, 0914, 0915, 0916, 0919","HF","H2027","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",304,304,2673263.64,"Clubhouse Psychosocial Rehabilitation Programs ",,,"H2030","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",305,305,2673263.64,"Home Based Services",,,"H2033","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",306,306,2673263.64,"Substance Use Disorder: Recovery Housing",,,"H2034","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",307,307,2673263.64,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2035","Hour",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",308,308,2673263.64,"Substance Use Disorder: Outpatient Care","0900, 0906, 0914, 0915, 0916, 0919","HF","H2036","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",310,310,2673263.64,"Telemedicine Facility Fee",,"GT","Q3014","Per Service",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",311,311,2673263.64,"Transportation",,,"S0209","Per Mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",312,312,2673263.64,"Transportation",,,"S0215","Per Mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",313,313,2673263.64,"Substance Use Disorder: Transportation",,"HF","S0215","Per Mile",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",314,314,2673263.64,"Family Training - EBP",,,"S5110","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",315,315,2673263.64,"Family Training",,,"S5111","Encounter",152.00,875.00,210516.77,241312.36,699.00
"AuSable Valley",316,316,2673263.64,"Family Training",,"HA","S5111","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",317,317,2673263.64,"Family Training",,"HM","S5111","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",319,319,2673263.64,"Foster Care",,,"S5140","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",320,320,2673263.64,"Foster Care",,,"S5145","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",321,321,2673263.64,"Respite",,,"S5150","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",322,322,2673263.64,"Respite",,,"S5151","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",323,323,2673263.64,"Personal Emergency Response System (PERS)",,,"S5160","Encounter",0.00,0.00,0.00,648.70,699.00
"AuSable Valley",324,324,2673263.64,"Personal Emergency Response System (PERS)",,,"S5161","Month",0.00,0.00,0.00,11348.52,699.00
"AuSable Valley",325,325,2673263.64,"Environmental Modification ",,,"S5165","Service",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",326,326,2673263.64,"Enhanced Medical Equipment-Supplies",,,"S5199","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",327,327,2673263.64,"Occupational or Physical Therapy",,,"S8990","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",334,334,2673263.64,"Health Services",,,"S9445","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",335,335,2673263.64,"Health Services",,,"S9446","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",336,336,2673263.64,"Health Services",,,"S9470","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",337,337,2673263.64,"Prevention Services - Direct Model",,,"S9482","15 minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",338,338,2673263.64,"Intensive Crisis Stabilization-Enrolled Program",,,"S9484","Hour",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",339,339,2673263.64,"Intensive Crisis Stabilization-Enrolled Program",,"TJ","S9484","Hour",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",340,340,2673263.64,"Residential Room and Board",,,"S9976","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",341,341,2673263.64,"Substance Use Disorder: Residential Room and Board",,"HF","S9976","Day",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",342,342,2673263.64,"Private Duty Nursing",,,"T1000","Up to 15 min",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",343,343,2673263.64,"Private Duty Nursing",,"TD","T1000","Up to 15 min",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",344,344,2673263.64,"Private Duty Nursing",,"TE","T1000","Up to 15 min",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",345,345,2673263.64,"Assessment",,,"T1001","Encounter",41.00,41.00,4891.35,19923.29,699.00
"AuSable Valley",346,346,2673263.64,"Health Services",,,"T1002","Up to 15 min",38.00,506.00,15726.70,47055.77,699.00
"AuSable Valley",347,347,2673263.64,"Respite Care",,,"T1005","15 Minutes",4.00,732.00,3506.51,103095.92,699.00
"AuSable Valley",348,348,2673263.64,"Respite Care",,"TD","T1005","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",349,349,2673263.64,"Respite Care",,"TE","T1005","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",350,350,2673263.64,"Respite Care (Children's Waiver & SED Waiver)",,"TT","T1005","15 minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",351,351,2673263.64,"Substance Use Disorder: Treatment Planning",,"HF","T1007","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",352,352,2673263.64,"Substance Use Disorder: Child Sitting Services",,,"T1009","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",353,353,2673263.64,"Substance Use Disorder: Recovery Support Services",,,"T1012","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",354,354,2673263.64,"Family Psycho-Education - EBP",,,"T1015","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",355,355,2673263.64,"Supports Coordination/Wrap Facilitation",,,"T1016","15 minutes",0.00,0.00,0.00,492311.54,699.00
"AuSable Valley",356,356,2673263.64,"Targeted Case Management ",,,"T1017","15 minutes",345.00,7020.00,552480.36,2923007.99,699.00
"AuSable Valley",357,357,2673263.64,"Nursing Home Mental Health Monitoring",,"SE","T1017","15 minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",358,358,2673263.64,"Personal Care in Licensed Specialized Residential Setting",,,"T1020","Day",0.00,0.00,0.00,803740.66,699.00
"AuSable Valley",359,359,2673263.64,"Assessments",,,"T1023","Encounter",133.00,200.00,34627.15,138681.73,699.00
"AuSable Valley",360,360,2673263.64,"Prevention Services - Direct Model ",,,"T1027","15 Minutes",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",361,361,2673263.64,"Enhanced Medical Supplies or Pharmacy",,,"T1999","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",362,362,2673263.64,"Transportation",,,"T2001","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",363,363,2673263.64,"Substance Use Disorder: Transportation",,"HF","T2001","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",364,364,2673263.64,"Transportation",,,"T2002","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",365,365,2673263.64,"Substance Use Disorder: Transportation",,"HF","T2002","Per Diem",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",366,366,2673263.64,"Transportation",,,"T2003","Encounter / Trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",367,367,2673263.64,"Substance Use Disorder: Transportation",,"HF","T2003","Encounter / Trip",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",368,368,2673263.64,"Transportation",,,"T2004","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",369,369,2673263.64,"Substance Use Disorder: Transportation",,"HF","T2004","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",370,370,2673263.64,"Transportation",,,"T2005","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",371,371,2673263.64,"Substance Use Disorder: Transportation",,"HF","T2005","Encounter",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",372,372,2673263.64,"Out of Home Prevocational Service",,,"T2015","Hour",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",374,374,2673263.64,"Prevention Services - Direct Model ",,,"T2024",,0.00,0.00,0.00,0.00,699.00
"AuSable Valley",375,375,2673263.64,"Fiscal Intermediary Services",,,"T2025","Month",2.00,9.00,1225.89,51125.50,699.00
"AuSable Valley",376,376,2673263.64,"Enhanced Medical Equipment-Supplies",,,"T2028","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",377,377,2673263.64,"Enhanced Medical Equipment-Supplies",,,"T2029","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",378,378,2673263.64,"Respite Care",,,"T2036","Per session. One night = one session",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",379,379,2673263.64,"Respite Care",,,"T2037","Per session. One day/partial day = one session",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",380,380,2673263.64,"Housing Assistance",,,"T2038","Service",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",381,381,2673263.64,"Enhanced Medical Equipment-Supplies",,,"T2039","Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",382,382,2673263.64,"Goods and Services ",,"HK","T5999","Per Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",383,383,2673263.64,"Wraparound Services",,,"T5999","Per Item",0.00,0.00,0.00,0.00,699.00
"AuSable Valley",384,384,2673263.64,"Pharmacy (Drugs and Other Biologicals)",,,,,0.00,0.00,0.00,0.00,699.00
"AuSable Valley",385,385,2673263.64,"Other",,,,,0.00,0.00,0.00,0.00,699.00
"AuSable Valley",386,386,2673263.64,"Aggregate for 'J' Codes",,,"ALL",,0.00,0.00,0.00,0.00,699.00
"Barry",3,3,1330059.36,"Local Psychiatric Hospital/IMD PT68 
bundled per diem","0100","PT68",,"Day",4.00,65.00,61673.96,195392.59,296.00
"Barry",4,4,1330059.36,"Local Psychiatric Hospital/IMD PT68
bundled per diem","0100","PT68",,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",5,5,1330059.36,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",6,6,1330059.36,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154","PT68",,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",7,7,1330059.36,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",13.00,115.00,106716.91,439858.56,296.00
"Barry",8,8,1330059.36,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem","0100","PT73",,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",9,9,1330059.36,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",1.00,9.00,7666.54,41524.87,296.00
"Barry",10,10,1330059.36,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154","PT73",,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",12,12,1330059.36,"Local Psychiatric Hospital/IMD",,"PT68",,"Amount",0.00,0.00,0.00,0.00,296.00
"Barry",13,13,1330059.36,"Local Psychiatric Hospital/Acute Community",,"PT73",,"Amount",0.00,0.00,0.00,0.00,296.00
"Barry",16,16,1330059.36,"Inpatient Hospital Ancillary Services - Room and Board","0144",,,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",17,17,1330059.36,"Inpatient Hospital Ancillary Services - Leave of Absence","0183",,,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",18,18,1330059.36,"Inpatient Hospital Ancillary Services - Pharmacy","0250-0254, 0257-0258 ",,,,0.00,0.00,0.00,0.00,296.00
"Barry",19,19,1330059.36,"Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices","0270-0272",,,"# of items",0.00,0.00,0.00,0.00,296.00
"Barry",20,20,1330059.36,"Inpatient Hospital Ancillary Services - Laboratory","0300-0302, 0305-0307",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",21,21,1330059.36,"Inpatient Hospital Ancillary Services - Radiology","0320",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",22,22,1330059.36,"ECT Anesthesia","0370",,,,0.00,0.00,0.00,0.00,296.00
"Barry",23,23,1330059.36,"Inpatient Hospital Ancillary Services - Respiratory Services","0410",,,"# of treatments",0.00,0.00,0.00,0.00,296.00
"Barry",24,24,1330059.36,"Inpatient Hospital Ancillary Services -Physical Therapy","0420-0424",,,"# of treatments",0.00,0.00,0.00,0.00,296.00
"Barry",25,25,1330059.36,"Inpatient Hospital Ancillary Services - Occupational Therapy","0430-0434",,,"# of treatments",0.00,0.00,0.00,0.00,296.00
"Barry",26,26,1330059.36,"Inpatient Hospital Ancillary Services - Speech-Language Pathology","0440-0444",,,"# of treatments",0.00,0.00,0.00,0.00,296.00
"Barry",27,27,1330059.36,"Inpatient Hospital Ancillary Services - Emergency Room","0450",,,"# of visits",0.00,0.00,0.00,0.00,296.00
"Barry",28,28,1330059.36,"Inpatient Hospital Ancillary Services - Pulmonary Function","0460",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",29,29,1330059.36,"Inpatient Hospital Ancillary Services - Audiology","0470-0472",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",30,30,1330059.36,"Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT)","0610-0611",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",31,31,1330059.36,"Inpatient Hospital Ancillary Services - Pharmacy","0636",,,"# of units",0.00,0.00,0.00,0.00,296.00
"Barry",32,32,1330059.36,"ECT Recovery Room","0710",,,,0.00,0.00,0.00,0.00,296.00
"Barry",33,33,1330059.36,"Inpatient Hospital Ancillary Services -EKG/ECG","0730-0731",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",34,34,1330059.36,"Inpatient Hospital Ancillary Services - EEG","0740",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",35,35,1330059.36,"Crisis Observation Care","0762",,,"Hour",0.00,0.00,0.00,0.00,296.00
"Barry",36,36,1330059.36,"Additional Codes-ECT Facility Charge","0901",,,"Encounter",0.00,0.00,0.00,0.00,296.00
"Barry",37,37,1330059.36,"Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services","0900, 0902-0904, 0911, 0914-0919",,,"# of visits",0.00,0.00,0.00,0.00,296.00
"Barry",38,38,1330059.36,"Outpatient Partial Hospitalization","0912",,,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",39,39,1330059.36,"Outpatient Partial Hospitalization","0913",,,"Day",0.00,0.00,0.00,0.00,296.00
"Barry",40,40,1330059.36,"Inpatient Hospital Ancillary Services - Other Diagnosis Services","0925",,,"# of tests",0.00,0.00,0.00,0.00,296.00
"Barry",41,41,1330059.36,"Inpatient Hospital Ancillary Services - Other Therapeutic Services","0940-0942",,,"# of visits",0.00,0.00,0.00,0.00,296.00
"Barry",42,42,1330059.36,"Additional Codes-ECT Anesthesia",,,"00104","Minutes",0.00,0.00,0.00,0.00,296.00
"Barry",43,43,1330059.36,"Additional Codes-ECT Anesthesia","0901",,"00104","Minutes",0.00,0.00,0.00,0.00,296.00
"Barry",44,44,1330059.36,"ABA Behavior Identification Assessment",,"U5","0359T","Encounter",6.00,10.00,1983.33,7536.66,296.00
"Barry",45,45,1330059.36,"ABA Behavioral Follow-up Assessment",,"U5","0362T","First 30 Minutes",0.00,0.00,0.00,0.00,296.00
"Barry",46,46,1330059.36,"ABA Behavioral Follow-up Assessment",,"U5","0363T","Each Additional 30 Minutes",0.00,0.00,0.00,0.00,296.00
