CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Totals,FirstOfMIA Unique Consumers
Berrien,Assessment,,99345,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Assessment,,99347,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Assessment,,99348,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Assessment,,99349,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Assessment,,99350,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Medication Administration,,99506,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Medication Management,,99605,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0080,,Per mile,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0090,,Per mile,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0100,,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0110,,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0120,,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0130,,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0140,,Per one-way trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,A0170,,,0,0,0,0,12645736.19,1994
Berrien,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,12645736.19,1994
Berrien,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,12645736.19,1994
Berrien,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,3883.52,12645736.19,1994
Berrien,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Assessment ,,H0002,,Encounter,33,45,9681.86,15079.05,12645736.19,1994
Berrien,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,12645736.19,1994
Berrien,Crisis Residential Services,,H0018,,Day,4,30,12136.93,22074.04,12645736.19,1994
Berrien,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,12645736.19,1994
Berrien,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,12645736.19,1994
Berrien,Assessment ,,H0031,,Encounter,787,882,298490.44,465941.38,12645736.19,1994
Berrien,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,12645736.19,1994
Berrien,Treatment Planning,,H0032,,Encounter,10,15,4677.32,21198.91,12645736.19,1994
Berrien,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0,324.95,12645736.19,1994
Berrien,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,12645736.19,1994
Berrien,Health Services,,H0034,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Home Based Services,,H0036,,15 Minutes,4,121,14183.75,1387594.52,12645736.19,1994
Berrien,Home Based Services,,H0036,ST,15 Minutes,0,0,0,2344.42,12645736.19,1994
Berrien,Peer Directed and Operated Support Services,,H0038,,15 minutes,37,2806,49962.89,58046.69,12645736.19,1994
Berrien,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,12645736.19,1994
Berrien,Assertive Community Treatment (ACT),,H0039,,15 Minutes,56,5274,667232.77,839813.38,12645736.19,1994
Berrien,Community Living Supports in Independent living/own home,,H0043,,Per diem,24,5713,907181.9,8067195.98,12645736.19,1994
Berrien,Respite,,H0045,,Day,0,0,0,1907.92,12645736.19,1994
Berrien,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Behavior Treatment Plan Review,,H2000,,Encounter,7,26,10953.05,69321.74,12645736.19,1994
Berrien,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,5,10,4077.71,15372.06,12645736.19,1994
Berrien,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,12645736.19,1994
Berrien,Crisis Intervention,,H2011,,15 Minutes,52,94,5300.17,8344.95,12645736.19,1994
Berrien,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0,13584.67,12645736.19,1994
Berrien,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Community Living Supports (15 Minutes),,H2015,,15 Minutes,50,24184,162917.14,2854512.51,12645736.19,1994
Berrien,Community Living Supports (Daily),,H2016,,Per Diem,92,24323,3146420.27,5943406.81,12645736.19,1994
Berrien,Behavior Services,,H2019,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Wraparound,,H2021,,15 Minutes,0,0,0,42347.12,12645736.19,1994
Berrien,Wraparound (SED Waiver),,H2022,,Day,0,0,0,18793.31,12645736.19,1994
Berrien,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,12645736.19,1994
Berrien,Supported Employment Services,,H2023,,15 minutes,84,9588,213865.44,1208715.43,12645736.19,1994
Berrien,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Home Based Services,,H2033,,15 Minutes,0,0,0,353666.41,12645736.19,1994
Berrien,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,12645736.19,1994
Berrien,Telemedicine Facility Fee,,Q3014,GT,Per Service,1,1,35.02,35.02,12645736.19,1994
Berrien,Transportation,,S0209,,Per Mile,0,0,0,0,12645736.19,1994
Berrien,Transportation,,S0215,,Per Mile,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,12645736.19,1994
Berrien,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Family Training,,S5111,,Encounter,0,0,0,120154.55,12645736.19,1994
Berrien,Family Training,,S5111,HA,Encounter,0,0,0,0,12645736.19,1994
Berrien,Family Training,,S5111,HM,Encounter,0,0,0,735.34,12645736.19,1994
Berrien,Foster Care,,S5140,,Day,0,0,0,0,12645736.19,1994
Berrien,Foster Care,,S5145,,Day,0,0,0,0,12645736.19,1994
Berrien,Respite,,S5150,,15 Minutes,0,0,0,0,12645736.19,1994
Berrien,Respite,,S5151,,Per Diem,0,0,0,0,12645736.19,1994
Berrien,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,12645736.19,1994
Berrien,Environmental Modification ,,S5165,,Service,0,0,0,164977.07,12645736.19,1994
Berrien,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,18143.43,12645736.19,1994
Berrien,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Health Services,,S9445,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Health Services,,S9446,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Health Services,,S9470,,Encounter,3,12,2575.69,69758.5,12645736.19,1994
Berrien,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,12645736.19,1994
Berrien,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,12645736.19,1994
Berrien,Residential Room and Board,,S9976,,Day,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,12645736.19,1994
Berrien,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,12645736.19,1994
Berrien,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,12645736.19,1994
Berrien,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,12645736.19,1994
Berrien,Assessment,,T1001,,Encounter,0,0,0,2631.82,12645736.19,1994
Berrien,Health Services,,T1002,,Up to 15 min,0,0,0,108423.61,12645736.19,1994
Berrien,Respite Care,,T1005,,15 Minutes,0,0,0,155417.12,12645736.19,1994
Berrien,Respite Care,,T1005,TD,15 Minutes,0,0,0,22648.06,12645736.19,1994
Berrien,Respite Care,,T1005,TE,15 Minutes,0,0,0,2623.39,12645736.19,1994
Berrien,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,11155,12645736.19,1994
Berrien,Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,80,2238,472587.43,4075014.13,12645736.19,1994
Berrien,Targeted Case Management ,,T1017,,15 minutes,242,5582,667845.59,999710.3,12645736.19,1994
Berrien,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,360.56,12645736.19,1994
Berrien,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,92,24335,1593100.6,4517576.32,12645736.19,1994
Berrien,Assessments,,T1023,,Encounter,429,673,340524.29,424010.94,12645736.19,1994
Berrien,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,2384.9,12645736.19,1994
Berrien,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,1,7,711.59,17098.33,12645736.19,1994
Berrien,Transportation,,T2001,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,12645736.19,1994
Berrien,Transportation,,T2002,,Per Diem,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,12645736.19,1994
Berrien,Transportation,,T2003,,Encounter / Trip,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,12645736.19,1994
Berrien,Transportation,,T2004,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,12645736.19,1994
Berrien,Transportation,,T2005,,Encounter,0,0,0,0,12645736.19,1994
Berrien,Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,12645736.19,1994
Berrien,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,12645736.19,1994
Berrien,Fiscal Intermediary Services,,T2025,,Month,0,0,0,77927.99,12645736.19,1994
Berrien,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,19308.94,12645736.19,1994
Berrien,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,12645736.19,1994
Berrien,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,12645736.19,1994
Berrien,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,496.85,12645736.19,1994
Berrien,Housing Assistance,,T2038,,Service,0,0,0,0,12645736.19,1994
Berrien,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,12645736.19,1994
Berrien,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,12645736.19,1994
Berrien,Wraparound Services,,T5999,,Per Item,0,0,0,0,12645736.19,1994
Berrien,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,12645736.19,1994
Berrien,Other,,,,,0,0,0,0,12645736.19,1994
Berrien,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,12645736.19,1994
Clinton Eaton Ingham,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",100,,PT68,Day,182,1856,791999,1151285.6,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital/IMD PT68
bundled per diem",100,,PT68,Day,41,491,80714.42,92927.62,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,282,2700,3590893.41,3723086.24,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",100,,PT73,Day,41,321,60062.82,74390.07,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,4,35,42779,45245,36980545.65,4758
Clinton Eaton Ingham,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,359050,651826,36980545.65,4758
Clinton Eaton Ingham,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,1527160,1550816,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,ECT Anesthesia,370,,,,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,ECT Recovery Room,710,,,,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Crisis Observation Care,762,,,Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Outpatient Partial Hospitalization,912,,,Day,2,7,4697,5284,36980545.65,4758
Clinton Eaton Ingham,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Additional Codes-ECT Anesthesia,,104,,Minutes,16,475,28656,28656,36980545.65,4758
Clinton Eaton Ingham,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen,,80305,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen,,80306,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Drug Screen,,80307,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Interactive Complexity - Add On Code,,90785,,Encounter,1,1,114,16057,36980545.65,4758
Clinton Eaton Ingham,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessment,,"90791
",,Encounter,8,8,2542,3333,36980545.65,4758
Clinton Eaton Ingham,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessment,,90792,,Encounter,420,426,305194,486013,36980545.65,4758
Clinton Eaton Ingham,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90832,,30 Minutes,648,3158,511038,543880,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessment,,90833,,30 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90834,,45 Minutes,712,2586,763648,871886,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessment,,90836,,45 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Mental Health: Outpatient Care,,90837,,60 Minutes,619,2701,739216,1614510,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessment,,90838,,60 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,3,6,9391,9391,36980545.65,4758
Clinton Eaton Ingham,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Therapy-Family Therapy,,90846,,Encounter,2,4,2137,123718,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Therapy-Family Therapy,,90847,,Encounter,7,12,2827,563693,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Therapy-Group Therapy,,90853,,Encounter,174,1199,392059,486493,36980545.65,4758
Clinton Eaton Ingham,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Additional Codes-ECT Physician,,90870,,Encounter,5,21,5974,5974,36980545.65,4758
Clinton Eaton Ingham,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessments-Other,,90887,,Encounter,0,0,0,229,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92507,,Encounter,0,0,0,206454,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92508,,Encounter,0,0,0,195,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92522,,Encounter,0,0,0,316,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92523,,Encounter,0,0,0,30629,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92526,,Encounter,0,0,0,71985,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Speech & Language Therapy ,,92610,,Encounter,0,0,0,93792,36980545.65,4758
Clinton Eaton Ingham,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,0,0,0,95266,36980545.65,4758
Clinton Eaton Ingham,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessments-Other,,96105,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessments-Other,,96110,,Encounter,0,0,0,7565,36980545.65,4758
Clinton Eaton Ingham,Assessments-Other,,96111,,Encounter,0,0,0,37026,36980545.65,4758
Clinton Eaton Ingham,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Assessments-Other,,96127,,,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Medication Administration,,96372,,Encounter,460,5158,1662964,1689196,36980545.65,4758
Clinton Eaton Ingham,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,0,0,0,3883,36980545.65,4758
Clinton Eaton Ingham,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,2789,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,12450,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,3086,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,2942,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,36980545.65,4758
Clinton Eaton Ingham,Physical Therapy,,97161,,Encounter,0,0,0,0,36980545.65,4758
