CMHName,FirstofService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,UnitType,SumofMIC-Cases,FirstofMIC-Units,SumofMIC-Cost,CostPerCase,CostPerUnit,UnitPerCase
,Additional Codes-Physician Services,,99242,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99243,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99244,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99245,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99251,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99252,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99253,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99254,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99255,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99261,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99262,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99263,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99271,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99272,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99273,,Encounter,0.00,0.00,$0.00,0,0,0
Barry,,,,,,,,,,,
,Additional Codes-Physician Services,,99274,,Encounter,0.00,0.00,$0.00,0,0,0
,Additional Codes-Physician Services,,99275,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99324,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99324,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99325,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99325,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99326,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99326,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99327,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99327,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99328,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99328,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99334,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99334,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99335,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99335,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99336,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99336,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99337,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99337,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99341,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99341,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99342,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99342,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99343,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99343,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99344,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99344,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99345,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99345,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99347,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99347,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99348,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99348,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99349,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99349,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,99350,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,99350,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Administration,,99506,,Encounter,0.00,0.00,$0.00,0,0,0
,Medicaition Administration (Children's Waiver),,99506,,Encounter,0.00,0.00,$0.00,0,0,0
,Medication Management,,99605,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Transportation,,A0080,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0090,,Per mile,0.00,0.00,$0.00,0,0,0
,Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Transportation,,A0100,,Per one-way trip,0.00,0.00,$0.00,0,0,0
Barry,,,,,,,,,,,
,Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Transportation,,A0110,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0120,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0130,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0140,,Per one-way trip,0.00,0.00,$0.00,0,0,0
,Transportation,,A0170,,,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0425,,Per Mile,0.00,0.00,$0.00,0,0,0
,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,E1399,,Items,0.00,0.00,$0.00,0,0,0
,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Individual Assessment,,H0001,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment ,,H0002,,Encounter,5.00,5.00,$854.00,171,171,1
,Substance Abuse:Laboratory,,H0003,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Case Management,,H0006,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Care,0906,H0015,,Days,0.00,0.00,$0.00,0,0,0
,Crisis Residential Services,,H0018,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Residential,1002,H0018,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Residential,1002,H0019,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Methadone,,H0020,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Early Intervention,,H0022,,Encounter,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0023,,Encounter,0.00,0.00,$0.00,0,0,0
,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,H0030,,Per Service,0.00,0.00,$0.00,0,0,0
,Assessment ,,H0031,,Encounter,144.00,157.00,"$36,516.00",254,233,1
,Assessment for Autism,,H0031,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Treatment Planning,,H0032,,Encounter,56.00,56.00,"$9,942.00",178,178,1
,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,H0034,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Home Based Services,,H0036,,15 Minutes,9.00,997.00,"$44,920.00",4991,45,111
,Home Based Services,,H0036,ST,15 Minutes,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0038,,15 minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Recovery Support Services,,H0038,TF,15 Minutes,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,NA,,,0.00,0.00,$0.00,0,0,0
,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Community Living Supports in Independent living/own home,,H0043,,Per diem,0.00,0.00,$0.00,0,0,0
Barry,,,,,,,,,,,
,Respite,,H0045,,Days,0.00,0.00,$0.00,0,0,0
,Respite (Children's Waiver),,H0045,TD,Per Diem,0.00,0.00,$0.00,0,0,0
,Respite (Children's Waiver),,H0045,TE,Per Diem,0.00,0.00,$0.00,0,0,0
,Peer Directed and Operated Support Services,,H0046,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse:Laboratory,,H0048,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,,H0050,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Behavior Treatment Plan Review,,H2000,,Encounter,0.00,0.00,$0.00,0,0,0
,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0.00,0.00,$0.00,0,0,0
,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,H2011,,15 Minutes,20.00,102.00,"$9,846.00",492,97,5
,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0.00,0.00,$0.00,0,0,0
,Community Living Supports (15 Minutes),,H2015,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Community Living Supports (Daily),,H2016,,Per Diem,0.00,0.00,$0.00,0,0,0
,Community Living Supports (Daily),,H2016,TF,Per Diem,0.00,0.00,$0.00,0,0,0
,Community Living Supports (Daily),,H2016,TG,Per Diem,0.00,0.00,$0.00,0,0,0
,Behavior Services,,H2019,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,H2020,,Days,0.00,0.00,$0.00,0,0,0
,Wraparound,,H2021,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Wraparound (SED Waiver),,H2022,,Days,0.00,0.00,$0.00,0,0,0
,Wraparound (SED Waiver),,H2022,TT,Days,0.00,0.00,$0.00,0,0,0
,Supported Employment Services,,H2023,,15 minutes,0.00,0.00,$0.00,0,0,0
,Mental Health Therapy,,H2027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Home Based Services,,H2033,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,,Hour,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,,Per Diem,0.00,0.00,$0.00,0,0,0
,Medication Review ,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",5.00,15.00,"$1,226.00",245,82,3
,Transportation,,S0209,,Per Mile,0.00,0.00,$0.00,0,0,0
,Transportation,,S0215,,Per Mile,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,S0215,,Per Mile,0.00,0.00,$0.00,0,0,0
,Home Care Training to Home Care Client,,S5108,U5,15 Minutes,0.00,0.00,$0.00,0,0,0
,Family Training - EBP,,S5110,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,,Encounter,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,HA,Encounter,0.00,0.00,$0.00,0,0,0
,Family Training,,S5111,HM,Encounter,0.00,0.00,$0.00,0,0,0
,Foster Care,,S5140,,Days,0.00,0.00,$0.00,0,0,0
,Foster Care,,S5145,,Days,0.00,0.00,$0.00,0,0,0
,Respite,,S5150,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Respite,,S5151,,Per Diem,0.00,0.00,$0.00,0,0,0
Barry,,,,,,,,,,,
,Respite (Children's Waiver),,S5151,TT,Per diem,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5160,,Encounter,0.00,0.00,$0.00,0,0,0
,Personal Emergency Response System (PERS),,S5161,,Month,0.00,0.00,$0.00,0,0,0
,Environmental Modification ,,S5165,,Service,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,S5199,,Items,0.00,0.00,$0.00,0,0,0
,Occupational or Physical Therapy,,S8990,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9445,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9446,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,S9470,,Encounter,0.00,0.00,$0.00,0,0,0
,Prevention Services - Direct Model,,S9482,,15 minutes,0.00,0.00,$0.00,0,0,0
,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,1.00,2.00,$311.00,311,155,2
,Reidential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Residential Room and Board,,S9976,,Days,0.00,0.00,$0.00,0,0,0
,Private Duty Nursing,,T1000,,Up to 15 min,0.00,0.00,$0.00,0,0,0
,Private Duty Nursing,,T1000,TD,Up to 15 min,0.00,0.00,$0.00,0,0,0
,Private Duty Nursing,,T1000,TE,Up to 15 min,0.00,0.00,$0.00,0,0,0
,Assessment,,T1001,,Encounter,0.00,0.00,$0.00,0,0,0
,Health Services,,T1002,,Up to 15 min,0.00,0.00,$0.00,0,0,0
,Respite Care,,T1005,,15 Minutes,12.00,"9,259.00","$49,609.00",4134,5,772
,Respite Care,,T1005,TD,15 Minutes,0.00,0.00,$0.00,0,0,0
,Respite Care,,T1005,TE,15 Minutes,0.00,0.00,$0.00,0,0,0
,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0.00,0.00,$0.00,0,0,0
,Family Psycho-Education - EBP,,T1015,,Encounter,0.00,0.00,$0.00,0,0,0
,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,2.00,14.00,"$1,359.00",680,97,7
,Targeted Case Management ,,T1017,,15 minutes,18.00,217.00,"$21,069.00",1170,97,12
,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0.00,0.00,$0.00,0,0,0
,Personal Care in Licensed Specialized Residential Setting,,T1020,,Days,0.00,0.00,$0.00,0,0,0
,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Days,0.00,0.00,$0.00,0,0,0
,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Days,0.00,0.00,$0.00,0,0,0
,Assessments,,T1023,,Encounter,11.00,18.00,"$8,078.00",734,449,2
,Prevention Services - Direct Model ,,T1027,,15 Minutes,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Supplies or Pharmacy,,T1999,,Items,0.00,0.00,$0.00,0,0,0
,Transportation,,T2001,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,T2001,,Encounter,0.00,0.00,$0.00,0,0,0
,Transportation,,T2002,,Per Diem,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,T2002,,Per Diem,0.00,0.00,$0.00,0,0,0
,Transportation,,T2003,,Encounter / Trip,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,T2003,,Encounter / Trip,0.00,0.00,$0.00,0,0,0
,Transportation,,T2004,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,T2004,,Encounter,0.00,0.00,$0.00,0,0,0
,Transportation,,T2005,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse Services: Transportation,,T2005,,Encounter,0.00,0.00,$0.00,0,0,0
,Out of Home Prevocational Service,,T2015,,Hour,0.00,0.00,$0.00,0,0,0
Barry,,,,,,,,,,,
,Targeted Case Management (Children's Waiver),,T2023,,Month,0.00,0.00,$0.00,0,0,0
,Prevention Services - Direct Model ,,T2024,,,0.00,0.00,$0.00,0,0,0
,Fiscal Intermediary Services,,T2025,,Month,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2028,,Items,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2029,,Items,0.00,0.00,$0.00,0,0,0
,Crisis Intervention,,T2034,,Days,0.00,0.00,$0.00,0,0,0
,Respite Care,,T2036,,Per session. One night = one session,0.00,0.00,$0.00,0,0,0
,Respite Care,,T2037,,Per session. One day/partial day = one session,0.00,0.00,$0.00,0,0,0
,Housing Assistance,,T2038,,Service,0.00,0.00,$0.00,0,0,0
,Enhanced Medical Equipment-Supplies,,T2039,,Items,0.00,0.00,$0.00,0,0,0
,Goods and Services ,,T5999,HK,Per Item,0.00,0.00,$0.00,0,0,0
,Wraparound Services,,T5999,,Per Item,0.00,0.00,$0.00,0,0,0
,Pharmacy (Drugs and Other Biologicals),,,,,0.00,0.00,$0.00,0,0,0
,Other,,,,,0.00,0.00,$0.00,0,0,0
,Aggregate for 'J' Codes,,ALL,,,0.00,0.00,$0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,,,,,,,,,,,
,State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Days,3.00,361.00,"$79,059.00",26353,219,120
,State Mental Retardation Facility - Inpatient (ICF/MR) PT65,0100,,PT65,Days,0.00,0.00,$0.00,0,0,0
,Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Days,12.00,96.00,"$60,613.00",5051,631,8
,Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Days,46.00,407.00,"$293,445.00",6379,721,9
,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0.00,0.00,$0.00,0,0,0
,ECT Anesthesia,0370,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0.00,0.00,$0.00,0,0,0
,ECT Recovery Room,0710,,,,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0.00,0.00,$0.00,0,0,0
,Crisis Observation Care,0762,,,Hour,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Facility Charge,0901,,,Encounter,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0.00,0.00,$0.00,0,0,0
,Outpatient Partial Hospitalization,0912,,,Days,0.00,0.00,$0.00,0,0,0
,Outpatient Partial Hospitalization,0913,,,Days,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0.00,0.00,$0.00,0,0,0
,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Anesthesia,,00104,,Minutes,0.00,0.00,$0.00,0,0,0
,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0.00,0.00,$0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80100,,Per Screen,0.00,0.00,$0.00,0,0,0
,Drug Screen for Methadone Clients Only,,80101,,Per Screen,0.00,0.00,$0.00,0,0,0
,Interactive Complexity - Add On Code,,90785,,,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,90785,U5,,0.00,0.00,$0.00,0,0,0
,Assessment,,"90791
",,Encounter,131.00,132.00,"$60,173.00",459,456,1
,Assessment for Autism,,90791,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment,,90792,,Encounter,2.00,2.00,$514.00,257,257,1
Bay-Arenac,,,,,,,,,,,
,Assessment for Autism,,90792,U5,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment-Psychiatric Assessment,,90801,,Encounter,44.00,44.00,"$16,554.00",376,376,1
,Substance Abuse: Psychiatric Evaluation,,90801,,Encounter,0.00,0.00,$0.00,0,0,0
,Assessment-Psychiatric Assessment,,90802,,Encounter,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Psychiatric Evaluation,,90802,,Encounter,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90804,,Encounter 20-30 Min,45.00,63.00,"$7,610.00",169,121,1
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90804,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90805,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90805,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90806,,Encounter 45-50 Min,351.00,"1,497.00","$168,417.00",480,113,4
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90806,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90807,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90807,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90808,,Encounter 75-80 Min,21.00,22.00,"$5,314.00",253,242,1
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90808,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90809,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90809,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90810,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90810,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90811,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90811,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90812,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90812,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90813,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90813,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90814,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90814,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90815,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Outpatient Treatment,"0900, 0914, 0915, 0916, 0919",90815,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90816,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90817,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90818,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90819,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90821,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90822,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90823,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90824,,Encounter 20-30 Min,0.00,0.00,$0.00,0,0,0
Bay-Arenac,,,,,,,,,,,
,Therapy-Individual Therapy,,90826,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Substance Abuse: Psychotherapy (Individual Therapy),"0900, 0914, 0915, 0916, 0919",90826,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90827,,Encounter 45-50 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90828,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Therapy-Individual Therapy,,90829,,Encounter 75-80 Min,0.00,0.00,$0.00,0,0,0
,Mental Health: Outpatient Care,,90832,,30 Minutes,94.00,132.00,"$11,950.00",127,91,1
,Substance abuse: Outpatient Care,,90832,,30 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment,,90833,,30 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment for Autism,,90833,U5,30 Minutes,0.00,0.00,$0.00,0,0,0
,Mental Health: Outpatient Care,,90834,,45 Minutes,553.00,"4,636.00","$397,340.00",719,86,8
,Substance abuse: Outpatient Care,,90834,,45 Minutes,0.00,0.00,$0.00,0,0,0
,Assessment,,90836,,45 Minutes,0.00,0.00,$0.00,0,0,0
