"","FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Item","Desc","People","Undup"
"1668",2014,5,"MSHN","Clinton Eaton Ingham","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1669",2014,5,"MSHN","Clinton Eaton Ingham","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",198,FALSE
"1670",2014,5,"MSHN","Clinton Eaton Ingham","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1671",2014,5,"MSHN","Clinton Eaton Ingham","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"1672",2014,5,"MSHN","Clinton Eaton Ingham","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1673",2014,5,"MSHN","Clinton Eaton Ingham","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1674",2014,5,"MSHN","Clinton Eaton Ingham","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1675",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Start","total_in","1","Total # of people who telephoned or walked in",0,FALSE
"1676",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1677",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1678",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1664,FALSE
"1679",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",769,FALSE
"1680",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",895,FALSE
"1681",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",85,FALSE
"1682",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1683",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1684",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1685",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1686",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1687",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",845,FALSE
"1688",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1689",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"1690",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1691",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1692",2014,5,"MSHN","Clinton Eaton Ingham","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1693",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Start","total_in","1","Total # of people who telephoned or walked in",0,FALSE
"1694",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1695",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1696",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1192,FALSE
"1697",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",309,FALSE
"1698",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",883,FALSE
"1699",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",53,FALSE
"1700",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1701",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1702",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1703",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1704",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1705",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",881,FALSE
"1706",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1707",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"1708",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1709",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1710",2014,5,"MSHN","Clinton Eaton Ingham","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1711",2014,5,"MSHN","Clinton Eaton Ingham","Other","Start","total_in","1","Total # of people who telephoned or walked in",6109,FALSE
"1712",2014,5,"MSHN","Clinton Eaton Ingham","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",737,FALSE
"1713",2014,5,"MSHN","Clinton Eaton Ingham","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",49,FALSE
"1714",2014,5,"MSHN","Clinton Eaton Ingham","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",937,FALSE
"1715",2014,5,"MSHN","Clinton Eaton Ingham","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",4,FALSE
"1716",2014,5,"MSHN","Clinton Eaton Ingham","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",933,FALSE
"1717",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1718",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1719",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1720",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1721",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1722",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1723",2014,5,"MSHN","Clinton Eaton Ingham","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",933,FALSE
"1724",2014,5,"MSHN","Clinton Eaton Ingham","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1725",2014,5,"MSHN","Clinton Eaton Ingham","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"1726",2014,5,"MSHN","Clinton Eaton Ingham","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1727",2014,5,"MSHN","Clinton Eaton Ingham","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1728",2014,5,"MSHN","Clinton Eaton Ingham","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1729",2011,5,"MSHN","CMH for Central Michigan","DD","Start","total_in","1","Total # of people who telephoned or walked in",102,FALSE
"1730",2011,5,"MSHN","CMH for Central Michigan","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1731",2011,5,"MSHN","CMH for Central Michigan","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1732",2011,5,"MSHN","CMH for Central Michigan","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",102,FALSE
"1733",2011,5,"MSHN","CMH for Central Michigan","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",6,FALSE
"1734",2011,5,"MSHN","CMH for Central Michigan","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",89,FALSE
"1735",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1736",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1737",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1738",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1739",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1740",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1741",2011,5,"MSHN","CMH for Central Michigan","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",65,FALSE
"1742",2011,5,"MSHN","CMH for Central Michigan","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1743",2011,5,"MSHN","CMH for Central Michigan","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",65,FALSE
"1744",2011,5,"MSHN","CMH for Central Michigan","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1745",2011,5,"MSHN","CMH for Central Michigan","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1746",2011,5,"MSHN","CMH for Central Michigan","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1747",2011,5,"MSHN","CMH for Central Michigan","MIA","Start","total_in","1","Total # of people who telephoned or walked in",2803,FALSE
"1748",2011,5,"MSHN","CMH for Central Michigan","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1749",2011,5,"MSHN","CMH for Central Michigan","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1750",2011,5,"MSHN","CMH for Central Michigan","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",2803,FALSE
"1751",2011,5,"MSHN","CMH for Central Michigan","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",160,FALSE
"1752",2011,5,"MSHN","CMH for Central Michigan","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",2521,FALSE
"1753",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1754",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1755",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1756",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1757",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1758",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1759",2011,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",1835,FALSE
"1760",2011,5,"MSHN","CMH for Central Michigan","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",56,FALSE
"1761",2011,5,"MSHN","CMH for Central Michigan","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",1779,FALSE
"1762",2011,5,"MSHN","CMH for Central Michigan","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1763",2011,5,"MSHN","CMH for Central Michigan","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1764",2011,5,"MSHN","CMH for Central Michigan","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1765",2011,5,"MSHN","CMH for Central Michigan","MIC","Start","total_in","1","Total # of people who telephoned or walked in",1006,FALSE
"1766",2011,5,"MSHN","CMH for Central Michigan","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1767",2011,5,"MSHN","CMH for Central Michigan","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1768",2011,5,"MSHN","CMH for Central Michigan","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1006,FALSE
"1769",2011,5,"MSHN","CMH for Central Michigan","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",22,FALSE
"1770",2011,5,"MSHN","CMH for Central Michigan","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",957,FALSE
"1771",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1772",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1773",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1774",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",0,FALSE
"1775",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",0,FALSE
"1776",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1777",2011,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",859,FALSE
"1778",2011,5,"MSHN","CMH for Central Michigan","MIC","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",11,FALSE
"1779",2011,5,"MSHN","CMH for Central Michigan","MIC","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",848,FALSE
"1780",2011,5,"MSHN","CMH for Central Michigan","MIC","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1781",2011,5,"MSHN","CMH for Central Michigan","MIC","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1782",2011,5,"MSHN","CMH for Central Michigan","MIC","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1783",2011,5,"MSHN","CMH for Central Michigan","Other","Start","total_in","1","Total # of people who telephoned or walked in",2269,FALSE
"1784",2011,5,"MSHN","CMH for Central Michigan","Other","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",854,FALSE
"1785",2011,5,"MSHN","CMH for Central Michigan","Other","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",22,FALSE
"1786",2011,5,"MSHN","CMH for Central Michigan","Other","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1393,FALSE
"1787",2011,5,"MSHN","CMH for Central Michigan","Other","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",402,FALSE
"1788",2011,5,"MSHN","CMH for Central Michigan","Other","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",666,FALSE
"1789",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",953,FALSE
"1790",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1791",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",7,FALSE
"1792",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",333,FALSE
"1793",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",333,FALSE
"1794",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1795",2011,5,"MSHN","CMH for Central Michigan","Other","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",0,FALSE
"1796",2011,5,"MSHN","CMH for Central Michigan","Other","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1797",2011,5,"MSHN","CMH for Central Michigan","Other","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",0,FALSE
"1798",2011,5,"MSHN","CMH for Central Michigan","Other","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1799",2011,5,"MSHN","CMH for Central Michigan","Other","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1800",2011,5,"MSHN","CMH for Central Michigan","Other","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1801",2012,5,"MSHN","CMH for Central Michigan","DD","Start","total_in","1","Total # of people who telephoned or walked in",129,FALSE
"1802",2012,5,"MSHN","CMH for Central Michigan","DD","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1803",2012,5,"MSHN","CMH for Central Michigan","DD","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1804",2012,5,"MSHN","CMH for Central Michigan","DD","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",129,FALSE
"1805",2012,5,"MSHN","CMH for Central Michigan","DD","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",5,FALSE
"1806",2012,5,"MSHN","CMH for Central Michigan","DD","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",120,FALSE
"1807",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1808",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1809",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1810",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",5,FALSE
"1811",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",5,FALSE
"1812",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1813",2012,5,"MSHN","CMH for Central Michigan","DD","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",108,FALSE
"1814",2012,5,"MSHN","CMH for Central Michigan","DD","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",0,FALSE
"1815",2012,5,"MSHN","CMH for Central Michigan","DD","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",108,FALSE
"1816",2012,5,"MSHN","CMH for Central Michigan","DD","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",0,FALSE
"1817",2012,5,"MSHN","CMH for Central Michigan","DD","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1818",2012,5,"MSHN","CMH for Central Michigan","DD","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",0,FALSE
"1819",2012,5,"MSHN","CMH for Central Michigan","MIA","Start","total_in","1","Total # of people who telephoned or walked in",2929,FALSE
"1820",2012,5,"MSHN","CMH for Central Michigan","MIA","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1821",2012,5,"MSHN","CMH for Central Michigan","MIA","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1822",2012,5,"MSHN","CMH for Central Michigan","MIA","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",2929,FALSE
"1823",2012,5,"MSHN","CMH for Central Michigan","MIA","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",179,FALSE
"1824",2012,5,"MSHN","CMH for Central Michigan","MIA","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",2666,FALSE
"1825",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
"1826",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_FFS","10","Of the # in Row 7 - how many were not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"1827",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_MHP","11","Of the # in Row 7 - how many were not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"1828",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","not_eligible","12","Of the # in Row 7 - how many otherwise did not meet cmhsp non-entitlement eligibility criteria",154,FALSE
"1829",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_mh_Y","12a","     Of the # in row 12 - How many were referred out to other mental health providers",154,FALSE
"1830",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","rfr_to_mh_N","12b","     Of the # in row 12 - How many were not referred out to other mental health providers",0,FALSE
"1831",2012,5,"MSHN","CMH for Central Michigan","MIA","Eligibility","eligible","13","Of the # in Row 7 - How many people met the cmhsp eligibility criteria",1918,FALSE
"1832",2012,5,"MSHN","CMH for Central Michigan","MIA","Placement","urgent_crit","14","Of the # in Row 13 - How many met emergency/urgent conditions criteria",102,FALSE
"1833",2012,5,"MSHN","CMH for Central Michigan","MIA","Placement","immed_crit","15","Of the # in Row 13 - How many met immediate admission criteria",1816,FALSE
"1834",2012,5,"MSHN","CMH for Central Michigan","MIA","Waiting","waiting","16"," Of the # in Row 13 - How many were put on a waiting list",39,FALSE
"1835",2012,5,"MSHN","CMH for Central Michigan","MIA","Waiting","some_wait","16a","     Of the # in row 16 - How many received some cmhsp services, but wait listed for other services",0,FALSE
"1836",2012,5,"MSHN","CMH for Central Michigan","MIA","Waiting","all_wait","16b","       Of the # in row 16 - How many were wait listed for all cmhsp services",39,FALSE
"1837",2012,5,"MSHN","CMH for Central Michigan","MIC","Start","total_in","1","Total # of people who telephoned or walked in",1077,FALSE
"1838",2012,5,"MSHN","CMH for Central Michigan","MIC","Entry","out_nonMH","3","# referred out due to non MH needs (of row 1)",0,FALSE
"1839",2012,5,"MSHN","CMH for Central Michigan","MIC","Entry","seeking_SUD","4","# seeking substance abuse services (of row 1)",0,FALSE
"1840",2012,5,"MSHN","CMH for Central Michigan","MIC","Entry","req_CMHsvc","5","Total # who requested services the CMHSP provides (of row1)",1077,FALSE
"1841",2012,5,"MSHN","CMH for Central Michigan","MIC","Screening","screened_out","6","Of the # in Row 5 - How many people did not meet eligibility through phone or other screen",22,FALSE
"1842",2012,5,"MSHN","CMH for Central Michigan","MIC","Screening","assmt_sched","7","Of the # in Row 5 - How many people were scheduled for assessment",1049,FALSE
"1843",2012,5,"MSHN","CMH for Central Michigan","MIC","Eligibility","no_elig_deter","9","Of the # in Row 7 - How many did not receive eligibility determination (dropped out, no show, etc.) ",0,FALSE
